"access_restricted","site__-","original_format__-","contributor__-","id","partof__001","mime_type__001","mime_type__002","mime_type__003","mime_type__004","mime_type__005","partof__002","partof__003","subject__001","subject__002","index","group__001","group__002","title","segments__url","segments__count","segments__link","online_format__001","online_format__002","online_format__003","digitized","description__-","timestamp","extract_timestamp","date","shelf_id","dates__-","language__-","count","url","items","hassegments","image_url__001","image_url__002","image_url__003","aka__001","aka__002","aka__003","aka__004"
"False","","periodical","american sports pu co.","http://www.loc.gov/item/spalding.00243/","general collections","application/pdf","text/xml","image/tiff","image/jpeg","application/xml","american memory","the spalding base ball guides, 1889-1939","indoor baseball","periodicals","27","spalding","spalding-base-ball-guides","Official indoor base ball guide containing the constitution, 1910","https://www.loc.gov/resource/spalding.00243/","178","https://www.loc.gov/collections/spalding-base-ball-guides/?at=results&c=50&fa=segmentof:spalding.00243/&fo=json&sb=shelf-id&st=gallery","pdf","online text","image","True","","2018-06-21T07:04:51.065Z","2018-06-21T07:03:51.868Z","1910-00-00","spaldingbib000023","1910-01-01T00:00:00Z","english","","https://www.loc.gov/item/spalding.00243/","","True","//cdn.loc.gov/service/gdc/spalding/00243/00243t.gif","//cdn.loc.gov/service/gdc/spalding/00243/00001r.jpg#h=655&w=500","//cdn.loc.gov/service/gdc/spalding/00243/00001v.jpg#h=1341&w=1024","http://www.loc.gov/item/spaldingbib000023/","http://hdl.loc.gov/loc.gdc/spalding.00243","http://www.loc.gov/resource/spalding.00243/","http://www.loc.gov/item/spalding.00243/"
"False","","periodical","american sports pu co.","http://www.loc.gov/item/spalding.00244/","general collections","application/pdf","text/xml","image/tiff","image/jpeg","application/xml","american memory","the spalding base ball guides, 1889-1939","indoor baseball","periodicals","28","spalding","spalding-base-ball-guides","Official indoor base ball guide containing the constitution, 1911","https://www.loc.gov/resource/spalding.00244/","164","https://www.loc.gov/collections/spalding-base-ball-guides/?at=results&c=50&fa=segmentof:spalding.00244/&fo=json&sb=shelf-id&st=gallery","pdf","online text","image","True","","2018-06-21T07:04:51.680Z","2018-06-21T07:03:51.868Z","1911-00-00","spaldingbib000024","1911-01-01T00:00:00Z","english","","https://www.loc.gov/item/spalding.00244/","","True","//cdn.loc.gov/service/gdc/spalding/00244/00244t.gif","//cdn.loc.gov/service/gdc/spalding/00244/00001r.jpg#h=655&w=500","//cdn.loc.gov/service/gdc/spalding/00244/00001v.jpg#h=1341&w=1024","http://www.loc.gov/item/spaldingbib000024/","http://hdl.loc.gov/loc.gdc/spalding.00244","http://www.loc.gov/resource/spalding.00244/","http://www.loc.gov/item/spalding.00244/"
"False","","periodical","american sports pu co.","http://www.loc.gov/item/spalding.00245/","general collections","application/pdf","text/xml","image/tiff","image/jpeg","application/xml","american memory","the spalding base ball guides, 1889-1939","indoor baseball","periodicals","29","spalding","spalding-base-ball-guides","Official indoor base ball guide containing the constitution, 1912","https://www.loc.gov/resource/spalding.00245/","164","https://www.loc.gov/collections/spalding-base-ball-guides/?at=results&c=50&fa=segmentof:spalding.00245/&fo=json&sb=shelf-id&st=gallery","pdf","online text","image","True","","2018-06-21T07:04:52.251Z","2018-06-21T07:03:51.868Z","1912-00-00","spaldingbib000025","1912-01-01T00:00:00Z","english","","https://www.loc.gov/item/spalding.00245/","","True","//cdn.loc.gov/service/gdc/spalding/00245/00245t.gif","//cdn.loc.gov/service/gdc/spalding/00245/00001r.jpg#h=649&w=500","//cdn.loc.gov/service/gdc/spalding/00245/00001v.jpg#h=1329&w=1024","http://www.loc.gov/item/spaldingbib000025/","http://hdl.loc.gov/loc.gdc/spalding.00245","http://www.loc.gov/resource/spalding.00245/","http://www.loc.gov/item/spalding.00245/"
"False","","periodical","","http://www.loc.gov/item/spalding.00246/","general collections","application/pdf","text/xml","image/tiff","image/jpeg","application/xml","american memory","the spalding base ball guides, 1889-1939","indoor baseball","periodicals","30","spalding","spalding-base-ball-guides","Official indoor base ball guide containing the constitution, 1913","https://www.loc.gov/resource/spalding.00246/","132","https://www.loc.gov/collections/spalding-base-ball-guides/?at=results&c=50&fa=segmentof:spalding.00246/&fo=json&sb=shelf-id&st=gallery","pdf","online text","image","True","","2018-06-21T07:04:52.781Z","2018-06-21T07:03:51.868Z","1913-00-00","spaldingbib000026","1913-01-01T00:00:00Z","english","","https://www.loc.gov/item/spalding.00246/","","True","//cdn.loc.gov/service/gdc/spalding/00246/00246t.gif","//cdn.loc.gov/service/gdc/spalding/00246/00001r.jpg#h=655&w=500","//cdn.loc.gov/service/gdc/spalding/00246/00001v.jpg#h=1341&w=1024","http://www.loc.gov/item/spaldingbib000026/","http://hdl.loc.gov/loc.gdc/spalding.00246","http://www.loc.gov/resource/spalding.00246/","http://www.loc.gov/item/spalding.00246/"
"False","","periodical","american sports pu co.","http://www.loc.gov/item/spalding.00247/","general collections","application/pdf","text/xml","image/tiff","image/jpeg","application/xml","american memory","the spalding base ball guides, 1889-1939","indoor baseball","periodicals","31","spalding","spalding-base-ball-guides","Official indoor base ball guide containing the constitution, 1913-1914","https://www.loc.gov/resource/spalding.00247/","132","https://www.loc.gov/collections/spalding-base-ball-guides/?at=results&c=50&fa=segmentof:spalding.00247/&fo=json&sb=shelf-id&st=gallery","pdf","online text","image","True","","2018-06-21T07:04:53.236Z","2018-06-21T07:03:51.868Z","1913-00-00","spaldingbib000027","1913-01-01T00:00:00Z","english","","https://www.loc.gov/item/spalding.00247/","","True","//cdn.loc.gov/service/gdc/spalding/00247/00247t.gif","//cdn.loc.gov/service/gdc/spalding/00247/00001r.jpg#h=655&w=500","//cdn.loc.gov/service/gdc/spalding/00247/00001v.jpg#h=1341&w=1024","http://www.loc.gov/item/spaldingbib000027/","http://hdl.loc.gov/loc.gdc/spalding.00247","http://www.loc.gov/resource/spalding.00247/","http://www.loc.gov/item/spalding.00247/"
"False","","periodical","american sports pu co.","http://www.loc.gov/item/spalding.00248/","general collections","application/pdf","text/xml","image/tiff","image/jpeg","application/xml","american memory","the spalding base ball guides, 1889-1939","indoor baseball","periodicals","32","spalding","spalding-base-ball-guides","Official indoor base ball guide containing the constitution, 1914-1915","https://www.loc.gov/resource/spalding.00248/","100","https://www.loc.gov/collections/spalding-base-ball-guides/?at=results&c=50&fa=segmentof:spalding.00248/&fo=json&sb=shelf-id&st=gallery","pdf","online text","image","True","","2018-06-21T07:04:53.693Z","2018-06-21T07:03:51.868Z","1914-00-00","spaldingbib000028","1914-01-01T00:00:00Z","english","","https://www.loc.gov/item/spalding.00248/","","True","//cdn.loc.gov/service/gdc/spalding/00248/00248t.gif","//cdn.loc.gov/service/gdc/spalding/00248/00001r.jpg#h=655&w=500","//cdn.loc.gov/service/gdc/spalding/00248/00001v.jpg#h=1341&w=1024","http://www.loc.gov/item/spaldingbib000028/","http://hdl.loc.gov/loc.gdc/spalding.00248","http://www.loc.gov/resource/spalding.00248/","http://www.loc.gov/item/spalding.00248/"
"False","","periodical","american sports pu co.","http://www.loc.gov/item/spalding.00249/","general collections","application/pdf","text/xml","image/tiff","image/jpeg","application/xml","american memory","the spalding base ball guides, 1889-1939","indoor baseball","periodicals","33","spalding","spalding-base-ball-guides","Official indoor base ball guide containing the constitution, 1916","https://www.loc.gov/resource/spalding.00249/","116","https://www.loc.gov/collections/spalding-base-ball-guides/?at=results&c=50&fa=segmentof:spalding.00249/&fo=json&sb=shelf-id&st=gallery","pdf","online text","image","True","","2018-06-21T07:04:54.133Z","2018-06-21T07:03:51.868Z","1916-00-00","spaldingbib000029","1916-01-01T00:00:00Z","english","","https://www.loc.gov/item/spalding.00249/","","True","//cdn.loc.gov/service/gdc/spalding/00249/00249t.gif","//cdn.loc.gov/service/gdc/spalding/00249/00001r.jpg#h=656&w=500","//cdn.loc.gov/service/gdc/spalding/00249/00001v.jpg#h=1343&w=1024","http://www.loc.gov/item/spaldingbib000029/","http://hdl.loc.gov/loc.gdc/spalding.00249","http://www.loc.gov/resource/spalding.00249/","http://www.loc.gov/item/spalding.00249/"
"False","","periodical","american sports pu co.","http://www.loc.gov/item/spalding.00250/","general collections","application/pdf","text/xml","image/tiff","image/jpeg","application/xml","american memory","the spalding base ball guides, 1889-1939","indoor baseball","periodicals","34","spalding","spalding-base-ball-guides","Official indoor base ball guide containing the constitution, 1917","https://www.loc.gov/resource/spalding.00250/","100","https://www.loc.gov/collections/spalding-base-ball-guides/?at=results&c=50&fa=segmentof:spalding.00250/&fo=json&sb=shelf-id&st=gallery","pdf","online text","image","True","","2018-06-21T07:04:54.518Z","2018-06-21T07:03:51.868Z","1917-00-00","spaldingbib000030","1917-01-01T00:00:00Z","english","","https://www.loc.gov/item/spalding.00250/","","True","//cdn.loc.gov/service/gdc/spalding/00250/00250t.gif","//cdn.loc.gov/service/gdc/spalding/00250/00001r.jpg#h=655&w=500","//cdn.loc.gov/service/gdc/spalding/00250/00001v.jpg#h=1341&w=1024","http://www.loc.gov/item/spaldingbib000030/","http://hdl.loc.gov/loc.gdc/spalding.00250","http://www.loc.gov/resource/spalding.00250/","http://www.loc.gov/item/spalding.00250/"
"False","","periodical","american sports pu co.","http://www.loc.gov/item/spalding.00251/","general collections","application/pdf","text/xml","image/tiff","image/jpeg","application/xml","american memory","the spalding base ball guides, 1889-1939","indoor baseball","periodicals","35","spalding","spalding-base-ball-guides","Official indoor base ball guide containing the constitution, 1918","https://www.loc.gov/resource/spalding.00251/","100","https://www.loc.gov/collections/spalding-base-ball-guides/?at=results&c=50&fa=segmentof:spalding.00251/&fo=json&sb=shelf-id&st=gallery","pdf","online text","image","True","","2018-06-21T07:04:54.793Z","2018-06-21T07:03:51.868Z","1918-00-00","spaldingbib000031","1918-01-01T00:00:00Z","english","","https://www.loc.gov/item/spalding.00251/","","True","//cdn.loc.gov/service/gdc/spalding/00251/00251t.gif","//cdn.loc.gov/service/gdc/spalding/00251/00001r.jpg#h=655&w=500","//cdn.loc.gov/service/gdc/spalding/00251/00001v.jpg#h=1341&w=1024","http://www.loc.gov/item/spaldingbib000031/","http://hdl.loc.gov/loc.gdc/spalding.00251","http://www.loc.gov/resource/spalding.00251/","http://www.loc.gov/item/spalding.00251/"
"False","","periodical","american sports pu co.","http://www.loc.gov/item/spalding.00252/","general collections","application/pdf","text/xml","image/tiff","image/jpeg","application/xml","american memory","the spalding base ball guides, 1889-1939","indoor baseball","periodicals","36","spalding","spalding-base-ball-guides","Official indoor base ball guide containing the constitution, 1919-1920","https://www.loc.gov/resource/spalding.00252/","52","https://www.loc.gov/collections/spalding-base-ball-guides/?at=results&c=50&fa=segmentof:spalding.00252/&fo=json&sb=shelf-id&st=gallery","pdf","online text","image","True","","2018-06-21T07:04:55.071Z","2018-06-21T07:03:51.868Z","1919-00-00","spaldingbib000032","1919-01-01T00:00:00Z","english","","https://www.loc.gov/item/spalding.00252/","","True","//cdn.loc.gov/service/gdc/spalding/00252/00252t.gif","//cdn.loc.gov/service/gdc/spalding/00252/00001r.jpg#h=655&w=500","//cdn.loc.gov/service/gdc/spalding/00252/00001v.jpg#h=1341&w=1024","http://www.loc.gov/item/spaldingbib000032/","http://hdl.loc.gov/loc.gdc/spalding.00252","http://www.loc.gov/resource/spalding.00252/","http://www.loc.gov/item/spalding.00252/"
"False","","periodical","american sports pu co.","http://www.loc.gov/item/spalding.00253/","general collections","application/pdf","text/xml","image/tiff","image/jpeg","application/xml","american memory","the spalding base ball guides, 1889-1939","indoor baseball","periodicals","37","spalding","spalding-base-ball-guides","Official indoor base ball guide containing the constitution, 1921-1922","https://www.loc.gov/resource/spalding.00253/","68","https://www.loc.gov/collections/spalding-base-ball-guides/?at=results&c=50&fa=segmentof:spalding.00253/&fo=json&sb=shelf-id&st=gallery","pdf","online text","image","True","","2018-06-21T07:04:55.071Z","2018-06-21T07:03:51.868Z","1921-00-00","spaldingbib000033","1921-01-01T00:00:00Z","english","","https://www.loc.gov/item/spalding.00253/","","True","//cdn.loc.gov/service/gdc/spalding/00253/00253t.gif","//cdn.loc.gov/service/gdc/spalding/00253/00001r.jpg#h=655&w=500","//cdn.loc.gov/service/gdc/spalding/00253/00001v.jpg#h=1341&w=1024","http://www.loc.gov/item/spaldingbib000033/","http://hdl.loc.gov/loc.gdc/spalding.00253","http://www.loc.gov/resource/spalding.00253/","http://www.loc.gov/item/spalding.00253/"
"False","","periodical","american sports pu co.","http://www.loc.gov/item/spalding.00254/","general collections","application/pdf","text/xml","image/tiff","image/jpeg","application/xml","american memory","the spalding base ball guides, 1889-1939","indoor baseball","periodicals","38","spalding","spalding-base-ball-guides","Official indoor base ball guide containing the constitution, 1925-1926","https://www.loc.gov/resource/spalding.00254/","68","https://www.loc.gov/collections/spalding-base-ball-guides/?at=results&c=50&fa=segmentof:spalding.00254/&fo=json&sb=shelf-id&st=gallery","pdf","online text","image","True","","2018-06-21T07:04:55.473Z","2018-06-21T07:03:51.868Z","1925-00-00","spaldingbib000034","1925-01-01T00:00:00Z","english","","https://www.loc.gov/item/spalding.00254/","","True","//cdn.loc.gov/service/gdc/spalding/00254/00254t.gif","//cdn.loc.gov/service/gdc/spalding/00254/00001r.jpg#h=655&w=500","//cdn.loc.gov/service/gdc/spalding/00254/00001v.jpg#h=1341&w=1024","http://www.loc.gov/item/spaldingbib000034/","http://hdl.loc.gov/loc.gdc/spalding.00254","http://www.loc.gov/resource/spalding.00254/","http://www.loc.gov/item/spalding.00254/"
"False","","periodical","american sports pu co.","http://www.loc.gov/item/spalding.00255/","general collections","application/pdf","text/xml","image/tiff","image/jpeg","application/xml","american memory","the spalding base ball guides, 1889-1939","indoor baseball","periodicals","39","spalding","spalding-base-ball-guides","Official indoor base ball guide containing the constitution, 1926","https://www.loc.gov/resource/spalding.00255/","68","https://www.loc.gov/collections/spalding-base-ball-guides/?at=results&c=50&fa=segmentof:spalding.00255/&fo=json&sb=shelf-id&st=gallery","pdf","online text","image","True","","2018-06-21T07:04:55.473Z","2018-06-21T07:03:51.868Z","1926-00-00","spaldingbib000035","1926-01-01T00:00:00Z","english","","https://www.loc.gov/item/spalding.00255/","","True","//cdn.loc.gov/service/gdc/spalding/00255/00255t.gif","//cdn.loc.gov/service/gdc/spalding/00255/00001r.jpg#h=655&w=500","//cdn.loc.gov/service/gdc/spalding/00255/00001v.jpg#h=1341&w=1024","http://www.loc.gov/item/spaldingbib000035/","http://hdl.loc.gov/loc.gdc/spalding.00255","http://www.loc.gov/resource/spalding.00255/","http://www.loc.gov/item/spalding.00255/"
