"access_restricted","site__001","site__002","original_format__-","contributor__001","contributor__002","contributor__003","id","partof__001","partof__002","partof__003","partof__004","subject__001","subject__002","subject__003","subject__004","subject__005","subject__006","subject__007","subject__008","index","group__001","group__002","group__003","title","segments__url","segments__count","segments__link","online_format__-","location__001","location__002","mime_type__001","mime_type__002","mime_type__003","mime_type__004","digitized","description__-","timestamp","extract_timestamp","date","shelf_id","dates__-","language__-","url","hassegments","image_url__001","image_url__002","image_url__003","image_url__004","aka__001","aka__002","aka__003","aka__004","aka__005","aka__006","aka__007","aka__008","aka__009","aka__010","aka__011","aka__012"
"False","performingarts","","notated music","sizemore, arthur","","","http://www.loc.gov/item/ihas.200033364/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","146","ihas/mets","performingarts","","The  climber's rag","https://www.loc.gov/resource/ihas.200033364.0/","5","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033364.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   5 p., 10 1/2 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:47.899Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033364","","","https://www.loc.gov/item/ihas.200033364/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033364/0001.tif/211","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033364/0001.tif/211#h=269&w=211","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033364/0001.tif/1689#h=2153&w=1689","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033364/0001.tif/3378#h=4307&w=3378","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033364/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033364/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033364","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033364))","http://www.loc.gov/item/ihas.200033364/","http://www.loc.gov/resource/ihas.200033364.0/","http://www.loc.gov/item/ihas.200033364","http://www.loc.gov/resource/ihas.200033364","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033364))","","",""
"False","performingarts","","notated music","madden, edward","edwards, gus","","http://www.loc.gov/item/ihas.200033365/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","147","ihas/mets","performingarts","","Come on play ball with me dearie","https://www.loc.gov/resource/ihas.200033365.0/","3","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033365.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   3 p., 10 1/2 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:47.899Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033365","","","https://www.loc.gov/item/ihas.200033365/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033365/0001.tif/206","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033365/0001.tif/206#h=271&w=206","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033365/0001.tif/1651#h=2171&w=1651","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033365/0001.tif/3303#h=4343&w=3303","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033365/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033365/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033365","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033365))","http://www.loc.gov/item/ihas.200033365/","http://www.loc.gov/resource/ihas.200033365.0/","http://www.loc.gov/item/ihas.200033365","http://www.loc.gov/resource/ihas.200033365","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033365))","","",""
"False","performingarts","","notated music","downs, william a.","sievers, lou","","http://www.loc.gov/item/ihas.200033366/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","148","ihas/mets","performingarts","","Come on to the baseball game","https://www.loc.gov/resource/ihas.200033366.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033366.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   6 p., 10 1/2 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:48.559Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033366","","","https://www.loc.gov/item/ihas.200033366/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033366/0001.tif/197","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033366/0001.tif/197#h=264&w=197","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033366/0001.tif/1578#h=2112&w=1578","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033366/0001.tif/3156#h=4224&w=3156","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033366/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033366/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033366","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033366))","http://www.loc.gov/item/ihas.200033366/","http://www.loc.gov/resource/ihas.200033366.0/","http://www.loc.gov/item/ihas.200033366","http://www.loc.gov/resource/ihas.200033366","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033366))","","",""
"False","performingarts","","notated music","whitehead, james","","","http://www.loc.gov/item/ihas.200033367/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","149","ihas/mets","performingarts","","Connie's little elephant","https://www.loc.gov/resource/ihas.200033367.0/","4","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033367.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   4 p., 10 1/2 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:48.559Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033367","","","https://www.loc.gov/item/ihas.200033367/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033367/0001.tif/210","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033367/0001.tif/210#h=268&w=210","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033367/0001.tif/1682#h=2146&w=1682","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033367/0001.tif/3365#h=4292&w=3365","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033367/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033367/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033367","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033367))","http://www.loc.gov/item/ihas.200033367/","http://www.loc.gov/resource/ihas.200033367.0/","http://www.loc.gov/item/ihas.200033367","http://www.loc.gov/resource/ihas.200033367","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033367))","","",""
"False","performingarts","","notated music","hempel, h. r.","techen, jos","","http://www.loc.gov/item/ihas.200033368/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","150","ihas/mets","performingarts","","Cubs on parade","https://www.loc.gov/resource/ihas.200033368.0/","21","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033368.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Band stock |   20 p., 7 x 10 1/2 in. |   Band Stock (Form).   Sheet Music (Form).","2017-10-13T18:53:48.559Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033368","","","https://www.loc.gov/item/ihas.200033368/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033368/0001.tif/136","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033368/0001.tif/136#h=202&w=136","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033368/0001.tif/1095#h=1622&w=1095","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033368/0001.tif/2191#h=3245&w=2191","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033368/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033368/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033368","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033368))","http://www.loc.gov/item/ihas.200033368/","http://www.loc.gov/resource/ihas.200033368.0/","http://www.loc.gov/item/ihas.200033368","http://www.loc.gov/resource/ihas.200033368","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033368))","","",""
"False","performingarts","","notated music","rooney, pat","","","http://www.loc.gov/item/ihas.200033369/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","151","ihas/mets","performingarts","","The  day I played baseball","https://www.loc.gov/resource/ihas.200033369.0/","4","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033369.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   4 p., 10 1/2 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:48.559Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033369","","","https://www.loc.gov/item/ihas.200033369/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033369/0001.tif/212","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033369/0001.tif/212#h=275&w=212","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033369/0001.tif/1699#h=2201&w=1699","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033369/0001.tif/3398#h=4402&w=3398","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033369/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033369/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033369","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033369))","http://www.loc.gov/item/ihas.200033369/","http://www.loc.gov/resource/ihas.200033369.0/","http://www.loc.gov/item/ihas.200033369","http://www.loc.gov/resource/ihas.200033369","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033369))","","",""
"False","performingarts","","notated music","walsh, ed.","taylor, tell","","http://www.loc.gov/item/ihas.200033370/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","152","ihas/mets","performingarts","","Dear old home of childhood","https://www.loc.gov/resource/ihas.200033370.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033370.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   6 p., 10 1/2 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:48.559Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033370","","","https://www.loc.gov/item/ihas.200033370/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033370/0001.tif/212","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033370/0001.tif/212#h=266&w=212","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033370/0001.tif/1698#h=2134&w=1698","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033370/0001.tif/3396#h=4269&w=3396","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033370/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033370/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033370","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033370))","http://www.loc.gov/item/ihas.200033370/","http://www.loc.gov/resource/ihas.200033370.0/","http://www.loc.gov/item/ihas.200033370","http://www.loc.gov/resource/ihas.200033370","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033370))","","",""
"False","performingarts","","notated music","klaphake, e. g.","","","http://www.loc.gov/item/ihas.200033371/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","153","ihas/mets","performingarts","","Fan craze","https://www.loc.gov/resource/ihas.200033371.0/","4","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033371.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   4 p., 10 1/2 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:48.559Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033371","","","https://www.loc.gov/item/ihas.200033371/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033371/0001.tif/204","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033371/0001.tif/204#h=266&w=204","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033371/0001.tif/1635#h=2129&w=1635","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033371/0001.tif/3271#h=4258&w=3271","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033371/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033371/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033371","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033371))","http://www.loc.gov/item/ihas.200033371/","http://www.loc.gov/resource/ihas.200033371.0/","http://www.loc.gov/item/ihas.200033371","http://www.loc.gov/resource/ihas.200033371","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033371))","","",""
"False","performingarts","","notated music","gebhardt, augusta","","","http://www.loc.gov/item/ihas.200033372/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","154","ihas/mets","performingarts","","The  Fed's are here to stay","https://www.loc.gov/resource/ihas.200033372.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033372.0/&fo=json&sb=shelf-id&st=gallery","image","midwest","illinois","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   6 p., 10 1/2 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:48.559Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033372","","","https://www.loc.gov/item/ihas.200033372/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033372/0001.tif/203","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033372/0001.tif/203#h=265&w=203","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033372/0001.tif/1630#h=2124&w=1630","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033372/0001.tif/3261#h=4248&w=3261","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033372/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033372/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033372","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033372))","http://www.loc.gov/item/ihas.200033372/","http://www.loc.gov/resource/ihas.200033372.0/","http://www.loc.gov/item/ihas.200033372","http://www.loc.gov/resource/ihas.200033372","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033372))","","",""
"False","performingarts","","notated music","rosenfield, monroe h.","","","http://www.loc.gov/item/ihas.200033373/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","155","ihas/mets","performingarts","","Finnegan the umpire","https://www.loc.gov/resource/ihas.200033373.0/","4","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033373.0/&fo=json&sb=shelf-id&st=gallery","image","new york","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   4 p., 10 1/2 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:48.559Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033373","","","https://www.loc.gov/item/ihas.200033373/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033373/0001.tif/211","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033373/0001.tif/211#h=269&w=211","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033373/0001.tif/1690#h=2152&w=1690","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033373/0001.tif/3381#h=4305&w=3381","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033373/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033373/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033373","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033373))","http://www.loc.gov/item/ihas.200033373/","http://www.loc.gov/resource/ihas.200033373.0/","http://www.loc.gov/item/ihas.200033373","http://www.loc.gov/resource/ihas.200033373","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033373))","","",""
"False","performingarts","","notated music","paris, lionel","chaplin, arthur","","http://www.loc.gov/item/ihas.200033374/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","156","ihas/mets","performingarts","","Follow the crowd to the ball game","https://www.loc.gov/resource/ihas.200033374.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033374.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   6 p., 10 1/2 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:48.559Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033374","","","https://www.loc.gov/item/ihas.200033374/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033374/0001.tif/201","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033374/0001.tif/201#h=261&w=201","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033374/0001.tif/1615#h=2094&w=1615","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033374/0001.tif/3230#h=4189&w=3230","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033374/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033374/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033374","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033374))","http://www.loc.gov/item/ihas.200033374/","http://www.loc.gov/resource/ihas.200033374.0/","http://www.loc.gov/item/ihas.200033374","http://www.loc.gov/resource/ihas.200033374","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033374))","","",""
"False","performingarts","","notated music","saxx, martin","","","http://www.loc.gov/item/ihas.200033375/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","157","ihas/mets","performingarts","","For we were boys together","https://www.loc.gov/resource/ihas.200033375.0/","5","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033375.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   5 p., 10 1/2 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:48.559Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033375","","","https://www.loc.gov/item/ihas.200033375/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033375/0001.tif/206","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033375/0001.tif/206#h=265&w=206","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033375/0001.tif/1649#h=2125&w=1649","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033375/0001.tif/3299#h=4250&w=3299","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033375/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033375/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033375","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033375))","http://www.loc.gov/item/ihas.200033375/","http://www.loc.gov/resource/ihas.200033375.0/","http://www.loc.gov/item/ihas.200033375","http://www.loc.gov/resource/ihas.200033375","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033375))","","",""
"False","performingarts","","book","marks, edward","stern, jos. w.","","http://www.loc.gov/item/ihas.200033379/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","popular songs of the day","songs and music","work and industry","progressive era to new era","sports and leisure","","","","158","ihas/mets","performingarts","","Games we used to play","https://www.loc.gov/resource/ihas.200033379.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033379.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   6 p., 11 x 14 in. |   Sheet Music (Form).","2017-10-13T18:53:49.924Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033379","","","https://www.loc.gov/item/ihas.200033379/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033379/0001.tif/214","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033379/0001.tif/214#h=272&w=214","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033379/0001.tif/1713#h=2182&w=1713","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033379/0001.tif/3427#h=4365&w=3427","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033379/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033379/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033379","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033379))","http://www.loc.gov/item/ihas.200033379/","http://www.loc.gov/resource/ihas.200033379.0/","http://www.loc.gov/item/ihas.200033379","http://www.loc.gov/resource/ihas.200033379","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033379))","","",""
"False","performingarts","","notated music","lardner, r. w.","white, g. harris","","http://www.loc.gov/item/ihas.200033380/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","159","ihas/mets","performingarts","","Gee! It's a wonderful game","https://www.loc.gov/resource/ihas.200033380.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033380.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   6 p., 11 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:49.924Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033380","","","https://www.loc.gov/item/ihas.200033380/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033380/0001.tif/215","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033380/0001.tif/215#h=267&w=215","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033380/0001.tif/1720#h=2139&w=1720","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033380/0001.tif/3441#h=4279&w=3441","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033380/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033380/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033380","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033380))","http://www.loc.gov/item/ihas.200033380/","http://www.loc.gov/resource/ihas.200033380.0/","http://www.loc.gov/item/ihas.200033380","http://www.loc.gov/resource/ihas.200033380","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033380))","","",""
"False","performingarts","","notated music","richardson, mark f.","","","http://www.loc.gov/item/ihas.200033381/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","160","ihas/mets","performingarts","","The  Giant's mascot march","https://www.loc.gov/resource/ihas.200033381.0/","4","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033381.0/&fo=json&sb=shelf-id&st=gallery","image","new york","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   4 p., 11 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:49.924Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033381","","","https://www.loc.gov/item/ihas.200033381/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033381/0001.tif/209","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033381/0001.tif/209#h=273&w=209","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033381/0001.tif/1672#h=2188&w=1672","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033381/0001.tif/3344#h=4377&w=3344","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033381/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033381/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033381","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033381))","http://www.loc.gov/item/ihas.200033381/","http://www.loc.gov/resource/ihas.200033381.0/","http://www.loc.gov/item/ihas.200033381","http://www.loc.gov/resource/ihas.200033381","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033381))","","",""
