"access_restricted","original_format__001","original_format__002","contributor__-","id","partof__001","partof__002","partof__003","partof__004","partof__005","partof__006","subject__001","subject__002","subject__003","subject__004","subject__005","subject__006","subject__007","subject__008","subject__009","index","group__001","group__002","group__003","group__004","title","online_format__-","mime_type__001","mime_type__002","mime_type__003","mime_type__004","location__001","location__002","number_former_id__-","location__003","digitized","description__-","timestamp","site__001","site__002","extract_timestamp","date","number__-","shelf_id","other_title__-","dates__-","count","dates","language__-","url","items","hassegments","image_url__001","image_url__002","image_url__003","image_url__004","image_url__005","aka__001","aka__002","aka__003","aka__004","aka__005","aka__006","aka__007","aka__008","aka__009","aka__010","aka__011","aka__012","aka__013","aka__014"
"False","photo, print, drawing","","d. buchner & company","http://www.loc.gov/item/2007680796/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","comiskey, charlie (team member)","st. louis browns","st. louis","american association","first baseman","baseball cards","chromolithographs","color","","52","bbc","catalog","baseball-cards","","[Charles Comiskey, St. Louis Browns, baseball card portrait]","image","image/gif","image/jpg","image/tif","image/jpeg","","","","","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1887","","LOT 13163-02, no. 47 [P&P]","Buchner Gold Coin (N284)","1887-01-01T00:00:00Z","","","english","https://www.loc.gov/item/2007680796/","","False","//cdn.loc.gov/service/pnp/bbc/0000/0050/0056f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0000/0050/0056f_150px.jpg#h=150&w=89","//cdn.loc.gov/service/pnp/bbc/0000/0050/0056ft.gif#h=150&w=89","//cdn.loc.gov/service/pnp/bbc/0000/0050/0056fr.jpg#h=640&w=380","//cdn.loc.gov/service/pnp/bbc/0000/0050/0056fv.jpg#h=1024&w=608","http://www.loc.gov/pictures/collection/bbc/item/2007680796/","http://hdl.loc.gov/loc.pnp/bbc.0056b","http://www.loc.gov/item/2007680796/","http://www.loc.gov/pictures/item/2007680796/","http://hdl.loc.gov/loc.pnp/bbc.0056f","http://www.loc.gov/resource/bbc.0056f/","http://www.loc.gov/resource/bbc.0056b/","http://lccn.loc.gov/2007680796","","","","","",""
"False","photo, print, drawing","","d. buchner & company","http://www.loc.gov/item/2007680797/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","foutz, dave (team member)","st. louis browns","st. louis","american association","pitcher","baseball cards","chromolithographs","color","","53","bbc","catalog","baseball-cards","","[Dave Foutz, St. Louis Browns, baseball card portrait]","image","image/gif","image/jpg","image/tif","image/jpeg","","","","","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1887","","LOT 13163-02, no. 48 [P&P]","Buchner Gold Coin (N284)","1887-01-01T00:00:00Z","","","english","https://www.loc.gov/item/2007680797/","","False","//cdn.loc.gov/service/pnp/bbc/0000/0050/0057f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0000/0050/0057f_150px.jpg#h=150&w=89","//cdn.loc.gov/service/pnp/bbc/0000/0050/0057ft.gif#h=150&w=89","//cdn.loc.gov/service/pnp/bbc/0000/0050/0057fr.jpg#h=640&w=378","//cdn.loc.gov/service/pnp/bbc/0000/0050/0057fv.jpg#h=1024&w=604","http://www.loc.gov/pictures/collection/bbc/item/2007680797/","http://hdl.loc.gov/loc.pnp/bbc.0057b","http://www.loc.gov/item/2007680797/","http://www.loc.gov/pictures/item/2007680797/","http://hdl.loc.gov/loc.pnp/bbc.0057f","http://www.loc.gov/resource/bbc.0057f/","http://www.loc.gov/resource/bbc.0057b/","http://lccn.loc.gov/2007680797","","","","","",""
"False","photo, print, drawing","","d. buchner & company","http://www.loc.gov/item/2007680798/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","gleason, bill (team member)","st. louis browns","st. louis","american association","shortstop","baseball cards","chromolithographs","color","","54","bbc","catalog","baseball-cards","","[Bill Gleason, St. Louis Browns, baseball card portrait]","image","image/gif","image/jpg","image/tif","image/jpeg","","","","","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1887","","LOT 13163-02, no. 49 [P&P]","Buchner Gold Coin (N284)","1887-01-01T00:00:00Z","","","english","https://www.loc.gov/item/2007680798/","","False","//cdn.loc.gov/service/pnp/bbc/0000/0050/0058f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0000/0050/0058f_150px.jpg#h=150&w=93","//cdn.loc.gov/service/pnp/bbc/0000/0050/0058ft.gif#h=150&w=94","//cdn.loc.gov/service/pnp/bbc/0000/0050/0058fr.jpg#h=640&w=399","//cdn.loc.gov/service/pnp/bbc/0000/0050/0058fv.jpg#h=1024&w=638","http://www.loc.gov/pictures/collection/bbc/item/2007680798/","http://hdl.loc.gov/loc.pnp/bbc.0058b","http://www.loc.gov/item/2007680798/","http://www.loc.gov/pictures/item/2007680798/","http://hdl.loc.gov/loc.pnp/bbc.0058f","http://www.loc.gov/resource/bbc.0058f/","http://www.loc.gov/resource/bbc.0058b/","http://lccn.loc.gov/2007680798","","","","","",""
"False","photo, print, drawing","","d. buchner & company","http://www.loc.gov/item/2007680754/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","ryan, jimmy (team member)","chicago white stockings","chicago","national league","right fielder","baseball cards","chromolithographs","color","","55","bbc","catalog","baseball-cards","","[Jimmy Ryan, Chicago White Stockings, baseball card portrait]","image","image/gif","image/jpg","image/tif","image/jpeg","","","","","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1887","","LOT 13163-02, no. 5 [P&P]","Buchner Gold Coin (N284)","1887-01-01T00:00:00Z","","","english","https://www.loc.gov/item/2007680754/","","False","//cdn.loc.gov/service/pnp/bbc/0000/0010/0014f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0000/0010/0014f_150px.jpg#h=150&w=81","//cdn.loc.gov/service/pnp/bbc/0000/0010/0014ft.gif#h=150&w=81","//cdn.loc.gov/service/pnp/bbc/0000/0010/0014fr.jpg#h=640&w=346","//cdn.loc.gov/service/pnp/bbc/0000/0010/0014fv.jpg#h=1024&w=554","http://www.loc.gov/pictures/collection/bbc/item/2007680754/","http://hdl.loc.gov/loc.pnp/bbc.0014b","http://www.loc.gov/item/2007680754/","http://www.loc.gov/pictures/item/2007680754/","http://hdl.loc.gov/loc.pnp/bbc.0014f","http://www.loc.gov/resource/bbc.0014f/","http://www.loc.gov/resource/bbc.0014b/","http://lccn.loc.gov/2007680754","","","","","",""
"False","photo, print, drawing","","d. buchner & company","http://www.loc.gov/item/2007680799/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","mcginnis, jumbo (team member)","st. louis browns","st. louis","american association","catcher","baseball cards","chromolithographs","color","","56","bbc","catalog","baseball-cards","","[Jumbo McGinnis, St. Louis Browns, baseball card portrait]","image","image/gif","image/jpg","image/tif","image/jpeg","","","","","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1887","","LOT 13163-02, no. 50 [P&P]","Buchner Gold Coin (N284)","1887-01-01T00:00:00Z","","","english","https://www.loc.gov/item/2007680799/","","False","//cdn.loc.gov/service/pnp/bbc/0000/0050/0059f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0000/0050/0059f_150px.jpg#h=150&w=89","//cdn.loc.gov/service/pnp/bbc/0000/0050/0059ft.gif#h=150&w=89","//cdn.loc.gov/service/pnp/bbc/0000/0050/0059fr.jpg#h=640&w=381","//cdn.loc.gov/service/pnp/bbc/0000/0050/0059fv.jpg#h=1024&w=610","http://www.loc.gov/pictures/collection/bbc/item/2007680799/","http://hdl.loc.gov/loc.pnp/bbc.0059b","http://www.loc.gov/item/2007680799/","http://www.loc.gov/pictures/item/2007680799/","http://hdl.loc.gov/loc.pnp/bbc.0059f","http://www.loc.gov/resource/bbc.0059f/","http://www.loc.gov/resource/bbc.0059b/","http://lccn.loc.gov/2007680799","","","","","",""
"False","photo, print, drawing","","d. buchner & company","http://www.loc.gov/item/2007680715/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","o'neill, tip (team member)","st. louis browns","st. louis","american association","left fielder","baseball cards","chromolithographs","color","","57","bbc","catalog","baseball-cards","","[Tip O'Neill, St. Louis Browns, baseball card portrait]","image","image/gif","image/jpg","image/tif","image/jpeg","","","","","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1887","","LOT 13163-02, no. 51 [P&P]","Buchner Gold Coin (N284)","1887-01-01T00:00:00Z","","","english","https://www.loc.gov/item/2007680715/","","False","//cdn.loc.gov/service/pnp/bbc/0000/0060/0060f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0000/0060/0060f_150px.jpg#h=150&w=87","//cdn.loc.gov/service/pnp/bbc/0000/0060/0060ft.gif#h=150&w=87","//cdn.loc.gov/service/pnp/bbc/0000/0060/0060fr.jpg#h=640&w=371","//cdn.loc.gov/service/pnp/bbc/0000/0060/0060fv.jpg#h=1024&w=594","http://www.loc.gov/pictures/collection/bbc/item/2007680715/","http://hdl.loc.gov/loc.pnp/bbc.0060b","http://www.loc.gov/item/2007680715/","http://www.loc.gov/pictures/item/2007680715/","http://hdl.loc.gov/loc.pnp/bbc.0060f","http://www.loc.gov/resource/bbc.0060f/","http://www.loc.gov/resource/bbc.0060b/","http://lccn.loc.gov/2007680715","","","","","",""
"False","photo, print, drawing","","d. buchner & company","http://www.loc.gov/item/2007680716/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","sullivan, dan (team member)","st. louis browns","st. louis","american association","catcher","baseball cards","chromolithographs","color","","58","bbc","catalog","baseball-cards","","[Dan Sullivan, St. Louis Browns, baseball card portrait]","image","image/gif","image/jpg","image/tif","image/jpeg","","","","","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1887","","LOT 13163-02, no. 52 [P&P]","Buchner Gold Coin (N284)","1887-01-01T00:00:00Z","","","english","https://www.loc.gov/item/2007680716/","","False","//cdn.loc.gov/service/pnp/bbc/0000/0060/0061f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0000/0060/0061f_150px.jpg#h=150&w=88","//cdn.loc.gov/service/pnp/bbc/0000/0060/0061ft.gif#h=150&w=88","//cdn.loc.gov/service/pnp/bbc/0000/0060/0061fr.jpg#h=640&w=374","//cdn.loc.gov/service/pnp/bbc/0000/0060/0061fv.jpg#h=1024&w=599","http://www.loc.gov/pictures/collection/bbc/item/2007680716/","http://hdl.loc.gov/loc.pnp/bbc.0061b","http://www.loc.gov/item/2007680716/","http://www.loc.gov/pictures/item/2007680716/","http://hdl.loc.gov/loc.pnp/bbc.0061f","http://www.loc.gov/resource/bbc.0061f/","http://www.loc.gov/resource/bbc.0061b/","http://lccn.loc.gov/2007680716","","","","","",""
"False","photo, print, drawing","","d. buchner & company","http://www.loc.gov/item/2007680717/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","von der ahe, chris (team member)","st. louis browns","st. louis","american association","president","baseball cards","chromolithographs","color","","59","bbc","catalog","baseball-cards","","[Chris Von Der Ahe, St. Louis Browns, baseball card portrait]","image","image/gif","image/jpg","image/tif","image/jpeg","","","","","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1887","","LOT 13163-02, no. 53 [P&P]","Buchner Gold Coin (N284)","1887-01-01T00:00:00Z","","","english","https://www.loc.gov/item/2007680717/","","False","//cdn.loc.gov/service/pnp/bbc/0000/0060/0062f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0000/0060/0062f_150px.jpg#h=150&w=91","//cdn.loc.gov/service/pnp/bbc/0000/0060/0062ft.gif#h=150&w=91","//cdn.loc.gov/service/pnp/bbc/0000/0060/0062fr.jpg#h=640&w=387","//cdn.loc.gov/service/pnp/bbc/0000/0060/0062fv.jpg#h=1024&w=620","http://www.loc.gov/pictures/collection/bbc/item/2007680717/","http://hdl.loc.gov/loc.pnp/bbc.0062b","http://www.loc.gov/item/2007680717/","http://www.loc.gov/pictures/item/2007680717/","http://hdl.loc.gov/loc.pnp/bbc.0062f","http://www.loc.gov/resource/bbc.0062f/","http://www.loc.gov/resource/bbc.0062b/","http://lccn.loc.gov/2007680717","","","","","",""
"False","photo, print, drawing","","d. buchner & company","http://www.loc.gov/item/2007680718/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","welch, curt (team member)","st. louis browns","st. louis","american association","center fielder","baseball cards","chromolithographs","color","","60","bbc","catalog","baseball-cards","","[Curt Welch, St. Louis Browns, baseball card portrait]","image","image/gif","image/jpg","image/tif","image/jpeg","","","","","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1887","","LOT 13163-02, no. 54 [P&P]","Buchner Gold Coin (N284)","1887-01-01T00:00:00Z","","","english","https://www.loc.gov/item/2007680718/","","False","//cdn.loc.gov/service/pnp/bbc/0000/0060/0063f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0000/0060/0063f_150px.jpg#h=150&w=90","//cdn.loc.gov/service/pnp/bbc/0000/0060/0063ft.gif#h=150&w=90","//cdn.loc.gov/service/pnp/bbc/0000/0060/0063fr.jpg#h=640&w=385","//cdn.loc.gov/service/pnp/bbc/0000/0060/0063fv.jpg#h=1024&w=616","http://www.loc.gov/pictures/collection/bbc/item/2007680718/","http://hdl.loc.gov/loc.pnp/bbc.0063b","http://www.loc.gov/item/2007680718/","http://www.loc.gov/pictures/item/2007680718/","http://hdl.loc.gov/loc.pnp/bbc.0063f","http://www.loc.gov/resource/bbc.0063f/","http://www.loc.gov/resource/bbc.0063b/","http://lccn.loc.gov/2007680718","","","","","",""
"False","photo, print, drawing","","d. buchner & company","http://www.loc.gov/item/2007680719/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","kennedy (team member)","lacrosse","northwestern league","pitcher","baseball cards","chromolithographs","color","","","61","bbc","catalog","baseball-cards","","[Kennedy, LaCrosse Team, baseball card portrait]","image","image/gif","image/jpg","image/tif","image/jpeg","","","","","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1887","","LOT 13163-02, no. 55 [P&P]","Buchner Gold Coin (N284)","1887-01-01T00:00:00Z","","","english","https://www.loc.gov/item/2007680719/","","False","//cdn.loc.gov/service/pnp/bbc/0000/0060/0064f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0000/0060/0064f_150px.jpg#h=150&w=89","//cdn.loc.gov/service/pnp/bbc/0000/0060/0064ft.gif#h=150&w=89","//cdn.loc.gov/service/pnp/bbc/0000/0060/0064fr.jpg#h=640&w=378","//cdn.loc.gov/service/pnp/bbc/0000/0060/0064fv.jpg#h=1024&w=605","http://www.loc.gov/pictures/collection/bbc/item/2007680719/","http://hdl.loc.gov/loc.pnp/bbc.0064b","http://www.loc.gov/item/2007680719/","http://www.loc.gov/pictures/item/2007680719/","http://hdl.loc.gov/loc.pnp/bbc.0064f","http://www.loc.gov/resource/bbc.0064f/","http://www.loc.gov/resource/bbc.0064b/","http://lccn.loc.gov/2007680719","","","","","",""
"False","photo, print, drawing","","d. buchner & company","http://www.loc.gov/item/2007680720/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","forster, tom (team member)","milwaukee","minor league","shortstop","baseball cards","chromolithographs","color","","","62","bbc","catalog","baseball-cards","","[Tom Forster, Milwaukee Team, baseball card portrait]","image","image/gif","image/jpg","image/tif","image/jpeg","","","","","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1887","","LOT 13163-02, no. 56 [P&P]","Buchner Gold Coin (N284)","1887-01-01T00:00:00Z","","","english","https://www.loc.gov/item/2007680720/","","False","//cdn.loc.gov/service/pnp/bbc/0000/0060/0065f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0000/0060/0065f_150px.jpg#h=150&w=93","//cdn.loc.gov/service/pnp/bbc/0000/0060/0065ft.gif#h=150&w=93","//cdn.loc.gov/service/pnp/bbc/0000/0060/0065fr.jpg#h=640&w=395","//cdn.loc.gov/service/pnp/bbc/0000/0060/0065fv.jpg#h=1024&w=632","http://www.loc.gov/pictures/collection/bbc/item/2007680720/","http://hdl.loc.gov/loc.pnp/bbc.0065b","http://www.loc.gov/item/2007680720/","http://www.loc.gov/pictures/item/2007680720/","http://hdl.loc.gov/loc.pnp/bbc.0065f","http://www.loc.gov/resource/bbc.0065f/","http://www.loc.gov/resource/bbc.0065b/","http://lccn.loc.gov/2007680720","","","","","",""
"False","photo, print, drawing","","d. buchner & company","http://www.loc.gov/item/2007680721/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","hart (team member)","milwaukee","minor league","pitcher","baseball cards","chromolithographs","color","","","63","bbc","catalog","baseball-cards","","[Hart, Milwaukee Team, baseball card portrait]","image","image/gif","image/jpg","image/tif","image/jpeg","","","","","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1887","","LOT 13163-02, no. 57 [P&P]","Buchner Gold Coin (N284)","1887-01-01T00:00:00Z","","","english","https://www.loc.gov/item/2007680721/","","False","//cdn.loc.gov/service/pnp/bbc/0000/0060/0066f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0000/0060/0066f_150px.jpg#h=150&w=89","//cdn.loc.gov/service/pnp/bbc/0000/0060/0066ft.gif#h=150&w=89","//cdn.loc.gov/service/pnp/bbc/0000/0060/0066fr.jpg#h=640&w=380","//cdn.loc.gov/service/pnp/bbc/0000/0060/0066fv.jpg#h=1024&w=609","http://www.loc.gov/pictures/collection/bbc/item/2007680721/","http://hdl.loc.gov/loc.pnp/bbc.0066b","http://hdl.loc.gov/loc.pnp/cph.3g07037","http://www.loc.gov/item/2007680721/","http://www.loc.gov/pictures/item/2007680721/","http://hdl.loc.gov/loc.pnp/bbc.0066f","http://hdl.loc.gov/loc.pnp/cph.3g07023","http://www.loc.gov/resource/bbc.0066f/","http://www.loc.gov/resource/bbc.0066b/","http://www.loc.gov/resource/cph.3g07023/","http://www.loc.gov/resource/cph.3g07037/","http://lccn.loc.gov/2007680721","",""
"False","photo, print, drawing","","d. buchner & company","http://www.loc.gov/item/2007680722/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","morrissey, tom (team member)","milwaukee","minor league","first baseman","baseball cards","chromolithographs","color","","","64","bbc","catalog","baseball-cards","","[Morrissey, Milwaukee Team, baseball card portrait]","image","image/gif","image/jpg","image/tif","image/jpeg","","","","","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1887","","LOT 13163-02, no. 58 [P&P]","Buchner Gold Coin (N284)","1887-01-01T00:00:00Z","","","english","https://www.loc.gov/item/2007680722/","","False","//cdn.loc.gov/service/pnp/bbc/0000/0060/0067f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0000/0060/0067f_150px.jpg#h=150&w=88","//cdn.loc.gov/service/pnp/bbc/0000/0060/0067ft.gif#h=150&w=88","//cdn.loc.gov/service/pnp/bbc/0000/0060/0067fr.jpg#h=640&w=374","//cdn.loc.gov/service/pnp/bbc/0000/0060/0067fv.jpg#h=1024&w=598","http://www.loc.gov/pictures/collection/bbc/item/2007680722/","http://hdl.loc.gov/loc.pnp/bbc.0067b","http://www.loc.gov/item/2007680722/","http://www.loc.gov/pictures/item/2007680722/","http://hdl.loc.gov/loc.pnp/bbc.0067f","http://www.loc.gov/resource/bbc.0067f/","http://www.loc.gov/resource/bbc.0067b/","http://lccn.loc.gov/2007680722","","","","","",""
"False","photo, print, drawing","","d. buchner & company","http://www.loc.gov/item/2007680755/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","williamson, ned (team member)","chicago white stockings","chicago","national league","second baseman","baseball cards","chromolithographs","color","","65","bbc","catalog","baseball-cards","","[Ned Williamson, Chicago White Stockings, baseball card portrait]","image","image/gif","image/jpg","image/tif","image/jpeg","","","","","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1887","","LOT 13163-02, no. 6 [P&P]","Buchner Gold Coin (N284)","1887-01-01T00:00:00Z","","","english","https://www.loc.gov/item/2007680755/","","False","//cdn.loc.gov/service/pnp/bbc/0000/0010/0015f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0000/0010/0015f_150px.jpg#h=150&w=91","//cdn.loc.gov/service/pnp/bbc/0000/0010/0015ft.gif#h=150&w=91","//cdn.loc.gov/service/pnp/bbc/0000/0010/0015fr.jpg#h=640&w=388","//cdn.loc.gov/service/pnp/bbc/0000/0010/0015fv.jpg#h=1024&w=622","http://www.loc.gov/pictures/collection/bbc/item/2007680755/","http://hdl.loc.gov/loc.pnp/bbc.0015b","http://hdl.loc.gov/loc.pnp/cph.3g06995","http://www.loc.gov/item/2007680755/","http://www.loc.gov/pictures/item/2007680755/","http://hdl.loc.gov/loc.pnp/bbc.0015f","http://hdl.loc.gov/loc.pnp/cph.3g06945","http://hdl.loc.gov/loc.pnp/cph.3c23635","http://www.loc.gov/resource/bbc.0015f/","http://www.loc.gov/resource/bbc.0015b/","http://www.loc.gov/resource/cph.3g06945/","http://www.loc.gov/resource/cph.3g06995/","http://www.loc.gov/resource/cph.3c23635/","http://lccn.loc.gov/2007680755"
"False","photo, print, drawing","","d. buchner & company","http://www.loc.gov/item/2007680756/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","bennett, charlie (team member)","detroit wolverines","detroit","national league","catcher","baseball cards","chromolithographs","color","","66","bbc","catalog","baseball-cards","","[Charlie Bennett, Detroit Wolverines, baseball card portrait]","image","image/gif","image/jpg","image/tif","image/jpeg","","","","","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1887","","LOT 13163-02, no. 7 [P&P]","Buchner Gold Coin (N284)","1887-01-01T00:00:00Z","","","english","https://www.loc.gov/item/2007680756/","","False","//cdn.loc.gov/service/pnp/bbc/0000/0010/0016f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0000/0010/0016f_150px.jpg#h=150&w=90","//cdn.loc.gov/service/pnp/bbc/0000/0010/0016ft.gif#h=150&w=90","//cdn.loc.gov/service/pnp/bbc/0000/0010/0016fr.jpg#h=640&w=382","//cdn.loc.gov/service/pnp/bbc/0000/0010/0016fv.jpg#h=1024&w=611","http://www.loc.gov/pictures/collection/bbc/item/2007680756/","http://hdl.loc.gov/loc.pnp/bbc.0016b","http://www.loc.gov/item/2007680756/","http://www.loc.gov/pictures/item/2007680756/","http://hdl.loc.gov/loc.pnp/bbc.0016f","http://www.loc.gov/resource/bbc.0016f/","http://www.loc.gov/resource/bbc.0016b/","http://lccn.loc.gov/2007680756","","","","","",""
"False","photo, print, drawing","","d. buchner & company","http://www.loc.gov/item/2007680757/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","hanlon, ned (team member)","detroit wolverines","detroit","national league","center fielder","baseball cards","chromolithographs","color","","67","bbc","catalog","baseball-cards","","[Ned Hanlon, Detroit Wolverines, baseball card portrait]","image","image/gif","image/jpg","image/tif","image/jpeg","","","","","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1887","","LOT 13163-02, no. 8 [P&P]","Buchner Gold Coin (N284)","1887-01-01T00:00:00Z","","","english","https://www.loc.gov/item/2007680757/","","False","//cdn.loc.gov/service/pnp/bbc/0000/0010/0017f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0000/0010/0017f_150px.jpg#h=150&w=88","//cdn.loc.gov/service/pnp/bbc/0000/0010/0017ft.gif#h=150&w=88","//cdn.loc.gov/service/pnp/bbc/0000/0010/0017fr.jpg#h=640&w=375","//cdn.loc.gov/service/pnp/bbc/0000/0010/0017fv.jpg#h=1024&w=599","http://www.loc.gov/pictures/collection/bbc/item/2007680757/","http://hdl.loc.gov/loc.pnp/bbc.0017b","http://www.loc.gov/item/2007680757/","http://www.loc.gov/pictures/item/2007680757/","http://hdl.loc.gov/loc.pnp/bbc.0017f","http://www.loc.gov/resource/bbc.0017f/","http://www.loc.gov/resource/bbc.0017b/","http://lccn.loc.gov/2007680757","","","","","",""
"False","photo, print, drawing","","d. buchner & company","http://www.loc.gov/item/2007680758/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","richardson, hardy (team member)","detroit wolverines","detroit","national league","left fielder","baseball cards","chromolithographs","color","","68","bbc","catalog","baseball-cards","","[Hardy Richardson, Detroit Wolverines, baseball card portrait]","image","image/gif","image/jpg","image/tif","image/jpeg","","","","","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1887","","LOT 13163-02, no. 9 [P&P]","Buchner Gold Coin (N284)","1887-01-01T00:00:00Z","","","english","https://www.loc.gov/item/2007680758/","","False","//cdn.loc.gov/service/pnp/bbc/0000/0010/0018f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0000/0010/0018f_150px.jpg#h=150&w=88","//cdn.loc.gov/service/pnp/bbc/0000/0010/0018ft.gif#h=150&w=89","//cdn.loc.gov/service/pnp/bbc/0000/0010/0018fr.jpg#h=640&w=377","//cdn.loc.gov/service/pnp/bbc/0000/0010/0018fv.jpg#h=1024&w=604","http://www.loc.gov/pictures/collection/bbc/item/2007680758/","http://hdl.loc.gov/loc.pnp/bbc.0018b","http://www.loc.gov/item/2007680758/","http://www.loc.gov/pictures/item/2007680758/","http://hdl.loc.gov/loc.pnp/bbc.0018f","http://www.loc.gov/resource/bbc.0018f/","http://www.loc.gov/resource/bbc.0018b/","http://lccn.loc.gov/2007680758","","","","","",""
"False","photo, print, drawing","","goodwin & co.","http://www.loc.gov/item/2007680723/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","sutton ezra (team member)","boston beaneaters","boston","national league","third baseman","albumen prints","baseball cards","","","69","bbc","catalog","baseball-cards","","[Ezra Sutton, Boston Beaneaters, baseball card portrait]","image","image/gif","image/jpg","image/tif","image/jpeg","","","","","True","1 photographic print : albumen.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1887","","LOT 13163-03, no. 1 [P&P]","Gypsy Queens","1887-01-01T00:00:00Z","","","english","https://www.loc.gov/item/2007680723/","","False","//cdn.loc.gov/service/pnp/bbc/0000/0060/0068f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0000/0060/0068f_150px.jpg#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/0000/0060/0068ft.gif#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/0000/0060/0068fr.jpg#h=640&w=364","//cdn.loc.gov/service/pnp/bbc/0000/0060/0068fv.jpg#h=1024&w=583","http://www.loc.gov/pictures/collection/bbc/item/2007680723/","http://hdl.loc.gov/loc.pnp/cph.3g06944","http://www.loc.gov/item/2007680723/","http://www.loc.gov/pictures/item/2007680723/","http://hdl.loc.gov/loc.pnp/bbc.0068f","http://hdl.loc.gov/loc.pnp/cph.3c23646","http://www.loc.gov/resource/bbc.0068f/","http://www.loc.gov/resource/cph.3g06944/","http://www.loc.gov/resource/cph.3c23646/","http://lccn.loc.gov/2007680723","","","",""
