"access_restricted","original_format__-","contributor__-","id","partof__001","partof__002","partof__003","partof__004","partof__005","partof__006","subject__001","subject__002","subject__003","subject__004","subject__005","subject__006","subject__007","subject__008","subject__009","subject__010","subject__011","subject__012","index","group__001","group__002","group__003","group__004","title","online_format__-","number_former_id__-","mime_type__001","mime_type__002","mime_type__003","mime_type__004","digitized","description__-","timestamp","site__001","site__002","extract_timestamp","date","number__-","shelf_id","other_title__-","dates__-","language__-","url","hassegments","image_url__001","image_url__002","image_url__003","image_url__004","image_url__005","aka__001","aka__002","aka__003","aka__004","aka__005","aka__006","aka__007","aka__008","aka__009","aka__010","aka__011","aka__012","aka__013","aka__014","aka__015","aka__016","aka__017"
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008676915/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","jackson, jimmy (team member)","baltimore","minor league","baseball cards","relief prints","color","","","","","","","1055","bbc","catalog","baseball-cards","","[Jimmy Jackson, Baltimore Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:40:58.373Z","pictures","catalog","2016-05-17T21:36:28.391Z","1909","","LOT 13163-18, no. 439 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008676915/","False","//cdn.loc.gov/service/pnp/bbc/1100/1100/1108f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1100/1108f_150px.jpg#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1100/1100/1108ft.gif#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1100/1100/1108fr.jpg#h=640&w=361","//cdn.loc.gov/service/pnp/bbc/1100/1100/1108fv.jpg#h=1024&w=577","http://www.loc.gov/pictures/collection/bbc/item/2008676915/","http://hdl.loc.gov/loc.pnp/bbc.1108b","http://www.loc.gov/item/2008676915/","http://www.loc.gov/pictures/item/2008676915/","http://hdl.loc.gov/loc.pnp/bbc.1108f","http://www.loc.gov/resource/bbc.1108f/","http://www.loc.gov/resource/bbc.1108b/","http://lccn.loc.gov/2008676915","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008675168/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","brown, three finger (team member)","chicago cubs","chicago","national league","pitcher","baseball cards","relief prints","color","","","","","1056","bbc","catalog","baseball-cards","","[Three Finger Brown, Chicago Cubs, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:40:00.587Z","pictures","catalog","2016-05-17T21:36:26.353Z","1909","","LOT 13163-18, no. 44 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008675168/","False","//cdn.loc.gov/service/pnp/bbc/0700/0710/0713f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0700/0710/0713f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/0700/0710/0713ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/0700/0710/0713fr.jpg#h=640&w=353","//cdn.loc.gov/service/pnp/bbc/0700/0710/0713fv.jpg#h=1024&w=564","http://www.loc.gov/pictures/collection/bbc/item/2008675168/","http://hdl.loc.gov/loc.pnp/bbc.0713b","http://www.loc.gov/item/2008675168/","http://www.loc.gov/pictures/item/2008675168/","http://hdl.loc.gov/loc.pnp/bbc.0713f","http://www.loc.gov/resource/bbc.0713f/","http://www.loc.gov/resource/bbc.0713b/","http://lccn.loc.gov/2008675168","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008676916/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","poland, phil (team member)","baltimore","minor league","baseball cards","relief prints","color","","","","","","","1057","bbc","catalog","baseball-cards","","[Phil Poland, Baltimore Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:40:58.373Z","pictures","catalog","2016-05-17T21:36:28.391Z","1909","","LOT 13163-18, no. 440 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008676916/","False","//cdn.loc.gov/service/pnp/bbc/1100/1100/1109f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1100/1109f_150px.jpg#h=150&w=86","//cdn.loc.gov/service/pnp/bbc/1100/1100/1109ft.gif#h=150&w=86","//cdn.loc.gov/service/pnp/bbc/1100/1100/1109fr.jpg#h=640&w=365","//cdn.loc.gov/service/pnp/bbc/1100/1100/1109fv.jpg#h=1024&w=584","http://www.loc.gov/pictures/collection/bbc/item/2008676916/","http://hdl.loc.gov/loc.pnp/bbc.1109b","http://www.loc.gov/item/2008676916/","http://www.loc.gov/pictures/item/2008676916/","http://hdl.loc.gov/loc.pnp/bbc.1109f","http://www.loc.gov/resource/bbc.1109f/","http://www.loc.gov/resource/bbc.1109b/","http://lccn.loc.gov/2008676916","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008676917/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","slagle, jimmy (team member)","baltimore","minor league","baseball cards","relief prints","color","","","","","","","1058","bbc","catalog","baseball-cards","","[Jimmy Slagle, Baltimore Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:40:58.373Z","pictures","catalog","2016-05-17T21:36:28.391Z","1909","","LOT 13163-18, no. 441 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008676917/","False","//cdn.loc.gov/service/pnp/bbc/1100/1110/1110f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1110/1110f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1100/1110/1110ft.gif#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1100/1110/1110fr.jpg#h=640&w=358","//cdn.loc.gov/service/pnp/bbc/1100/1110/1110fv.jpg#h=1024&w=572","http://www.loc.gov/pictures/collection/bbc/item/2008676917/","http://hdl.loc.gov/loc.pnp/bbc.1110b","http://www.loc.gov/item/2008676917/","http://www.loc.gov/pictures/item/2008676917/","http://hdl.loc.gov/loc.pnp/bbc.1110f","http://www.loc.gov/resource/bbc.1110f/","http://www.loc.gov/resource/bbc.1110b/","http://lccn.loc.gov/2008676917","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008676918/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","strang, sam (team member)","baltimore","minor league","baseball cards","relief prints","color","","","","","","","1059","bbc","catalog","baseball-cards","","[Sam Strang, Baltimore Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:40:58.373Z","pictures","catalog","2016-05-17T21:36:28.391Z","1909","","LOT 13163-18, no. 442 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008676918/","False","//cdn.loc.gov/service/pnp/bbc/1100/1110/1111f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1110/1111f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1100/1110/1111ft.gif#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1100/1110/1111fr.jpg#h=640&w=358","//cdn.loc.gov/service/pnp/bbc/1100/1110/1111fv.jpg#h=1024&w=573","http://www.loc.gov/pictures/collection/bbc/item/2008676918/","http://hdl.loc.gov/loc.pnp/bbc.1111b","http://www.loc.gov/item/2008676918/","http://www.loc.gov/pictures/item/2008676918/","http://hdl.loc.gov/loc.pnp/bbc.1111f","http://www.loc.gov/resource/bbc.1111f/","http://www.loc.gov/resource/bbc.1111b/","http://lccn.loc.gov/2008676918","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008676919/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","brain, dave (team member)","buffalo","minor league","baseball cards","relief prints","color","","","","","","","1060","bbc","catalog","baseball-cards","","[Dave Brain, Buffalo Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:40:58.373Z","pictures","catalog","2016-05-17T21:36:28.391Z","1909","","LOT 13163-18, no. 443 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008676919/","False","//cdn.loc.gov/service/pnp/bbc/1100/1110/1112f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1110/1112f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1100/1110/1112ft.gif#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1100/1110/1112fr.jpg#h=640&w=358","//cdn.loc.gov/service/pnp/bbc/1100/1110/1112fv.jpg#h=1024&w=573","http://www.loc.gov/pictures/collection/bbc/item/2008676919/","http://hdl.loc.gov/loc.pnp/bbc.1112b","http://www.loc.gov/item/2008676919/","http://www.loc.gov/pictures/item/2008676919/","http://hdl.loc.gov/loc.pnp/bbc.1112f","http://www.loc.gov/resource/bbc.1112f/","http://www.loc.gov/resource/bbc.1112b/","http://lccn.loc.gov/2008676919","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008676920/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","burchell, fred (team member)","buffalo","minor league","baseball cards","relief prints","color","","","","","","","1061","bbc","catalog","baseball-cards","","[Fred Burchell, Buffalo Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:40:58.373Z","pictures","catalog","2016-05-17T21:36:28.391Z","1909","","LOT 13163-18, no. 444 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008676920/","False","//cdn.loc.gov/service/pnp/bbc/1100/1110/1113f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1110/1113f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1100/1110/1113ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1100/1110/1113fr.jpg#h=640&w=352","//cdn.loc.gov/service/pnp/bbc/1100/1110/1113fv.jpg#h=1024&w=564","http://www.loc.gov/pictures/collection/bbc/item/2008676920/","http://hdl.loc.gov/loc.pnp/bbc.1113b","http://www.loc.gov/item/2008676920/","http://www.loc.gov/pictures/item/2008676920/","http://hdl.loc.gov/loc.pnp/bbc.1113f","http://www.loc.gov/resource/bbc.1113f/","http://www.loc.gov/resource/bbc.1113b/","http://lccn.loc.gov/2008676920","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008676921/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","clancey, bill (team member)","buffalo","minor league","baseball cards","relief prints","color","","","","","","","1062","bbc","catalog","baseball-cards","","[Clancey, Buffalo Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:40:58.373Z","pictures","catalog","2016-05-17T21:36:28.391Z","1909","","LOT 13163-18, no. 445 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008676921/","False","//cdn.loc.gov/service/pnp/bbc/1100/1110/1114f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1110/1114f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1100/1110/1114ft.gif#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1100/1110/1114fr.jpg#h=640&w=358","//cdn.loc.gov/service/pnp/bbc/1100/1110/1114fv.jpg#h=1024&w=572","http://www.loc.gov/pictures/collection/bbc/item/2008676921/","http://hdl.loc.gov/loc.pnp/bbc.1114b","http://www.loc.gov/item/2008676921/","http://www.loc.gov/pictures/item/2008676921/","http://hdl.loc.gov/loc.pnp/bbc.1114f","http://www.loc.gov/resource/bbc.1114f/","http://www.loc.gov/resource/bbc.1114b/","http://lccn.loc.gov/2008676921","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008676922/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","flanagan, steamer (team member)","buffalo","minor league","baseball cards","relief prints","color","","","","","","","1063","bbc","catalog","baseball-cards","","[Steamer Flanagan, Buffalo Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:40:58.373Z","pictures","catalog","2016-05-17T21:36:28.391Z","1909","","LOT 13163-18, no. 446 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008676922/","False","//cdn.loc.gov/service/pnp/bbc/1100/1110/1115f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1110/1115f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1100/1110/1115ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1100/1110/1115fr.jpg#h=640&w=356","//cdn.loc.gov/service/pnp/bbc/1100/1110/1115fv.jpg#h=1024&w=569","http://www.loc.gov/pictures/collection/bbc/item/2008676922/","http://hdl.loc.gov/loc.pnp/bbc.1115b","http://www.loc.gov/item/2008676922/","http://www.loc.gov/pictures/item/2008676922/","http://hdl.loc.gov/loc.pnp/bbc.1115f","http://www.loc.gov/resource/bbc.1115f/","http://www.loc.gov/resource/bbc.1115b/","http://lccn.loc.gov/2008676922","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008676923/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","kissinger, rube (team member)","buffalo","minor league","baseball cards","relief prints","color","","","","","","","1064","bbc","catalog","baseball-cards","","[Rube Kissinger, Buffalo Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:40:58.373Z","pictures","catalog","2016-05-17T21:36:28.391Z","1909","","LOT 13163-18, no. 447 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008676923/","False","//cdn.loc.gov/service/pnp/bbc/1100/1110/1116f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1110/1116f_150px.jpg#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1100/1110/1116ft.gif#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1100/1110/1116fr.jpg#h=640&w=361","//cdn.loc.gov/service/pnp/bbc/1100/1110/1116fv.jpg#h=1024&w=578","http://www.loc.gov/pictures/collection/bbc/item/2008676923/","http://hdl.loc.gov/loc.pnp/bbc.1116b","http://www.loc.gov/item/2008676923/","http://www.loc.gov/pictures/item/2008676923/","http://hdl.loc.gov/loc.pnp/bbc.1116f","http://www.loc.gov/resource/bbc.1116f/","http://www.loc.gov/resource/bbc.1116b/","http://lccn.loc.gov/2008676923","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008676924/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","malarkey, bill (team member)","buffalo","minor league","baseball cards","relief prints","color","","","","","","","1065","bbc","catalog","baseball-cards","","[Bill Malarkey, Buffalo Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:40:58.373Z","pictures","catalog","2016-05-17T21:36:28.391Z","1909","","LOT 13163-18, no. 448 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008676924/","False","//cdn.loc.gov/service/pnp/bbc/1100/1110/1117f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1110/1117f_150px.jpg#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1100/1110/1117ft.gif#h=150&w=86","//cdn.loc.gov/service/pnp/bbc/1100/1110/1117fr.jpg#h=640&w=365","//cdn.loc.gov/service/pnp/bbc/1100/1110/1117fv.jpg#h=1024&w=583","http://www.loc.gov/pictures/collection/bbc/item/2008676924/","http://hdl.loc.gov/loc.pnp/bbc.1117b","http://www.loc.gov/item/2008676924/","http://www.loc.gov/pictures/item/2008676924/","http://hdl.loc.gov/loc.pnp/bbc.1117f","http://www.loc.gov/resource/bbc.1117f/","http://www.loc.gov/resource/bbc.1117b/","http://lccn.loc.gov/2008676924","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008676925/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","nattress, billy (team member)","buffalo","minor league","baseball cards","relief prints","color","","","","","","","1066","bbc","catalog","baseball-cards","","[Billy Nattress, Buffalo Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:40:58.373Z","pictures","catalog","2016-05-17T21:36:28.391Z","1909","","LOT 13163-18, no. 449 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008676925/","False","//cdn.loc.gov/service/pnp/bbc/1100/1110/1118f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1110/1118f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1100/1110/1118ft.gif#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1100/1110/1118fr.jpg#h=640&w=360","//cdn.loc.gov/service/pnp/bbc/1100/1110/1118fv.jpg#h=1024&w=576","http://www.loc.gov/pictures/collection/bbc/item/2008676925/","http://hdl.loc.gov/loc.pnp/bbc.1118b","http://www.loc.gov/item/2008676925/","http://www.loc.gov/pictures/item/2008676925/","http://hdl.loc.gov/loc.pnp/bbc.1118f","http://www.loc.gov/resource/bbc.1118f/","http://www.loc.gov/resource/bbc.1118b/","http://lccn.loc.gov/2008676925","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008675169/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","browne, george (team member)","chicago cubs","chicago","national league","outfielder","baseball cards","relief prints","color","","","","","1067","bbc","catalog","baseball-cards","","[G. Browne, Chicago Cubs, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:40:00.587Z","pictures","catalog","2016-05-17T21:36:26.353Z","1909","","LOT 13163-18, no. 45 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008675169/","False","//cdn.loc.gov/service/pnp/bbc/0700/0710/0714f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0700/0710/0714f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/0700/0710/0714ft.gif#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/0700/0710/0714fr.jpg#h=640&w=358","//cdn.loc.gov/service/pnp/bbc/0700/0710/0714fv.jpg#h=1024&w=573","http://www.loc.gov/pictures/collection/bbc/item/2008675169/","http://hdl.loc.gov/loc.pnp/bbc.0714b","http://www.loc.gov/item/2008675169/","http://www.loc.gov/pictures/item/2008675169/","http://hdl.loc.gov/loc.pnp/bbc.0714f","http://www.loc.gov/resource/bbc.0714f/","http://www.loc.gov/resource/bbc.0714b/","http://lccn.loc.gov/2008675169","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008676926/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","schirm, george (team member)","buffalo","minor league","baseball cards","relief prints","color","","","","","","","1068","bbc","catalog","baseball-cards","","[George Schirm, Buffalo Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:40:58.373Z","pictures","catalog","2016-05-17T21:36:28.391Z","1909","","LOT 13163-18, no. 450 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008676926/","False","//cdn.loc.gov/service/pnp/bbc/1100/1110/1119f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1110/1119f_150px.jpg#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1100/1110/1119ft.gif#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1100/1110/1119fr.jpg#h=640&w=350","//cdn.loc.gov/service/pnp/bbc/1100/1110/1119fv.jpg#h=1024&w=560","http://www.loc.gov/pictures/collection/bbc/item/2008676926/","http://hdl.loc.gov/loc.pnp/bbc.1119b","http://www.loc.gov/item/2008676926/","http://www.loc.gov/pictures/item/2008676926/","http://hdl.loc.gov/loc.pnp/bbc.1119f","http://www.loc.gov/resource/bbc.1119f/","http://www.loc.gov/resource/bbc.1119b/","http://lccn.loc.gov/2008676926","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008676927/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","smith, heinie (team member)","buffalo","minor league","baseball cards","relief prints","color","","","","","","","1069","bbc","catalog","baseball-cards","","[Heinie Smith, Buffalo Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:40:58.373Z","pictures","catalog","2016-05-17T21:36:28.391Z","1909","","LOT 13163-18, no. 451 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008676927/","False","//cdn.loc.gov/service/pnp/bbc/1100/1120/1120f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1120/1120f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1100/1120/1120ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1100/1120/1120fr.jpg#h=640&w=355","//cdn.loc.gov/service/pnp/bbc/1100/1120/1120fv.jpg#h=1024&w=568","http://www.loc.gov/pictures/collection/bbc/item/2008676927/","http://hdl.loc.gov/loc.pnp/bbc.1120b","http://www.loc.gov/item/2008676927/","http://www.loc.gov/pictures/item/2008676927/","http://hdl.loc.gov/loc.pnp/bbc.1120f","http://www.loc.gov/resource/bbc.1120f/","http://www.loc.gov/resource/bbc.1120b/","http://lccn.loc.gov/2008676927","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008676928/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","taylor, dummy (team member)","buffalo","minor league","baseball cards","relief prints","color","","","","","","","1070","bbc","catalog","baseball-cards","","[Dummy Taylor, Buffalo Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:40:58.373Z","pictures","catalog","2016-05-17T21:36:28.391Z","1909","","LOT 13163-18, no. 452 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008676928/","False","//cdn.loc.gov/service/pnp/bbc/1100/1120/1121f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1120/1121f_150px.jpg#h=150&w=81","//cdn.loc.gov/service/pnp/bbc/1100/1120/1121ft.gif#h=150&w=81","//cdn.loc.gov/service/pnp/bbc/1100/1120/1121fr.jpg#h=640&w=346","//cdn.loc.gov/service/pnp/bbc/1100/1120/1121fv.jpg#h=1024&w=554","http://www.loc.gov/pictures/collection/bbc/item/2008676928/","http://hdl.loc.gov/loc.pnp/bbc.1121b","http://www.loc.gov/item/2008676928/","http://www.loc.gov/pictures/item/2008676928/","http://hdl.loc.gov/loc.pnp/bbc.1121f","http://www.loc.gov/resource/bbc.1121f/","http://www.loc.gov/resource/bbc.1121b/","http://lccn.loc.gov/2008676928","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008676929/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","white, jake (team member)","buffalo","minor league","baseball cards","relief prints","color","","","","","","","1071","bbc","catalog","baseball-cards","","[Jake White, Buffalo Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:40:58.373Z","pictures","catalog","2016-05-17T21:36:28.391Z","1909","","LOT 13163-18, no. 453 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008676929/","False","//cdn.loc.gov/service/pnp/bbc/1100/1120/1122f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1120/1122f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1100/1120/1122ft.gif#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1100/1120/1122fr.jpg#h=640&w=359","//cdn.loc.gov/service/pnp/bbc/1100/1120/1122fv.jpg#h=1024&w=575","http://www.loc.gov/pictures/collection/bbc/item/2008676929/","http://hdl.loc.gov/loc.pnp/bbc.1122b","http://www.loc.gov/item/2008676929/","http://www.loc.gov/pictures/item/2008676929/","http://hdl.loc.gov/loc.pnp/bbc.1122f","http://www.loc.gov/resource/bbc.1122f/","http://www.loc.gov/resource/bbc.1122b/","http://lccn.loc.gov/2008676929","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008676930/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","clarke, josh (team member)","columbus","minor league","baseball cards","relief prints","color","","","","","","","1072","bbc","catalog","baseball-cards","","[Clarke, Columbus Team, baseball card portrait]","image","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:40:58.373Z","pictures","catalog","2016-05-17T21:36:28.391Z","1909","","LOT 13163-18, no. 454 [P&P]","White Borders (T206)","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/2008676930/","False","//cdn.loc.gov/service/pnp/bbc/1100/1120/1123f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1100/1120/1123f_150px.jpg#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1100/1120/1123ft.gif#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1100/1120/1123fr.jpg#h=640&w=364","//cdn.loc.gov/service/pnp/bbc/1100/1120/1123fv.jpg#h=1024&w=582","http://www.loc.gov/pictures/collection/bbc/item/2008676930/","http://hdl.loc.gov/loc.pnp/bbc.1123b","http://www.loc.gov/item/2008676930/","http://www.loc.gov/pictures/item/2008676930/","http://hdl.loc.gov/loc.pnp/bbc.1123f","http://www.loc.gov/resource/bbc.1123f/","http://www.loc.gov/resource/bbc.1123b/","http://lccn.loc.gov/2008676930","","","","","","","","",""
