"access_restricted","original_format__-","contributor__-","id","partof__001","partof__002","partof__003","partof__004","partof__005","partof__006","subject__001","subject__002","subject__003","subject__004","subject__005","subject__006","subject__007","subject__008","subject__009","subject__010","subject__011","subject__012","subject__013","subject__014","subject__015","index","group__001","group__002","group__003","group__004","title","online_format__-","location__-","number_former_id__-","mime_type__001","mime_type__002","mime_type__003","mime_type__004","digitized","description__-","timestamp","site__001","site__002","extract_timestamp","date","number__-","shelf_id","other_title__-","dates__-","language__-","url","hassegments","image_url__001","image_url__002","image_url__003","image_url__004","image_url__005","aka__001","aka__002","aka__003","aka__004","aka__005","aka__006","aka__007","aka__008","aka__009","aka__010","aka__011","aka__012","aka__013","aka__014","aka__015","aka__016","aka__017"
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007683867/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","doyle, larry (team member)","new york giants","new york","national league","second baseman","meyers, chief (team member)","catcher","baseball cards","relief prints","color","","","","","","1550","bbc","catalog","baseball-cards","","[Larry Doyle/J. T. Meyers, New York Giants, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color","2016-05-17T21:38:20.744Z","pictures","catalog","2016-05-17T21:36:20.712Z","1911","","LOT 13163-27, no. 10 [P&P]","Mecca Double Folders (T201)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007683867/","False","//cdn.loc.gov/service/pnp/bbc/1500/1560/1564f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1500/1560/1564f_150px.jpg#h=150&w=70","//cdn.loc.gov/service/pnp/bbc/1500/1560/1564ft.gif#h=150&w=70","//cdn.loc.gov/service/pnp/bbc/1500/1560/1564fr.jpg#h=640&w=300","//cdn.loc.gov/service/pnp/bbc/1500/1560/1564fv.jpg#h=1024&w=480","http://www.loc.gov/pictures/collection/bbc/item/2007683867/","http://hdl.loc.gov/loc.pnp/bbc.1564b","http://www.loc.gov/item/2007683867/","http://www.loc.gov/pictures/item/2007683867/","http://hdl.loc.gov/loc.pnp/bbc.1564f","http://www.loc.gov/resource/bbc.1564f/","http://www.loc.gov/resource/bbc.1564b/","http://lccn.loc.gov/2007683867","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007683868/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","mathewson, christy (team member)","new york giants","new york","national league","pitcher","bridwell, al (team member)","shortstop","baseball cards","relief prints","color","","","","","","1551","bbc","catalog","baseball-cards","","[Christy Mathewson/Albert Bridwell, New York Giants, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color","2016-05-17T21:38:20.744Z","pictures","catalog","2016-05-17T21:36:20.712Z","1911","","LOT 13163-27, no. 11 [P&P]","Mecca Double Folders (T201)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007683868/","False","//cdn.loc.gov/service/pnp/bbc/1500/1560/1565f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1500/1560/1565f_150px.jpg#h=150&w=69","//cdn.loc.gov/service/pnp/bbc/1500/1560/1565ft.gif#h=150&w=69","//cdn.loc.gov/service/pnp/bbc/1500/1560/1565fr.jpg#h=640&w=296","//cdn.loc.gov/service/pnp/bbc/1500/1560/1565fv.jpg#h=1024&w=473","http://www.loc.gov/pictures/collection/bbc/item/2007683868/","http://hdl.loc.gov/loc.pnp/bbc.1565b","http://www.loc.gov/item/2007683868/","http://www.loc.gov/pictures/item/2007683868/","http://hdl.loc.gov/loc.pnp/bbc.1565f","http://www.loc.gov/resource/bbc.1565f/","http://www.loc.gov/resource/bbc.1565b/","http://lccn.loc.gov/2007683868","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007683869/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","wiltse, hooks (team member)","new york giants","new york","national league","pitcher","merkle, fred (team member)","first baseman","baseball cards","relief prints","color","","","","","","1552","bbc","catalog","baseball-cards","","[George Wiltse/Fred Merkle, New York Giants, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color","2016-05-17T21:38:20.744Z","pictures","catalog","2016-05-17T21:36:20.712Z","1911","","LOT 13163-27, no. 12 [P&P]","Mecca Double Folders (T201)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007683869/","False","//cdn.loc.gov/service/pnp/bbc/1500/1560/1566f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1500/1560/1566f_150px.jpg#h=150&w=73","//cdn.loc.gov/service/pnp/bbc/1500/1560/1566ft.gif#h=150&w=73","//cdn.loc.gov/service/pnp/bbc/1500/1560/1566fr.jpg#h=640&w=311","//cdn.loc.gov/service/pnp/bbc/1500/1560/1566fv.jpg#h=1024&w=498","http://www.loc.gov/pictures/collection/bbc/item/2007683869/","http://hdl.loc.gov/loc.pnp/bbc.1566b","http://www.loc.gov/item/2007683869/","http://www.loc.gov/pictures/item/2007683869/","http://hdl.loc.gov/loc.pnp/bbc.1566f","http://www.loc.gov/resource/bbc.1566f/","http://www.loc.gov/resource/bbc.1566b/","http://lccn.loc.gov/2007683869","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007683870/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","lobert, hans (team member)","philadelphia phillies","philadelphia","national league","third baseman","moore, earl (team member)","pitcher","baseball cards","relief prints","color","","","","","","1553","bbc","catalog","baseball-cards","","[John Lobert/Earl Moore, Philadelphia Phillies, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color","2016-05-17T21:38:20.744Z","pictures","catalog","2016-05-17T21:36:20.712Z","1911","","LOT 13163-27, no. 13 [P&P]","Mecca Double Folders (T201)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007683870/","False","//cdn.loc.gov/service/pnp/bbc/1500/1560/1567f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1500/1560/1567f_150px.jpg#h=150&w=70","//cdn.loc.gov/service/pnp/bbc/1500/1560/1567ft.gif#h=150&w=70","//cdn.loc.gov/service/pnp/bbc/1500/1560/1567fr.jpg#h=640&w=300","//cdn.loc.gov/service/pnp/bbc/1500/1560/1567fv.jpg#h=1024&w=480","http://www.loc.gov/pictures/collection/bbc/item/2007683870/","http://hdl.loc.gov/loc.pnp/bbc.1567b","http://www.loc.gov/item/2007683870/","http://www.loc.gov/pictures/item/2007683870/","http://hdl.loc.gov/loc.pnp/bbc.1567f","http://www.loc.gov/resource/bbc.1567f/","http://www.loc.gov/resource/bbc.1567b/","http://lccn.loc.gov/2007683870","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007683871/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","titus, john (team member)","philadelphia phillies","philadelphia","national league","right fielder","dooin, red (team member)","catcher","baseball cards","relief prints","color","","","","","","1554","bbc","catalog","baseball-cards","","[John Titus/Chas. S. Dooin, Philadelphia Phillies, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color","2016-05-17T21:38:20.744Z","pictures","catalog","2016-05-17T21:36:20.712Z","1911","","LOT 13163-27, no. 14 [P&P]","Mecca Double Folders (T201)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007683871/","False","//cdn.loc.gov/service/pnp/bbc/1500/1560/1568f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1500/1560/1568f_150px.jpg#h=150&w=71","//cdn.loc.gov/service/pnp/bbc/1500/1560/1568ft.gif#h=150&w=71","//cdn.loc.gov/service/pnp/bbc/1500/1560/1568fr.jpg#h=640&w=303","//cdn.loc.gov/service/pnp/bbc/1500/1560/1568fv.jpg#h=1024&w=485","http://www.loc.gov/pictures/collection/bbc/item/2007683871/","http://hdl.loc.gov/loc.pnp/bbc.1568b","http://www.loc.gov/item/2007683871/","http://www.loc.gov/pictures/item/2007683871/","http://hdl.loc.gov/loc.pnp/bbc.1568f","http://www.loc.gov/resource/bbc.1568f/","http://www.loc.gov/resource/bbc.1568b/","http://lccn.loc.gov/2007683871","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007683872/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","clarke, fred (team member)","pittsburgh pirates","pittsburgh","national league","left fielder","byrne, bobby (team member)","third baseman","baseball cards","relief prints","color","","","","","","1555","bbc","catalog","baseball-cards","","[Fred Clarke/R. Byrne, Pittsburgh Pirates, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color","2016-05-17T21:38:20.744Z","pictures","catalog","2016-05-17T21:36:20.712Z","1911","","LOT 13163-27, no. 15 [P&P]","Mecca Double Folders (T201)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007683872/","False","//cdn.loc.gov/service/pnp/bbc/1500/1560/1569f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1500/1560/1569f_150px.jpg#h=150&w=70","//cdn.loc.gov/service/pnp/bbc/1500/1560/1569ft.gif#h=150&w=70","//cdn.loc.gov/service/pnp/bbc/1500/1560/1569fr.jpg#h=640&w=298","//cdn.loc.gov/service/pnp/bbc/1500/1560/1569fv.jpg#h=1024&w=477","http://www.loc.gov/pictures/collection/bbc/item/2007683872/","http://hdl.loc.gov/loc.pnp/bbc.1569b","http://www.loc.gov/item/2007683872/","http://www.loc.gov/pictures/item/2007683872/","http://hdl.loc.gov/loc.pnp/bbc.1569f","http://www.loc.gov/resource/bbc.1569f/","http://www.loc.gov/resource/bbc.1569b/","http://lccn.loc.gov/2007683872","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007683873/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","leach, tommy (team member)","pittsburgh pirates","pittsburgh","national league","outfielder","gibson, george (team member)","catcher","baseball cards","relief prints","color","","","","","","1556","bbc","catalog","baseball-cards","","[Thomas Leach/Geo. Gibson, Pittsburgh Pirates, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color","2016-05-17T21:38:20.744Z","pictures","catalog","2016-05-17T21:36:20.712Z","1911","","LOT 13163-27, no. 16 [P&P]","Mecca Double Folders (T201)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007683873/","False","//cdn.loc.gov/service/pnp/bbc/1500/1570/1570f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1500/1570/1570f_150px.jpg#h=150&w=69","//cdn.loc.gov/service/pnp/bbc/1500/1570/1570ft.gif#h=150&w=69","//cdn.loc.gov/service/pnp/bbc/1500/1570/1570fr.jpg#h=640&w=293","//cdn.loc.gov/service/pnp/bbc/1500/1570/1570fv.jpg#h=1024&w=469","http://www.loc.gov/pictures/collection/bbc/item/2007683873/","http://hdl.loc.gov/loc.pnp/bbc.1570b","http://www.loc.gov/item/2007683873/","http://www.loc.gov/pictures/item/2007683873/","http://hdl.loc.gov/loc.pnp/bbc.1570f","http://www.loc.gov/resource/bbc.1570f/","http://www.loc.gov/resource/bbc.1570b/","http://lccn.loc.gov/2007683873","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007683874/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","leifield, lefty (team member)","pittsburgh pirates","pittsburgh","national league","pitcher","simon, mike (team member)","catcher","baseball cards","relief prints","color","","","","","","1557","bbc","catalog","baseball-cards","","[A. P. Leifield/ M. E. Simon, Pittsburgh Pirates, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color","2016-05-17T21:38:20.744Z","pictures","catalog","2016-05-17T21:36:20.712Z","1911","","LOT 13163-27, no. 17 [P&P]","Mecca Double Folders (T201)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007683874/","False","//cdn.loc.gov/service/pnp/bbc/1500/1570/1571f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1500/1570/1571f_150px.jpg#h=150&w=68","//cdn.loc.gov/service/pnp/bbc/1500/1570/1571ft.gif#h=150&w=68","//cdn.loc.gov/service/pnp/bbc/1500/1570/1571fr.jpg#h=640&w=292","//cdn.loc.gov/service/pnp/bbc/1500/1570/1571fv.jpg#h=1024&w=467","http://www.loc.gov/pictures/collection/bbc/item/2007683874/","http://hdl.loc.gov/loc.pnp/bbc.1571b","http://www.loc.gov/item/2007683874/","http://www.loc.gov/pictures/item/2007683874/","http://hdl.loc.gov/loc.pnp/bbc.1571f","http://www.loc.gov/resource/bbc.1571f/","http://www.loc.gov/resource/bbc.1571b/","http://lccn.loc.gov/2007683874","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007683875/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","huggins, miller (team member)","st. louis cardinals","st. louis","national league","second baseman","bresnahan, roger (team member)","catcher","baseball cards","relief prints","color","","","","","","1558","bbc","catalog","baseball-cards","","[Miller Huggins/Roger Bresnahan, St. Louis Cardinals, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color","2016-05-17T21:38:20.744Z","pictures","catalog","2016-05-17T21:36:20.712Z","1911","","LOT 13163-27, no. 18 [P&P]","Mecca Double Folders (T201)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007683875/","False","//cdn.loc.gov/service/pnp/bbc/1500/1570/1572f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1500/1570/1572f_150px.jpg#h=150&w=70","//cdn.loc.gov/service/pnp/bbc/1500/1570/1572ft.gif#h=150&w=70","//cdn.loc.gov/service/pnp/bbc/1500/1570/1572fr.jpg#h=640&w=298","//cdn.loc.gov/service/pnp/bbc/1500/1570/1572fv.jpg#h=1024&w=477","http://www.loc.gov/pictures/collection/bbc/item/2007683875/","http://hdl.loc.gov/loc.pnp/bbc.1572b","http://www.loc.gov/item/2007683875/","http://www.loc.gov/pictures/item/2007683875/","http://hdl.loc.gov/loc.pnp/bbc.1572f","http://www.loc.gov/resource/bbc.1572f/","http://www.loc.gov/resource/bbc.1572b/","http://lccn.loc.gov/2007683875","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007683876/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","lush, johnny (team member)","st. louis cardinals","st. louis","national league","pitcher","hauser, arnold (team member)","shortstop","baseball cards","relief prints","color","","","","","","1559","bbc","catalog","baseball-cards","","[Ernest Lush/A. J. Hauser, St. Louis Cardinals, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color","2016-05-17T21:38:20.744Z","pictures","catalog","2016-05-17T21:36:20.712Z","1911","","LOT 13163-27, no. 19 [P&P]","Mecca Double Folders (T201)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007683876/","False","//cdn.loc.gov/service/pnp/bbc/1500/1570/1573f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1500/1570/1573f_150px.jpg#h=150&w=70","//cdn.loc.gov/service/pnp/bbc/1500/1570/1573ft.gif#h=150&w=70","//cdn.loc.gov/service/pnp/bbc/1500/1570/1573fr.jpg#h=640&w=299","//cdn.loc.gov/service/pnp/bbc/1500/1570/1573fv.jpg#h=1024&w=478","http://www.loc.gov/pictures/collection/bbc/item/2007683876/","http://hdl.loc.gov/loc.pnp/bbc.1573b","http://www.loc.gov/item/2007683876/","http://www.loc.gov/pictures/item/2007683876/","http://hdl.loc.gov/loc.pnp/bbc.1573f","http://www.loc.gov/resource/bbc.1573f/","http://www.loc.gov/resource/bbc.1573b/","http://lccn.loc.gov/2007683876","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007683859/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","miller, doc (team member)","boston doves","boston","national league","right fielder","herzog, buck (team member)","third baseman","baseball cards","relief prints","color","","","","","","1560","bbc","catalog","baseball-cards","","[Roy Miller/C. L. Herzog, Boston Doves, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color","2016-05-17T21:38:20.744Z","pictures","catalog","2016-05-17T21:36:20.712Z","1911","","LOT 13163-27, no. 2 [P&P]","Mecca Double Folders (T201)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007683859/","False","//cdn.loc.gov/service/pnp/bbc/1500/1550/1556f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1500/1550/1556f_150px.jpg#h=150&w=69","//cdn.loc.gov/service/pnp/bbc/1500/1550/1556ft.gif#h=150&w=69","//cdn.loc.gov/service/pnp/bbc/1500/1550/1556fr.jpg#h=640&w=296","//cdn.loc.gov/service/pnp/bbc/1500/1550/1556fv.jpg#h=1024&w=474","http://www.loc.gov/pictures/collection/bbc/item/2007683859/","http://hdl.loc.gov/loc.pnp/bbc.1556b","http://www.loc.gov/item/2007683859/","http://www.loc.gov/pictures/item/2007683859/","http://hdl.loc.gov/loc.pnp/bbc.1556f","http://www.loc.gov/resource/bbc.1556f/","http://www.loc.gov/resource/bbc.1556b/","http://lccn.loc.gov/2007683859","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007683877/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","cicotte, eddie (team member)","boston red sox","boston","american league","pitcher","thoney, jack (team member)","utility player","baseball cards","relief prints","color","","","","","","1561","bbc","catalog","baseball-cards","","[Edward V. Cicotte/John Thoney, Boston Red Sox, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color","2016-05-17T21:38:20.744Z","pictures","catalog","2016-05-17T21:36:20.712Z","1911","","LOT 13163-27, no. 20 [P&P]","Mecca Double Folders (T201)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007683877/","False","//cdn.loc.gov/service/pnp/bbc/1500/1570/1574f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1500/1570/1574f_150px.jpg#h=150&w=69","//cdn.loc.gov/service/pnp/bbc/1500/1570/1574ft.gif#h=150&w=69","//cdn.loc.gov/service/pnp/bbc/1500/1570/1574fr.jpg#h=640&w=296","//cdn.loc.gov/service/pnp/bbc/1500/1570/1574fv.jpg#h=1024&w=474","http://www.loc.gov/pictures/collection/bbc/item/2007683877/","http://hdl.loc.gov/loc.pnp/bbc.1574b","http://www.loc.gov/item/2007683877/","http://www.loc.gov/pictures/item/2007683877/","http://hdl.loc.gov/loc.pnp/bbc.1574f","http://www.loc.gov/resource/bbc.1574f/","http://www.loc.gov/resource/bbc.1574b/","http://lccn.loc.gov/2007683877","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007683878/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","speaker, tris (team member)","boston red sox","boston","american league","center fielder","gardner, earl (team member)","second baseman","baseball cards","relief prints","color","","","","","","1562","bbc","catalog","baseball-cards","","[Tris Speaker/Earl Gardner, Boston Red Sox, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color","2016-05-17T21:38:20.744Z","pictures","catalog","2016-05-17T21:36:20.712Z","1911","","LOT 13163-27, no. 21 [P&P]","Mecca Double Folders (T201)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007683878/","False","//cdn.loc.gov/service/pnp/bbc/1500/1570/1575f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1500/1570/1575f_150px.jpg#h=150&w=71","//cdn.loc.gov/service/pnp/bbc/1500/1570/1575ft.gif#h=150&w=71","//cdn.loc.gov/service/pnp/bbc/1500/1570/1575fr.jpg#h=640&w=301","//cdn.loc.gov/service/pnp/bbc/1500/1570/1575fv.jpg#h=1024&w=482","http://www.loc.gov/pictures/collection/bbc/item/2007683878/","http://hdl.loc.gov/loc.pnp/bbc.1575b","http://www.loc.gov/item/2007683878/","http://www.loc.gov/pictures/item/2007683878/","http://hdl.loc.gov/loc.pnp/bbc.1575f","http://www.loc.gov/resource/bbc.1575f/","http://www.loc.gov/resource/bbc.1575b/","http://lccn.loc.gov/2007683878","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007683879/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","lord, harry (team member)","chicago white sox","chicago","american league","third baseman","dougherty, patsy (team member)","left fielder","baseball cards","relief prints","color","","","","","","1563","bbc","catalog","baseball-cards","","[Harry D. Lord/P. H. Dougherty, Chicago White Sox, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color","2016-05-17T21:38:20.744Z","pictures","catalog","2016-05-17T21:36:20.712Z","1911","","LOT 13163-27, no. 22 [P&P]","Mecca Double Folders (T201)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007683879/","False","//cdn.loc.gov/service/pnp/bbc/1500/1570/1576f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1500/1570/1576f_150px.jpg#h=150&w=70","//cdn.loc.gov/service/pnp/bbc/1500/1570/1576ft.gif#h=150&w=70","//cdn.loc.gov/service/pnp/bbc/1500/1570/1576fr.jpg#h=640&w=300","//cdn.loc.gov/service/pnp/bbc/1500/1570/1576fv.jpg#h=1024&w=480","http://www.loc.gov/pictures/collection/bbc/item/2007683879/","http://hdl.loc.gov/loc.pnp/bbc.1576b","http://www.loc.gov/item/2007683879/","http://www.loc.gov/pictures/item/2007683879/","http://hdl.loc.gov/loc.pnp/bbc.1576f","http://www.loc.gov/resource/bbc.1576f/","http://www.loc.gov/resource/bbc.1576b/","http://lccn.loc.gov/2007683879","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007683880/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","walsh, ed (team member)","chicago white sox","chicago","american league","pitcher","payne, fred (team member)","catcher","baseball cards","relief prints","color","","","","","","1564","bbc","catalog","baseball-cards","","[Edward A. Walsh/Frederick Payne, Chicago White Sox, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color","2016-05-17T21:38:20.744Z","pictures","catalog","2016-05-17T21:36:20.712Z","1911","","LOT 13163-27, no. 23 [P&P]","Mecca Double Folders (T201)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007683880/","False","//cdn.loc.gov/service/pnp/bbc/1500/1570/1577f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1500/1570/1577f_150px.jpg#h=150&w=68","//cdn.loc.gov/service/pnp/bbc/1500/1570/1577ft.gif#h=150&w=68","//cdn.loc.gov/service/pnp/bbc/1500/1570/1577fr.jpg#h=640&w=291","//cdn.loc.gov/service/pnp/bbc/1500/1570/1577fv.jpg#h=1024&w=466","http://www.loc.gov/pictures/collection/bbc/item/2007683880/","http://hdl.loc.gov/loc.pnp/bbc.1577b","http://www.loc.gov/item/2007683880/","http://www.loc.gov/pictures/item/2007683880/","http://hdl.loc.gov/loc.pnp/bbc.1577f","http://www.loc.gov/resource/bbc.1577f/","http://www.loc.gov/resource/bbc.1577b/","http://lccn.loc.gov/2007683880","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007683881/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","lajoie, nap (team member)","cleveland naps","cleveland","american league","second baseman","falkenberg, cy (team member)","pitcher","baseball cards","relief prints","color","","","","","","1565","bbc","catalog","baseball-cards","","[Napoleon Lajoie/Fred. Falkenberg, Cleveland Naps, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color","2016-05-17T21:38:20.744Z","pictures","catalog","2016-05-17T21:36:20.712Z","1911","","LOT 13163-27, no. 24 [P&P]","Mecca Double Folders (T201)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007683881/","False","//cdn.loc.gov/service/pnp/bbc/1500/1570/1578f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1500/1570/1578f_150px.jpg#h=150&w=70","//cdn.loc.gov/service/pnp/bbc/1500/1570/1578ft.gif#h=150&w=70","//cdn.loc.gov/service/pnp/bbc/1500/1570/1578fr.jpg#h=640&w=298","//cdn.loc.gov/service/pnp/bbc/1500/1570/1578fv.jpg#h=1024&w=476","http://www.loc.gov/pictures/collection/bbc/item/2007683881/","http://hdl.loc.gov/loc.pnp/bbc.1578b","http://www.loc.gov/item/2007683881/","http://www.loc.gov/pictures/item/2007683881/","http://hdl.loc.gov/loc.pnp/bbc.1578f","http://www.loc.gov/resource/bbc.1578f/","http://www.loc.gov/resource/bbc.1578b/","http://lccn.loc.gov/2007683881","","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2007683882/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","turner, terry (team member)","cleveland naps","cleveland","american league","third baseman","stovall, george (team member)","first baseman","baseball cards","relief prints","color","","","","","","1566","bbc","catalog","baseball-cards","","[Torrence Turner/Geo. Stovall, Cleveland Naps, baseball card portrait]","image","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color","2016-05-17T21:38:20.744Z","pictures","catalog","2016-05-17T21:36:20.712Z","1911","","LOT 13163-27, no. 25 [P&P]","Mecca Double Folders (T201)","1911-01-01T00:00:00Z","english","https://www.loc.gov/item/2007683882/","False","//cdn.loc.gov/service/pnp/bbc/1500/1570/1579f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1500/1570/1579f_150px.jpg#h=150&w=70","//cdn.loc.gov/service/pnp/bbc/1500/1570/1579ft.gif#h=150&w=70","//cdn.loc.gov/service/pnp/bbc/1500/1570/1579fr.jpg#h=640&w=298","//cdn.loc.gov/service/pnp/bbc/1500/1570/1579fv.jpg#h=1024&w=477","http://www.loc.gov/pictures/collection/bbc/item/2007683882/","http://hdl.loc.gov/loc.pnp/bbc.1579b","http://www.loc.gov/item/2007683882/","http://www.loc.gov/pictures/item/2007683882/","http://hdl.loc.gov/loc.pnp/bbc.1579f","http://www.loc.gov/resource/bbc.1579f/","http://www.loc.gov/resource/bbc.1579b/","http://lccn.loc.gov/2007683882","","","","","","","","",""
