"access_restricted","original_format__-","contributor__-","id","partof__001","partof__002","partof__003","partof__004","partof__005","partof__006","subject__001","subject__002","subject__003","subject__004","subject__005","subject__006","subject__007","subject__008","subject__009","subject__010","subject__011","index","group__001","group__002","group__003","group__004","title","online_format__-","location__001","location__002","number_former_id__-","mime_type__001","mime_type__002","mime_type__003","mime_type__004","digitized","description__-","timestamp","site__001","site__002","extract_timestamp","date","number__-","shelf_id","other_title__-","dates__-","language__-","url","hassegments","image_url__001","image_url__002","image_url__003","image_url__004","image_url__005","aka__001","aka__002","aka__003","aka__004","aka__005","aka__006","aka__007","aka__008","aka__009","aka__010","aka__011","aka__012"
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007686961/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","myers, al (team member)","washington statesmen","washington","national league","shortstop","albumen prints","baseball cards","","","","","317","bbc","catalog","baseball-cards","","[Al Myers, Washington Statesmen, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : albumen.","2016-05-17T21:39:31.495Z","pictures","catalog","2016-05-17T21:36:24.088Z","1887","","LOT 13163-05, no. 319 [P&P]","Old Judge (N172)","1887-01-01T00:00:00Z","english","https://www.loc.gov/item/2007686961/","False","//cdn.loc.gov/service/pnp/bbc/0300/0390/0391f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0300/0390/0391f_150px.jpg#h=150&w=94","//cdn.loc.gov/service/pnp/bbc/0300/0390/0391ft.gif#h=150&w=94","//cdn.loc.gov/service/pnp/bbc/0300/0390/0391fr.jpg#h=640&w=402","//cdn.loc.gov/service/pnp/bbc/0300/0390/0391fv.jpg#h=1024&w=644","http://www.loc.gov/pictures/collection/bbc/item/2007686961/","http://www.loc.gov/item/2007686961/","http://www.loc.gov/pictures/item/2007686961/","http://hdl.loc.gov/loc.pnp/bbc.0391f","http://www.loc.gov/resource/bbc.0391f/","http://lccn.loc.gov/2007686961","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007686402/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","baldwin, mark (team member)","chicago white stockings","chicago","national league","pitcher","albumen prints","baseball cards","","","","","318","bbc","catalog","baseball-cards","","[Mark Baldwin, Chicago White Stockings, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : albumen.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1887","","LOT 13163-05, no. 32 [P&P]","Old Judge (N172)","1887-01-01T00:00:00Z","english","https://www.loc.gov/item/2007686402/","False","//cdn.loc.gov/service/pnp/bbc/0100/0100/0104f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0100/0100/0104f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/0100/0100/0104ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/0100/0100/0104fr.jpg#h=640&w=354","//cdn.loc.gov/service/pnp/bbc/0100/0100/0104fv.jpg#h=1024&w=567","http://www.loc.gov/pictures/collection/bbc/item/2007686402/","http://www.loc.gov/item/2007686402/","http://www.loc.gov/pictures/item/2007686402/","http://hdl.loc.gov/loc.pnp/bbc.0104f","http://www.loc.gov/resource/bbc.0104f/","http://lccn.loc.gov/2007686402","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007686962/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","o'brien, billy (team member)","washington statesmen","washington","national league","first baseman","albumen prints","baseball cards","","","","","319","bbc","catalog","baseball-cards","","[Billy O'Brien, Washington Statesmen, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : albumen.","2016-05-17T21:39:31.495Z","pictures","catalog","2016-05-17T21:36:24.088Z","1887","","LOT 13163-05, no. 320 [P&P]","Old Judge (N172)","1887-01-01T00:00:00Z","english","https://www.loc.gov/item/2007686962/","False","//cdn.loc.gov/service/pnp/bbc/0300/0390/0392f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0300/0390/0392f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/0300/0390/0392ft.gif#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/0300/0390/0392fr.jpg#h=640&w=357","//cdn.loc.gov/service/pnp/bbc/0300/0390/0392fv.jpg#h=1024&w=571","http://www.loc.gov/pictures/collection/bbc/item/2007686962/","http://www.loc.gov/item/2007686962/","http://www.loc.gov/pictures/item/2007686962/","http://hdl.loc.gov/loc.pnp/bbc.0392f","http://www.loc.gov/resource/bbc.0392f/","http://lccn.loc.gov/2007686962","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007686963/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","o'day, hank (team member)","washington statesmen","washington","national league","pitcher","albumen prints","baseball cards","","","","","320","bbc","catalog","baseball-cards","","[Hank O'Day, Washington Statesmen, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : albumen.","2016-05-17T21:39:31.495Z","pictures","catalog","2016-05-17T21:36:24.088Z","1887","","LOT 13163-05, no. 321 [P&P]","Old Judge (N172)","1887-01-01T00:00:00Z","english","https://www.loc.gov/item/2007686963/","False","//cdn.loc.gov/service/pnp/bbc/0300/0390/0393f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0300/0390/0393f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/0300/0390/0393ft.gif#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/0300/0390/0393fr.jpg#h=640&w=359","//cdn.loc.gov/service/pnp/bbc/0300/0390/0393fv.jpg#h=1024&w=574","http://www.loc.gov/pictures/collection/bbc/item/2007686963/","http://www.loc.gov/item/2007686963/","http://www.loc.gov/pictures/item/2007686963/","http://hdl.loc.gov/loc.pnp/bbc.0393f","http://www.loc.gov/resource/bbc.0393f/","http://lccn.loc.gov/2007686963","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007686964/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","o'day, hank (team member)","washington statesmen","washington","national league","pitcher","albumen prints","baseball cards","","","","","321","bbc","catalog","baseball-cards","","[Hank O'Day, Washington Statesmen, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : albumen.","2016-05-17T21:39:31.495Z","pictures","catalog","2016-05-17T21:36:24.088Z","1887","","LOT 13163-05, no. 322 [P&P]","Old Judge (N172)","1887-01-01T00:00:00Z","english","https://www.loc.gov/item/2007686964/","False","//cdn.loc.gov/service/pnp/bbc/0300/0390/0394f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0300/0390/0394f_150px.jpg#h=150&w=93","//cdn.loc.gov/service/pnp/bbc/0300/0390/0394ft.gif#h=150&w=93","//cdn.loc.gov/service/pnp/bbc/0300/0390/0394fr.jpg#h=640&w=397","//cdn.loc.gov/service/pnp/bbc/0300/0390/0394fv.jpg#h=1024&w=635","http://www.loc.gov/pictures/collection/bbc/item/2007686964/","http://www.loc.gov/item/2007686964/","http://www.loc.gov/pictures/item/2007686964/","http://hdl.loc.gov/loc.pnp/bbc.0394f","http://www.loc.gov/resource/bbc.0394f/","http://lccn.loc.gov/2007686964","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007686965/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","sweeny, pete (team member)","washington statesmen","washington","national league","third baseman","albumen prints","baseball cards","","","","","322","bbc","catalog","baseball-cards","","[Pete Sweeny, Washington Statesmen, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : albumen.","2016-05-17T21:39:31.495Z","pictures","catalog","2016-05-17T21:36:24.088Z","1887","","LOT 13163-05, no. 323 [P&P]","Old Judge (N172)","1887-01-01T00:00:00Z","english","https://www.loc.gov/item/2007686965/","False","//cdn.loc.gov/service/pnp/bbc/0300/0390/0395f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0300/0390/0395f_150px.jpg#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/0300/0390/0395ft.gif#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/0300/0390/0395fr.jpg#h=640&w=350","//cdn.loc.gov/service/pnp/bbc/0300/0390/0395fv.jpg#h=1024&w=560","http://www.loc.gov/pictures/collection/bbc/item/2007686965/","http://www.loc.gov/item/2007686965/","http://www.loc.gov/pictures/item/2007686965/","http://hdl.loc.gov/loc.pnp/bbc.0395f","http://www.loc.gov/resource/bbc.0395f/","http://lccn.loc.gov/2007686965","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007686966/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","whitney, jim (team member)","washington statesmen","washington","national league","pitcher","albumen prints","baseball cards","","","","","323","bbc","catalog","baseball-cards","","[Jim Whitney, Washington Statesmen, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : albumen.","2016-05-17T21:39:31.495Z","pictures","catalog","2016-05-17T21:36:24.088Z","1887","","LOT 13163-05, no. 324 [P&P]","Old Judge (N172)","1887-01-01T00:00:00Z","english","https://www.loc.gov/item/2007686966/","False","//cdn.loc.gov/service/pnp/bbc/0300/0390/0396f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0300/0390/0396f_150px.jpg#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/0300/0390/0396ft.gif#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/0300/0390/0396fr.jpg#h=640&w=351","//cdn.loc.gov/service/pnp/bbc/0300/0390/0396fv.jpg#h=1024&w=561","http://www.loc.gov/pictures/collection/bbc/item/2007686966/","http://www.loc.gov/item/2007686966/","http://www.loc.gov/pictures/item/2007686966/","http://hdl.loc.gov/loc.pnp/bbc.0396f","http://www.loc.gov/resource/bbc.0396f/","http://lccn.loc.gov/2007686966","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007686967/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","wilmot, walt (team member)","washington statesmen","washington","national league","left fielder","albumen prints","baseball cards","","","","","324","bbc","catalog","baseball-cards","","[Walt Wilmot, Washington Statesmen, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : albumen.","2016-05-17T21:39:31.495Z","pictures","catalog","2016-05-17T21:36:24.088Z","1887","","LOT 13163-05, no. 325 [P&P]","Old Judge (N172)","1887-01-01T00:00:00Z","english","https://www.loc.gov/item/2007686967/","False","//cdn.loc.gov/service/pnp/bbc/0300/0390/0397f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0300/0390/0397f_150px.jpg#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/0300/0390/0397ft.gif#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/0300/0390/0397fr.jpg#h=640&w=349","//cdn.loc.gov/service/pnp/bbc/0300/0390/0397fv.jpg#h=1024&w=558","http://www.loc.gov/pictures/collection/bbc/item/2007686967/","http://www.loc.gov/item/2007686967/","http://www.loc.gov/pictures/item/2007686967/","http://hdl.loc.gov/loc.pnp/bbc.0397f","http://www.loc.gov/resource/bbc.0397f/","http://lccn.loc.gov/2007686967","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007686968/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","wilmot, walt (team member)","washington statesmen","washington","national league","left fielder","albumen prints","baseball cards","","","","","325","bbc","catalog","baseball-cards","","[Walt Wilmot, Washington Statesmen, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : albumen.","2016-05-17T21:39:31.495Z","pictures","catalog","2016-05-17T21:36:24.088Z","1887","","LOT 13163-05, no. 326 [P&P]","Old Judge (N172)","1887-01-01T00:00:00Z","english","https://www.loc.gov/item/2007686968/","False","//cdn.loc.gov/service/pnp/bbc/0300/0390/0398f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0300/0390/0398f_150px.jpg#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/0300/0390/0398ft.gif#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/0300/0390/0398fr.jpg#h=640&w=349","//cdn.loc.gov/service/pnp/bbc/0300/0390/0398fv.jpg#h=1024&w=558","http://www.loc.gov/pictures/collection/bbc/item/2007686968/","http://www.loc.gov/item/2007686968/","http://www.loc.gov/pictures/item/2007686968/","http://hdl.loc.gov/loc.pnp/bbc.0398f","http://www.loc.gov/resource/bbc.0398f/","http://lccn.loc.gov/2007686968","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007686969/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","barnie, billy (team member)","baltimore orioles","baltimore","american association","manager","albumen prints","baseball cards","","","","","326","bbc","catalog","baseball-cards","","[Billy Barnie, Baltimore Orioles, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : albumen.","2016-05-17T21:39:31.495Z","pictures","catalog","2016-05-17T21:36:24.088Z","1887","","LOT 13163-05, no. 327 [P&P]","Old Judge (N172)","1887-01-01T00:00:00Z","english","https://www.loc.gov/item/2007686969/","False","//cdn.loc.gov/service/pnp/bbc/0300/0390/0399f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0300/0390/0399f_150px.jpg#h=150&w=81","//cdn.loc.gov/service/pnp/bbc/0300/0390/0399ft.gif#h=150&w=81","//cdn.loc.gov/service/pnp/bbc/0300/0390/0399fr.jpg#h=640&w=344","//cdn.loc.gov/service/pnp/bbc/0300/0390/0399fv.jpg#h=1024&w=551","http://www.loc.gov/pictures/collection/bbc/item/2007686969/","http://www.loc.gov/item/2007686969/","http://www.loc.gov/pictures/item/2007686969/","http://hdl.loc.gov/loc.pnp/bbc.0399f","http://www.loc.gov/resource/bbc.0399f/","http://lccn.loc.gov/2007686969","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007686970/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","farrell, jack (team member)","baltimore orioles","baltimore","american association","shortstop","albumen prints","baseball cards","","","","","327","bbc","catalog","baseball-cards","","[Jack Farrell, Baltimore Orioles, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : albumen.","2016-05-17T21:39:31.495Z","pictures","catalog","2016-05-17T21:36:24.088Z","1887","","LOT 13163-05, no. 328 [P&P]","Old Judge (N172)","1887-01-01T00:00:00Z","english","https://www.loc.gov/item/2007686970/","False","//cdn.loc.gov/service/pnp/bbc/0400/0400/0400f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0400/0400/0400f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/0400/0400/0400ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/0400/0400/0400fr.jpg#h=640&w=352","//cdn.loc.gov/service/pnp/bbc/0400/0400/0400fv.jpg#h=1024&w=564","http://www.loc.gov/pictures/collection/bbc/item/2007686970/","http://www.loc.gov/item/2007686970/","http://www.loc.gov/pictures/item/2007686970/","http://hdl.loc.gov/loc.pnp/bbc.0400f","http://www.loc.gov/resource/bbc.0400f/","http://lccn.loc.gov/2007686970","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007686971/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","harkins, john (team member)","baltimore orioles","baltimore","american association","pitcher","albumen prints","baseball cards","","","","","328","bbc","catalog","baseball-cards","","[John Harkins, Baltimore Orioles, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : albumen.","2016-05-17T21:39:31.495Z","pictures","catalog","2016-05-17T21:36:24.088Z","1887","","LOT 13163-05, no. 329 [P&P]","Old Judge (N172)","1887-01-01T00:00:00Z","english","https://www.loc.gov/item/2007686971/","False","//cdn.loc.gov/service/pnp/bbc/0400/0400/0401f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0400/0400/0401f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/0400/0400/0401ft.gif#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/0400/0400/0401fr.jpg#h=640&w=359","//cdn.loc.gov/service/pnp/bbc/0400/0400/0401fv.jpg#h=1024&w=574","http://www.loc.gov/pictures/collection/bbc/item/2007686971/","http://www.loc.gov/item/2007686971/","http://www.loc.gov/pictures/item/2007686971/","http://hdl.loc.gov/loc.pnp/bbc.0401f","http://www.loc.gov/resource/bbc.0401f/","http://lccn.loc.gov/2007686971","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007686403/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","brynan, charlie (team member)","chicago white stockings","chicago","national league","pitcher","albumen prints","baseball cards","","","","","329","bbc","catalog","baseball-cards","","[Chas. Brynan, Chicago White Stockings, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : albumen.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1887","","LOT 13163-05, no. 33 [P&P]","Old Judge (N172)","1887-01-01T00:00:00Z","english","https://www.loc.gov/item/2007686403/","False","//cdn.loc.gov/service/pnp/bbc/0100/0100/0105f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0100/0100/0105f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/0100/0100/0105ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/0100/0100/0105fr.jpg#h=640&w=353","//cdn.loc.gov/service/pnp/bbc/0100/0100/0105fv.jpg#h=1024&w=566","http://www.loc.gov/pictures/collection/bbc/item/2007686403/","http://www.loc.gov/item/2007686403/","http://www.loc.gov/pictures/item/2007686403/","http://hdl.loc.gov/loc.pnp/bbc.0105f","http://www.loc.gov/resource/bbc.0105f/","http://lccn.loc.gov/2007686403","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007686972/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","kilroy, matt (team member)","baltimore orioles","baltimore","american association","pitcher","albumen prints","baseball cards","","","","","330","bbc","catalog","baseball-cards","","[Matt Kilroy, Baltimore Orioles, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : albumen.","2016-05-17T21:39:31.495Z","pictures","catalog","2016-05-17T21:36:24.088Z","1887","","LOT 13163-05, no. 330 [P&P]","Old Judge (N172)","1887-01-01T00:00:00Z","english","https://www.loc.gov/item/2007686972/","False","//cdn.loc.gov/service/pnp/bbc/0400/0400/0402f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0400/0400/0402f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/0400/0400/0402ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/0400/0400/0402fr.jpg#h=640&w=356","//cdn.loc.gov/service/pnp/bbc/0400/0400/0402fv.jpg#h=1024&w=570","http://www.loc.gov/pictures/collection/bbc/item/2007686972/","http://www.loc.gov/item/2007686972/","http://www.loc.gov/pictures/item/2007686972/","http://hdl.loc.gov/loc.pnp/bbc.0402f","http://www.loc.gov/resource/bbc.0402f/","http://lccn.loc.gov/2007686972","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007686973/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","kilroy, matt (team member)","baltimore orioles","baltimore","american association","pitcher","albumen prints","baseball cards","","","","","331","bbc","catalog","baseball-cards","","[Matt Kilroy, Baltimore Orioles, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : albumen.","2016-05-17T21:39:31.495Z","pictures","catalog","2016-05-17T21:36:24.088Z","1887","","LOT 13163-05, no. 331 [P&P]","Old Judge (N172)","1887-01-01T00:00:00Z","english","https://www.loc.gov/item/2007686973/","False","//cdn.loc.gov/service/pnp/bbc/0400/0400/0403f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0400/0400/0403f_150px.jpg#h=150&w=78","//cdn.loc.gov/service/pnp/bbc/0400/0400/0403ft.gif#h=150&w=78","//cdn.loc.gov/service/pnp/bbc/0400/0400/0403fr.jpg#h=640&w=332","//cdn.loc.gov/service/pnp/bbc/0400/0400/0403fv.jpg#h=1024&w=532","http://www.loc.gov/pictures/collection/bbc/item/2007686973/","http://www.loc.gov/item/2007686973/","http://www.loc.gov/pictures/item/2007686973/","http://hdl.loc.gov/loc.pnp/bbc.0403f","http://www.loc.gov/resource/bbc.0403f/","http://lccn.loc.gov/2007686973","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007686974/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","purcell, blondie (team member)","baltimore orioles","baltimore","american association","captain","albumen prints","baseball cards","","","","","332","bbc","catalog","baseball-cards","","[Blondie Purcell, Baltimore Orioles, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : albumen.","2016-05-17T21:39:31.495Z","pictures","catalog","2016-05-17T21:36:24.088Z","1887","","LOT 13163-05, no. 332 [P&P]","Old Judge (N172)","1887-01-01T00:00:00Z","english","https://www.loc.gov/item/2007686974/","False","//cdn.loc.gov/service/pnp/bbc/0400/0400/0404f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0400/0400/0404f_150px.jpg#h=150&w=86","//cdn.loc.gov/service/pnp/bbc/0400/0400/0404ft.gif#h=150&w=86","//cdn.loc.gov/service/pnp/bbc/0400/0400/0404fr.jpg#h=640&w=366","//cdn.loc.gov/service/pnp/bbc/0400/0400/0404fv.jpg#h=1024&w=585","http://www.loc.gov/pictures/collection/bbc/item/2007686974/","http://www.loc.gov/item/2007686974/","http://www.loc.gov/pictures/item/2007686974/","http://hdl.loc.gov/loc.pnp/bbc.0404f","http://www.loc.gov/resource/bbc.0404f/","http://lccn.loc.gov/2007686974","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007686975/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","shindle, bill (team member)","baltimore orioles","baltimore","american association","third baseman","albumen prints","baseball cards","","","","","333","bbc","catalog","baseball-cards","","[Bill Shindle, Baltimore Orioles, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : albumen.","2016-05-17T21:39:31.495Z","pictures","catalog","2016-05-17T21:36:24.088Z","1887","","LOT 13163-05, no. 333 [P&P]","Old Judge (N172)","1887-01-01T00:00:00Z","english","https://www.loc.gov/item/2007686975/","False","//cdn.loc.gov/service/pnp/bbc/0400/0400/0405f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0400/0400/0405f_150px.jpg#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/0400/0400/0405ft.gif#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/0400/0400/0405fr.jpg#h=640&w=361","//cdn.loc.gov/service/pnp/bbc/0400/0400/0405fv.jpg#h=1024&w=577","http://www.loc.gov/pictures/collection/bbc/item/2007686975/","http://www.loc.gov/item/2007686975/","http://www.loc.gov/pictures/item/2007686975/","http://hdl.loc.gov/loc.pnp/bbc.0405f","http://www.loc.gov/resource/bbc.0405f/","http://lccn.loc.gov/2007686975","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007686976/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","carpenter, hick (team member)","cincinnati red stockings","cincinnati","american association","third baseman","albumen prints","baseball cards","","","","","334","bbc","catalog","baseball-cards","","[Hick Carpenter, Cincinnati Red Stockings, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : albumen.","2016-05-17T21:39:31.495Z","pictures","catalog","2016-05-17T21:36:24.088Z","1887","","LOT 13163-05, no. 334 [P&P]","Old Judge (N172)","1887-01-01T00:00:00Z","english","https://www.loc.gov/item/2007686976/","False","//cdn.loc.gov/service/pnp/bbc/0400/0400/0406f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0400/0400/0406f_150px.jpg#h=150&w=78","//cdn.loc.gov/service/pnp/bbc/0400/0400/0406ft.gif#h=150&w=78","//cdn.loc.gov/service/pnp/bbc/0400/0400/0406fr.jpg#h=640&w=332","//cdn.loc.gov/service/pnp/bbc/0400/0400/0406fv.jpg#h=1024&w=531","http://www.loc.gov/pictures/collection/bbc/item/2007686976/","http://www.loc.gov/item/2007686976/","http://www.loc.gov/pictures/item/2007686976/","http://hdl.loc.gov/loc.pnp/bbc.0406f","http://www.loc.gov/resource/bbc.0406f/","http://lccn.loc.gov/2007686976","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007686977/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","carpenter, hick (team member)","cincinnati red stockings","cincinnati","american association","third baseman","albumen prints","baseball cards","","","","","335","bbc","catalog","baseball-cards","","[Hick Carpenter, Cincinnati Red Stockings, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : albumen.","2016-05-17T21:39:31.495Z","pictures","catalog","2016-05-17T21:36:24.088Z","1887","","LOT 13163-05, no. 335 [P&P]","Old Judge (N172)","1887-01-01T00:00:00Z","english","https://www.loc.gov/item/2007686977/","False","//cdn.loc.gov/service/pnp/bbc/0400/0400/0407f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0400/0400/0407f_150px.jpg#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/0400/0400/0407ft.gif#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/0400/0400/0407fr.jpg#h=640&w=363","//cdn.loc.gov/service/pnp/bbc/0400/0400/0407fv.jpg#h=1024&w=581","http://www.loc.gov/pictures/collection/bbc/item/2007686977/","http://www.loc.gov/item/2007686977/","http://www.loc.gov/pictures/item/2007686977/","http://hdl.loc.gov/loc.pnp/bbc.0407f","http://www.loc.gov/resource/bbc.0407f/","http://lccn.loc.gov/2007686977","","","","","",""
