"access_restricted","site__001","site__002","original_format__001","original_format__002","contributor__001","contributor__002","contributor__003","contributor__004","contributor__005","contributor__006","id","partof__001","partof__002","partof__003","partof__004","subject__001","subject__002","subject__003","subject__004","subject__005","subject__006","subject__007","subject__008","subject__009","subject__010","subject__011","subject__012","subject__013","index","group__001","group__002","group__003","group__004","title","segments__url","segments__count","segments__link","online_format__-","location__001","location__002","location__003","location__004","location__005","location__006","mime_type__001","mime_type__002","mime_type__003","mime_type__004","digitized","description__-","timestamp","extract_timestamp","date","shelf_id","count","other_title__001","other_title__002","other_title__003","dates__001","dates__002","dates__003","dates__004","dates__005","dates__006","dates__007","dates__008","dates__009","dates__010","language__001","language__002","language__003","url","items","hassegments","image_url__001","image_url__002","image_url__003","image_url__004","aka__001","aka__002","aka__003","aka__004","aka__005","aka__006","aka__007","aka__008","aka__009"
"False","performingarts","catalog","notated music","","chas. h. loomis","barreuther, harry j. (jr)","maccarthy, j. joseph","barreuther, harry j.","","","http://www.loc.gov/item/2017570120/","baseball sheet music","performing arts encyclopedia","catalog","","yale university","songs and music","students' songs","songs with piano","notated music","scores","songs","united states","","","","","","28","special/baseball","catalog","pae-temp","main-catalog","Men of Yale","https://www.loc.gov/resource/musbaseball.100077.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100077.0/&fo=json&sb=shelf-id&st=gallery","image","united states","connecticut","new haven","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Notated Music.   Scores..   Songs..   words by Joseph MacCarthy ; music by Harry J. Barreuther, Jr. (Statement Of Responsibility).   Cover title.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:05.740Z","2018-05-18T16:41:58.915Z","1909","M1950.Y2 B","","","","","1909-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570120/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100077:musbaseball-100077.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100077:musbaseball-100077.0001/full/pct:6.25/0/default.jpg#h=357&w=278","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100077:musbaseball-100077.0001/full/pct:12.5/0/default.jpg#h=714&w=556","","http://lccn.loc.gov/2017570120","http://www.loc.gov/item/2017570120/","http://www.loc.gov/item/musbaseball.100077/","http://www.loc.gov/resource/musbaseball.100077.0/","http://www.loc.gov/item/2017570120","http://www.loc.gov/resource/2017570120","","",""
"False","performingarts","catalog","notated music","","fordham university","coveney, j. ignatius","","","","","http://www.loc.gov/item/2017570172/","baseball sheet music","performing arts encyclopedia","catalog","","fordham university","songs and music","fight songs","marching songs","popular music","mr-pp","notated music","songs","marches (music)","united states","","","","29","special/baseball","catalog","pae-temp","main-catalog","Fordham ""ram"" march & two step","https://www.loc.gov/resource/musbaseball.100030.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100030.0/&fo=json&sb=shelf-id&st=gallery","image","united states","new york","fordham","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Mr-Pp.   Notated Music.   Popular Music..   Songs..   Fight Songs..   Marches (Music).   J. Ignatius Coveney, '06. (Statement Of Responsibility).   For chorus and piano.   Cover illustration of female fan waving Fordham pennant and photograph of Fordham baseball team and coaches.   ""Dedicated to Fordham University Athletic Association.""   Cover title.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:03.485Z","2018-05-18T16:41:58.915Z","1905","M1959.F64 C","","Hail! Men of Fordham, hail!","","","1905-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570172/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100030:musbaseball-100030.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100030:musbaseball-100030.0001/full/pct:6.25/0/default.jpg#h=357&w=279","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100030:musbaseball-100030.0001/full/pct:12.5/0/default.jpg#h=714&w=557","","http://lccn.loc.gov/2017570172","http://www.loc.gov/item/2017570172/","http://www.loc.gov/item/musbaseball.100030/","http://www.loc.gov/resource/musbaseball.100030.0/","http://www.loc.gov/item/2017570172","http://www.loc.gov/resource/2017570172","","",""
"False","performingarts","catalog","notated music","","h. kirkus dugdale co. inc","buckley, jean ((composer))","simon, e. c. ((lyricist))","buckley, jean","simon, e. c.","","http://www.loc.gov/item/2017570144/","baseball sheet music","performing arts encyclopedia","catalog","","popular music","songs with piano","baseball","songs and music","notated music","songs","scores","united states","","","","","","30","special/baseball","catalog","pae-temp","main-catalog","Play ball","https://www.loc.gov/resource/musbaseball.100017.0/","5","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100017.0/&fo=json&sb=shelf-id&st=gallery","image","washington d.c.","united states","washington","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Notated Music.   Popular Music..   Songs..   Scores..   music by Jean Buckley ; words by E. C. Simon. (Statement Of Responsibility).   Popular song for singer and piano.   Cover title.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:02.807Z","2018-05-18T16:41:58.915Z","1912","M1978.S713 B","","","","","1912-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570144/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100017:musbaseball-100017.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100017:musbaseball-100017.0001/full/pct:6.25/0/default.jpg#h=353&w=281","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100017:musbaseball-100017.0001/full/pct:12.5/0/default.jpg#h=705&w=561","","http://lccn.loc.gov/2017570144","http://www.loc.gov/item/2017570144/","http://www.loc.gov/item/musbaseball.100017/","http://www.loc.gov/resource/musbaseball.100017.0/","http://www.loc.gov/item/2017570144","http://www.loc.gov/resource/2017570144","","",""
"False","performingarts","catalog","notated music","","john t. hall music publishing co.","ballard, lawrence","levine, ralph irving","","","","http://www.loc.gov/item/2017570150/","baseball sheet music","performing arts encyclopedia","catalog","","popular music","songs with piano","baseball","songs and music","notated music","songs","scores","united states","","","","","","31","special/baseball","catalog","pae-temp","main-catalog","That baseball man","https://www.loc.gov/resource/musbaseball.100027.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100027.0/&fo=json&sb=shelf-id&st=gallery","image","united states","new york city","new york","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Notated Music.   Popular Music..   Songs..   Scores..   music by Lawrence Ballard ; words by Ralph Irving Levine. (Statement Of Responsibility).   Popular song for singer and piano.   Cover title.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:03.485Z","2018-05-18T16:41:58.915Z","1913","M1978.S713 B","","","","","1913-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570150/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100027:musbaseball-100027.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100027:musbaseball-100027.0001/full/pct:6.25/0/default.jpg#h=339&w=273","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100027:musbaseball-100027.0001/full/pct:12.5/0/default.jpg#h=677&w=546","","http://lccn.loc.gov/2017570150","http://www.loc.gov/item/2017570150/","http://www.loc.gov/item/musbaseball.100027/","http://www.loc.gov/resource/musbaseball.100027.0/","http://www.loc.gov/item/2017570150","http://www.loc.gov/resource/2017570150","","",""
"False","performingarts","catalog","notated music","","john t. hall music pu co.","cobb, e. m.","cobb, a. f.","","","","http://www.loc.gov/item/2017570148/","baseball sheet music","performing arts encyclopedia","catalog","","popular music","songs with piano","baseball","songs and music","notated music","songs","scores","united states","","","","","","32","special/baseball","catalog","pae-temp","main-catalog","Take me out to the baseball game","https://www.loc.gov/resource/musbaseball.100026.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100026.0/&fo=json&sb=shelf-id&st=gallery","image","united states","new york","","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Notated Music.   Popular Music..   Songs..   Scores..   music by E. M. Cobb ; words by A. F. Cobb. (Statement Of Responsibility).   Popular song for singer and piano.   Cover title.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:03.485Z","2018-05-18T16:41:58.915Z","1913","M1978.S713 C","","","","","1913-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570148/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100026:musbaseball-100026.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100026:musbaseball-100026.0001/full/pct:6.25/0/default.jpg#h=349&w=272","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100026:musbaseball-100026.0001/full/pct:12.5/0/default.jpg#h=697&w=543","","http://lccn.loc.gov/2017570148","http://www.loc.gov/item/2017570148/","http://www.loc.gov/item/musbaseball.100026/","http://www.loc.gov/resource/musbaseball.100026.0/","http://www.loc.gov/item/2017570148","http://www.loc.gov/resource/2017570148","","",""
"False","performingarts","catalog","notated music","","clark, edward","","","","","","http://www.loc.gov/item/2017570134/","baseball sheet music","performing arts encyclopedia","catalog","","popular music","songs with piano","baseball","songs and music","music","manuscripts","facsimiles","pp-sg","notated music","songs","scores","united states","","33","special/baseball","catalog","pae-temp","main-catalog","My old man is baseball mad","https://www.loc.gov/resource/musbaseball.100051.0/","4","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100051.0/&fo=json&sb=shelf-id&st=gallery","image","united states","no place, unknown, or undetermined","","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Pp-Sg.   Notated Music.   Popular Music..   Songs..   Facsimiles..   Scores..   words + music by Edward Clark. (Statement Of Responsibility).   Song for voice and piano.   Reproduction from manuscript.   Title from caption.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:04.988Z","2018-05-18T16:41:58.915Z","1901","M1978.S713 C","","","","","1901-01-01T00:00:00Z","1902-01-01T00:00:00Z","1903-01-01T00:00:00Z","1904-01-01T00:00:00Z","1905-01-01T00:00:00Z","1906-01-01T00:00:00Z","1907-01-01T00:00:00Z","1908-01-01T00:00:00Z","1909-01-01T00:00:00Z","1910-01-01T00:00:00Z","english","","","https://www.loc.gov/item/2017570134/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100051:musbaseball-100051.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100051:musbaseball-100051.0001/full/pct:6.25/0/default.jpg#h=313&w=253","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100051:musbaseball-100051.0001/full/pct:12.5/0/default.jpg#h=625&w=505","","http://lccn.loc.gov/2017570134","http://www.loc.gov/item/2017570134/","http://www.loc.gov/item/musbaseball.100051/","http://www.loc.gov/resource/musbaseball.100051.0/","http://www.loc.gov/item/2017570134","http://www.loc.gov/resource/2017570134","","",""
"False","performingarts","catalog","notated music","","morshead advertising agency","chipman, clay w.","","","","","http://www.loc.gov/item/2017570153/","baseball sheet music","performing arts encyclopedia","catalog","","wolverton, harry","songs and music","baseball","popular music","pp-sg","notated music","music","songs","scores","california","sacramento","","","34","special/baseball","catalog","pae-temp","main-catalog","That ""Wolverton"" rag","https://www.loc.gov/resource/musbaseball.100063.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100063.0/&fo=json&sb=shelf-id&st=gallery","image","sacramento","california","","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Pp-Sg.   Notated Music.   Music..   Popular Music..   Songs..   Scores..   words and music by Clay Chipman. (Statement Of Responsibility).   Song for medium voice and piano.   Title from caption.   Reproduced from holograph.   ""Written expressly for the Sacramento Coast League baseball team by Clay W. Chipman.""--Cover.   Cover photograph of Harry Wolverton, manager of the Sacramento Solons, 1913-1914.   English words. (Language).   Staff notation (Language).","2018-05-18T16:43:04.988Z","2018-05-18T16:41:58.915Z","1913","M1978.S713 C","","","","","1913-01-01T00:00:00Z","1914-01-01T00:00:00Z","","","","","","","","","english","","","https://www.loc.gov/item/2017570153/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100063:musbaseball-100063.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100063:musbaseball-100063.0001/full/pct:6.25/0/default.jpg#h=349&w=275","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100063:musbaseball-100063.0001/full/pct:12.5/0/default.jpg#h=698&w=550","","http://lccn.loc.gov/2017570153","http://www.loc.gov/item/2017570153/","http://www.loc.gov/item/musbaseball.100063/","http://www.loc.gov/resource/musbaseball.100063.0/","http://www.loc.gov/item/2017570153","http://www.loc.gov/resource/2017570153","","",""
"False","performingarts","catalog","notated music","","harry von tilzer publishing co.","clark, edward","","","","","http://www.loc.gov/item/2017570135/","baseball sheet music","performing arts encyclopedia","catalog","","popular music","songs with piano","baseball","songs and music","pp-sg","notated music","songs","scores","united states","","","","","35","special/baseball","catalog","pae-temp","main-catalog","My old man is base ball mad","https://www.loc.gov/resource/musbaseball.100078.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100078.0/&fo=json&sb=shelf-id&st=gallery","image","united states","new york city","new york","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Pp-Sg.   Notated Music.   Popular Music..   Songs..   Scores..   words & music by Edward Clark. (Statement Of Responsibility).   Song for voice and piano.   Title from cover.   ""All stretch - seventh inning""--Cover.   Cover illustration of stick figure made of bats wearing catcher's gear, with baseball as head. Insect-like.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:05.740Z","2018-05-18T16:41:58.915Z","1910","M1978.S713 C","","","","","1910-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570135/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100078:musbaseball-100078.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100078:musbaseball-100078.0001/full/pct:6.25/0/default.jpg#h=353&w=276","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100078:musbaseball-100078.0001/full/pct:12.5/0/default.jpg#h=705&w=552","","http://lccn.loc.gov/2017570135","http://www.loc.gov/item/2017570135/","http://www.loc.gov/item/musbaseball.100078/","http://www.loc.gov/resource/musbaseball.100078.0/","http://www.loc.gov/item/2017570135","http://www.loc.gov/resource/2017570135","","",""
"False","performingarts","catalog","notated music","","eldridge entertainment house","eldridge, harry c. (harry carleton)","bugbee, willis n. (willis newton)","","","","http://www.loc.gov/item/2017570204/","baseball sheet music","performing arts encyclopedia","catalog","","baseball","songs and music","popular music","songs with piano","notated music","scores","songs","united states","","","","","","36","special/baseball","catalog","pae-temp","main-catalog","The   ""champeen"" baseball nine (for nine small fellows.)","https://www.loc.gov/resource/musbaseball.100085.0/","5","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100085.0/&fo=json&sb=shelf-id&st=gallery","image","united states","ohio","franklin","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Notated Music.   Scores..   Songs..   Popular Music..   words by Willis N. Bugbee ; music by Harry G. Eldridge. (Statement Of Responsibility).   For singer and piano.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:06.647Z","2018-05-18T16:41:58.915Z","1911","M1978.S713 E","","","","","1911-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570204/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100085:musbaseball-100085.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100085:musbaseball-100085.0001/full/pct:6.25/0/default.jpg#h=355&w=281","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100085:musbaseball-100085.0001/full/pct:12.5/0/default.jpg#h=709&w=561","","http://lccn.loc.gov/2017570204","http://www.loc.gov/item/2017570204/","http://www.loc.gov/item/musbaseball.100085/","http://www.loc.gov/resource/musbaseball.100085.0/","http://www.loc.gov/item/2017570204","http://www.loc.gov/resource/2017570204","","",""
"False","performingarts","catalog","notated music","","wm. a steiner., james k. porter, thomas arrigo","evans, everett j.","steiner, wm. a.","porter, james k.","arrigo, thomas","","http://www.loc.gov/item/2017570207/","baseball sheet music","performing arts encyclopedia","catalog","","federal league of base ball clubs","songs and music","baseball","popular music","songs with piano","notated music","scores","songs","united states","","","","","37","special/baseball","catalog","pae-temp","main-catalog","Be a Federal League fan","https://www.loc.gov/resource/musbaseball.100088.0/","4","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100088.0/&fo=json&sb=shelf-id&st=gallery","image","united states","new york","perrysburg","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Notated Music.   Scores..   Songs..   Popular Music..   words by Wm. A Steiner, James K. Porter, Thomas Arrigo ; music by Everett J. Evans. (Statement Of Responsibility).   For singer and piano.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:06.647Z","2018-05-18T16:41:58.915Z","1915","M1978.S713 E","","","","","1915-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570207/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100088:musbaseball-100088.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100088:musbaseball-100088.0001/full/pct:6.25/0/default.jpg#h=323&w=252","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100088:musbaseball-100088.0001/full/pct:12.5/0/default.jpg#h=646&w=503","","http://lccn.loc.gov/2017570207","http://www.loc.gov/item/2017570207/","http://www.loc.gov/item/musbaseball.100088/","http://www.loc.gov/resource/musbaseball.100088.0/","http://www.loc.gov/item/2017570207","http://www.loc.gov/resource/2017570207","","",""
"False","performingarts","catalog","notated music","","h. g. denlinger","fan, a.","","","","","http://www.loc.gov/item/2017570149/","baseball sheet music","performing arts encyclopedia","catalog","","popular music","songs with piano","baseball","songs and music","notated music","songs","scores","united states","","","","","","38","special/baseball","catalog","pae-temp","main-catalog","That baseball lie","https://www.loc.gov/resource/musbaseball.100036.0/","4","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100036.0/&fo=json&sb=shelf-id&st=gallery","image","pennsylvania","united states","biglerville","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Notated Music.   Popular Music..   Songs..   Scores..   words & music by A. Fan. (Statement Of Responsibility).   Popular song for singer and piano.   Caption title.   ""Professional copy.""   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:04.247Z","2018-05-18T16:41:58.915Z","1916","M1978.S713 F","","","","","1916-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570149/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100036:musbaseball-100036.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100036:musbaseball-100036.0001/full/pct:6.25/0/default.jpg#h=323&w=250","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100036:musbaseball-100036.0001/full/pct:12.5/0/default.jpg#h=645&w=499","","http://lccn.loc.gov/2017570149","http://www.loc.gov/item/2017570149/","http://www.loc.gov/item/musbaseball.100036/","http://www.loc.gov/resource/musbaseball.100036.0/","http://www.loc.gov/item/2017570149","http://www.loc.gov/resource/2017570149","","",""
"False","performingarts","catalog","notated music","","funk, pauline gartin","","","","","","http://www.loc.gov/item/2017570141/","baseball sheet music","performing arts encyclopedia","catalog","","popular music","songs with piano","baseball","songs and music","notated music","songs","scores","united states","","","","","","39","special/baseball","catalog","pae-temp","main-catalog","Play ball (the grand old game)","https://www.loc.gov/resource/musbaseball.100059.0/","4","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100059.0/&fo=json&sb=shelf-id&st=gallery","image","united states","no place, unknown, or undetermined","","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Notated Music.   Popular Music..   Songs..   Scores..   words & music by Pauline Gartin Funk. (Statement Of Responsibility).   Popular song for singer and piano.   Manuscript.   Caption title.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:04.988Z","2018-05-18T16:41:58.915Z","1921","M1978.S713 F","","","","","1921-01-01T00:00:00Z","1922-01-01T00:00:00Z","1923-01-01T00:00:00Z","1924-01-01T00:00:00Z","1925-01-01T00:00:00Z","1926-01-01T00:00:00Z","1927-01-01T00:00:00Z","1928-01-01T00:00:00Z","1929-01-01T00:00:00Z","1930-01-01T00:00:00Z","english","","","https://www.loc.gov/item/2017570141/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100059:musbaseball-100059.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100059:musbaseball-100059.0001/full/pct:6.25/0/default.jpg#h=347&w=280","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100059:musbaseball-100059.0001/full/pct:12.5/0/default.jpg#h=693&w=559","","http://lccn.loc.gov/2017570141","http://www.loc.gov/item/2017570141/","http://www.loc.gov/item/musbaseball.100059/","http://www.loc.gov/resource/musbaseball.100059.0/","http://www.loc.gov/item/2017570141","http://www.loc.gov/resource/2017570141","","",""
"False","performingarts","catalog","notated music","","the riviera music company","friedman, leo","dunbar, frank w.","","","","http://www.loc.gov/item/2017570202/","baseball sheet music","performing arts encyclopedia","catalog","","ruth, babe","songs and music","baseball","popular music","songs with piano","notated music","scores","songs","united states","","","","","40","special/baseball","catalog","pae-temp","main-catalog","You make a Babe-Ruth hit with me","https://www.loc.gov/resource/musbaseball.100083.0/","4","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100083.0/&fo=json&sb=shelf-id&st=gallery","image","united states","chicago","illinois","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Notated Music.   Scores..   Songs..   Popular Music..   words by Frank W. Dunbar ; music by Leo Friedman. (Statement Of Responsibility).   For singer and piano.   Portrait of actress Anna Luther on cover.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:06.647Z","2018-05-18T16:41:58.915Z","1921","M1978.S713 F","","","","","1921-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570202/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100083:musbaseball-100083.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100083:musbaseball-100083.0001/full/pct:6.25/0/default.jpg#h=350&w=269","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100083:musbaseball-100083.0001/full/pct:12.5/0/default.jpg#h=700&w=538","","http://lccn.loc.gov/2017570202","http://www.loc.gov/item/2017570202/","http://www.loc.gov/item/musbaseball.100083/","http://www.loc.gov/resource/musbaseball.100083.0/","http://www.loc.gov/item/2017570202","http://www.loc.gov/resource/2017570202","","",""
"False","performingarts","catalog","notated music","","gillespie, james f.","seifried, may v.","","","","","http://www.loc.gov/item/2017570127/","baseball sheet music","performing arts encyclopedia","catalog","","baseball","songs and music","popular music","songs with piano","notated music","scores","songs","united states","","","","","","41","special/baseball","catalog","pae-temp","main-catalog","Base ball bug","https://www.loc.gov/resource/musbaseball.100001.0/","4","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100001.0/&fo=json&sb=shelf-id&st=gallery","image","united states","no place, unknown, or undetermined","","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Notated Music.   Scores..   Songs..   Popular Music..   words and music by James F. Gillespie ; arranged by May V. Seifried. (Statement Of Responsibility).   For singer and piano.   Caption title.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:02.125Z","2018-05-18T16:41:58.915Z","1911","M1978.S713 G","","","","","1911-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570127/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100001:musbaseball-100001.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100001:musbaseball-100001.0001/full/pct:6.25/0/default.jpg#h=309&w=249","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100001:musbaseball-100001.0001/full/pct:12.5/0/default.jpg#h=618&w=497","","http://lccn.loc.gov/2017570127","http://www.loc.gov/item/2017570127/","http://www.loc.gov/item/musbaseball.100001/","http://www.loc.gov/resource/musbaseball.100001.0/","http://www.loc.gov/item/2017570127","http://www.loc.gov/resource/2017570127","","",""
"False","performingarts","catalog","notated music","","spaulding & kornder","glenroy, william","","","","","http://www.loc.gov/item/2017570146/","baseball sheet music","performing arts encyclopedia","catalog","","popular music","to 1901","songs with piano","baseball","songs and music","notated music","songs","scores","united states","","","","","42","special/baseball","catalog","pae-temp","main-catalog","Play ball comic song","https://www.loc.gov/resource/musbaseball.100010.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100010.0/&fo=json&sb=shelf-id&st=gallery","image","united states","brooklyn","new york","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Notated Music.   Popular Music..   Songs..   Scores..   words and music by Wm. B. Glenroy. (Statement Of Responsibility).   Popular song for singer and piano.   ""Sung by the composer with Sheridan & Flynn's Grand Company."" Unique cover illustration of baseball.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:02.807Z","2018-05-18T16:41:58.915Z","1890","M1978.S713 G","","","","","1890-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570146/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100010:musbaseball-100010.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100010:musbaseball-100010.0001/full/pct:6.25/0/default.jpg#h=359&w=281","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100010:musbaseball-100010.0001/full/pct:12.5/0/default.jpg#h=718&w=561","","http://lccn.loc.gov/2017570146","http://www.loc.gov/item/2017570146/","http://www.loc.gov/item/musbaseball.100010/","http://www.loc.gov/resource/musbaseball.100010.0/","http://www.loc.gov/item/2017570146","http://www.loc.gov/resource/2017570146","","",""
