"access_restricted","site__001","site__002","original_format__001","original_format__002","contributor__001","contributor__002","contributor__003","contributor__004","contributor__005","contributor__006","id","partof__001","partof__002","partof__003","partof__004","subject__001","subject__002","subject__003","subject__004","subject__005","subject__006","subject__007","subject__008","subject__009","subject__010","subject__011","subject__012","subject__013","index","group__001","group__002","group__003","group__004","title","segments__url","segments__count","segments__link","online_format__-","location__001","location__002","location__003","location__004","location__005","location__006","mime_type__001","mime_type__002","mime_type__003","mime_type__004","digitized","description__-","timestamp","extract_timestamp","date","shelf_id","count","other_title__001","other_title__002","other_title__003","dates__001","dates__002","dates__003","dates__004","dates__005","dates__006","dates__007","dates__008","dates__009","dates__010","language__001","language__002","language__003","url","items","hassegments","image_url__001","image_url__002","image_url__003","image_url__004","aka__001","aka__002","aka__003","aka__004","aka__005","aka__006","aka__007","aka__008","aka__009"
"False","performingarts","catalog","notated music","","spier, charles e.","bodin, edward f.","","","","","http://www.loc.gov/item/2017570151/","baseball sheet music","performing arts encyclopedia","catalog","","popular music","songs with piano","baseball","songs and music","notated music","songs","scores","united states","","","","","","58","special/baseball","catalog","pae-temp","main-catalog","That baseball melody","https://www.loc.gov/resource/musbaseball.100062.0/","4","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100062.0/&fo=json&sb=shelf-id&st=gallery","image","united states","no place, unknown, or undetermined","","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Notated Music.   Popular Music..   Songs..   Scores..   music by Charles E. Spier ; words by Edward F. Bodin. (Statement Of Responsibility).   Popular song for singer and piano.   Manuscript.   Caption title.   English words printed separately as text on attached sheet. (Language).   Staff notation. (Language).","2018-05-18T16:43:04.988Z","2018-05-18T16:41:58.915Z","1911","M1978.S713 S","","","","","1911-01-01T00:00:00Z","1912-01-01T00:00:00Z","1913-01-01T00:00:00Z","1914-01-01T00:00:00Z","1915-01-01T00:00:00Z","1916-01-01T00:00:00Z","1917-01-01T00:00:00Z","1918-01-01T00:00:00Z","1919-01-01T00:00:00Z","1920-01-01T00:00:00Z","english","","","https://www.loc.gov/item/2017570151/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100062:musbaseball-100062.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100062:musbaseball-100062.0001/full/pct:6.25/0/default.jpg#h=298&w=235","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100062:musbaseball-100062.0001/full/pct:12.5/0/default.jpg#h=595&w=469","","http://lccn.loc.gov/2017570151","http://www.loc.gov/item/2017570151/","http://www.loc.gov/item/musbaseball.100062/","http://www.loc.gov/resource/musbaseball.100062.0/","http://www.loc.gov/item/2017570151","http://www.loc.gov/resource/2017570151","","",""
"False","performingarts","catalog","notated music","","m.h. andrews","skinner, edward a.","tefft, nathan appleton","","","","http://www.loc.gov/item/2017570139/","baseball sheet music","performing arts encyclopedia","catalog","","popular music","to 1901","songs with piano","incidental music","scores","baseball","songs and music","pp-sg","notated music","songs","united states","","","59","special/baseball","catalog","pae-temp","main-catalog","Over the fence is out song","https://www.loc.gov/resource/musbaseball.100071.0/","5","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100071.0/&fo=json&sb=shelf-id&st=gallery","image","united states","bangor","maine","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Pp-Sg.   Notated Music.   Popular Music..   Incidental Music..   Scores..   Songs..   music by Edward A. Skinner ; words by Nate A. Tefft. (Statement Of Responsibility).   Song for voice and piano.   Title from cover.   ""As sung by Edward J. Pooler in The gloves. A big hit""--Cover.   English words, with additional verses printed separately as text. (Language).   Staff notation. (Language).","2018-05-18T16:43:05.740Z","2018-05-18T16:41:58.915Z","1896","M1978.S713 S","","","","","1896-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570139/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100071:musbaseball-100071.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100071:musbaseball-100071.0001/full/pct:6.25/0/default.jpg#h=354&w=275","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100071:musbaseball-100071.0001/full/pct:12.5/0/default.jpg#h=708&w=549","","http://lccn.loc.gov/2017570139","http://www.loc.gov/item/2017570139/","http://www.loc.gov/item/musbaseball.100071/","http://www.loc.gov/resource/musbaseball.100071.0/","http://www.loc.gov/item/2017570139","http://www.loc.gov/resource/2017570139","","",""
"False","performingarts","catalog","notated music","","h. kirkus dugdale co.","tillinghast, edris j.","morrill, frederick c.","","","","http://www.loc.gov/item/2017570133/","baseball sheet music","performing arts encyclopedia","catalog","","popular music","songs with piano","baseball","songs and music","pp-sg","notated music","songs","scores","united states","","","","","60","special/baseball","catalog","pae-temp","main-catalog","My dad's the pitcher-man","https://www.loc.gov/resource/musbaseball.100023.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100023.0/&fo=json&sb=shelf-id&st=gallery","image","washington d.c.","united states","washington","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Pp-Sg.   Notated Music.   Popular Music..   Songs..   Scores..   words by Frederick C. (Ted) Morrill ; music by Edris J. Tillingbast. (Statement Of Responsibility).   Song for voice and piano.   Title from cover.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:03.485Z","2018-05-18T16:41:58.915Z","1913","M1978.S713 T","","","","","1913-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570133/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100023:musbaseball-100023.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100023:musbaseball-100023.0001/full/pct:6.25/0/default.jpg#h=353&w=281","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100023:musbaseball-100023.0001/full/pct:12.5/0/default.jpg#h=705&w=561","","http://lccn.loc.gov/2017570133","http://www.loc.gov/item/2017570133/","http://www.loc.gov/item/musbaseball.100023/","http://www.loc.gov/resource/musbaseball.100023.0/","http://www.loc.gov/item/2017570133","http://www.loc.gov/resource/2017570133","","",""
"False","performingarts","catalog","notated music","","m.c. thornton","thornton, m. c.","mitchell, helen","","","","http://www.loc.gov/item/2017570156/","baseball sheet music","performing arts encyclopedia","catalog","","popular music","songs with piano","baseball","songs and music","pp-sg","notated music","songs","scores","united states","","","","","61","special/baseball","catalog","pae-temp","main-catalog","The   national game of love","https://www.loc.gov/resource/musbaseball.100041.0/","4","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100041.0/&fo=json&sb=shelf-id&st=gallery","image","united states","indiana","new albany","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Pp-Sg.   Notated Music.   Popular Music..   Songs..   Scores..   words & music by Senator M.C. Thornton ; arranged by Helen Mitchell. (Statement Of Responsibility).   Song for voice and piano.   Title from cover.   Cover illustration includes young man and woman holding hands, with baseball and baseball game in background. ""Cincinnati"" pennant waving in background.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:04.247Z","2018-05-18T16:41:58.915Z","1919","M1978.S713 T","","","","","1919-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570156/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100041:musbaseball-100041.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100041:musbaseball-100041.0001/full/pct:6.25/0/default.jpg#h=356&w=281","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100041:musbaseball-100041.0001/full/pct:12.5/0/default.jpg#h=712&w=561","","http://lccn.loc.gov/2017570156","http://www.loc.gov/item/2017570156/","http://www.loc.gov/item/musbaseball.100041/","http://www.loc.gov/resource/musbaseball.100041.0/","http://www.loc.gov/item/2017570156","http://www.loc.gov/resource/2017570156","","",""
"False","performingarts","catalog","notated music","","the h. kirkus dugdale co.","wilson, j. ((composer))","wilson, j.","","","","http://www.loc.gov/item/2017570140/","baseball sheet music","performing arts encyclopedia","catalog","","popular music","songs with piano","baseball","songs and music","pp-sg","notated music","songs","scores","united states","","","","","62","special/baseball","catalog","pae-temp","main-catalog","Pirates base ball song","https://www.loc.gov/resource/musbaseball.100008.0/","5","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100008.0/&fo=json&sb=shelf-id&st=gallery","image","washington d.c.","united states","washington","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Pp-Sg.   Notated Music.   Popular Music..   Songs..   Scores..   by J.B. Wilson. (Statement Of Responsibility).   Song for voice and piano.   Title from cover.   Cover features illustration of batter and catcher.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:02.125Z","2018-05-18T16:41:58.915Z","1911","M1978.S713 W","","Pirates baseball song","","","1911-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570140/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100008:musbaseball-100008.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100008:musbaseball-100008.0001/full/pct:6.25/0/default.jpg#h=353&w=280","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100008:musbaseball-100008.0001/full/pct:12.5/0/default.jpg#h=705&w=559","","http://lccn.loc.gov/2017570140","http://www.loc.gov/item/2017570140/","http://www.loc.gov/item/musbaseball.100008/","http://www.loc.gov/resource/musbaseball.100008.0/","http://www.loc.gov/item/2017570140","http://www.loc.gov/resource/2017570140","","",""
"False","performingarts","catalog","notated music","","jos. w. stern & co.","williams, edna","gray, thomas j.","","","","http://www.loc.gov/item/2017570157/","baseball sheet music","performing arts encyclopedia","catalog","","popular music","songs with piano","baseball","songs and music","pp-sg","notated music","songs","scores","united states","","","","","63","special/baseball","catalog","pae-temp","main-catalog","You've made a home run with me","https://www.loc.gov/resource/musbaseball.100014.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100014.0/&fo=json&sb=shelf-id&st=gallery","image","united states","new york","","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Pp-Sg.   Notated Music.   Popular Music..   Songs..   Scores..   music by Edna Williams ; lyric by Thomas J. Gray. (Statement Of Responsibility).   Song for voice and piano.   Title from caption.   LC copy has caption printed as ""You made a home run with me"" with ""You"" changed to ""You've"" with handwritten ink.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:02.807Z","2018-05-18T16:41:58.915Z","1911","M1978.S713 W","","You made a home run with me","","","1911-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570157/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100014:musbaseball-100014.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100014:musbaseball-100014.0001/full/pct:6.25/0/default.jpg#h=367&w=286","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100014:musbaseball-100014.0001/full/pct:12.5/0/default.jpg#h=733&w=571","","http://lccn.loc.gov/2017570157","http://www.loc.gov/item/2017570157/","http://www.loc.gov/item/musbaseball.100014/","http://www.loc.gov/resource/musbaseball.100014.0/","http://www.loc.gov/item/2017570157","http://www.loc.gov/resource/2017570157","","",""
"False","performingarts","catalog","notated music","","walwig, samuel","schetter, jacob l.","","","","","http://www.loc.gov/item/2017570155/","baseball sheet music","performing arts encyclopedia","catalog","","popular music","songs with piano","baseball","songs and music","music","manuscripts","facsimiles","notated music","songs","scores","arrangements (music)","united states","","64","special/baseball","catalog","pae-temp","main-catalog","The   hey ruben nine","https://www.loc.gov/resource/musbaseball.100019.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100019.0/&fo=json&sb=shelf-id&st=gallery","image","united states","no place, unknown, or undetermined","","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Notated Music.   Popular Music..   Songs..   Scores..   Facsimiles..   Arrangements (Music).   words and music by Samuel Walwig ; arranged by Jacob L. Schetter. (Statement Of Responsibility).   Song for voice and piano.   ""As sung by the Limberger cheese trio. A strong hit""--Cover.   Title from cover.   Reproduction from manuscript.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:02.807Z","2018-05-18T16:41:58.915Z","1911","M1978.S713 W","","Hey ruben base ball nine no. 23","","","1911-01-01T00:00:00Z","1912-01-01T00:00:00Z","1913-01-01T00:00:00Z","1914-01-01T00:00:00Z","1915-01-01T00:00:00Z","1916-01-01T00:00:00Z","1917-01-01T00:00:00Z","1918-01-01T00:00:00Z","1919-01-01T00:00:00Z","1920-01-01T00:00:00Z","english","","","https://www.loc.gov/item/2017570155/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100019:musbaseball-100019.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100019:musbaseball-100019.0001/full/pct:6.25/0/default.jpg#h=339&w=275","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100019:musbaseball-100019.0001/full/pct:12.5/0/default.jpg#h=678&w=550","","http://lccn.loc.gov/2017570155","http://www.loc.gov/item/2017570155/","http://www.loc.gov/item/musbaseball.100019/","http://www.loc.gov/resource/musbaseball.100019.0/","http://www.loc.gov/item/2017570155","http://www.loc.gov/resource/2017570155","","",""
"False","performingarts","catalog","notated music","","modern music publishers","white, bob ((composer))","stocking, dexter","sigman, harry","white, bob","","http://www.loc.gov/item/2017570143/","baseball sheet music","performing arts encyclopedia","catalog","","popular music","songs with piano","baseball","songs and music","notated music","songs","scores","united states","","","","","","65","special/baseball","catalog","pae-temp","main-catalog","Play ball","https://www.loc.gov/resource/musbaseball.100043.0/","4","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100043.0/&fo=json&sb=shelf-id&st=gallery","image","united states","chicago","illinois","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Notated Music.   Popular Music..   Songs..   Scores..   by Bob White, Dexter Stocking and Harry Sigman. (Statement Of Responsibility).   Popular song for singer and piano.   Caption title.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:04.247Z","2018-05-18T16:41:58.915Z","1908","M1978.S713 W","","","","","1908-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570143/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100043:musbaseball-100043.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100043:musbaseball-100043.0001/full/pct:6.25/0/default.jpg#h=360&w=279","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100043:musbaseball-100043.0001/full/pct:12.5/0/default.jpg#h=719&w=557","","http://lccn.loc.gov/2017570143","http://www.loc.gov/item/2017570143/","http://www.loc.gov/item/musbaseball.100043/","http://www.loc.gov/resource/musbaseball.100043.0/","http://www.loc.gov/item/2017570143","http://www.loc.gov/resource/2017570143","","",""
"False","performingarts","catalog","notated music","","marks-goldsmith company inc","waters, ray ((songwriter))","lean, j. e.","waters, ray","","","http://www.loc.gov/item/2017570129/","baseball sheet music","performing arts encyclopedia","catalog","","baseball","songs and music","popular music","songs with piano","notated music","scores","songs","united states","","","","","","66","special/baseball","catalog","pae-temp","main-catalog","Casey at the ball game","https://www.loc.gov/resource/musbaseball.100060.0/","5","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100060.0/&fo=json&sb=shelf-id&st=gallery","image","washington d.c.","united states","","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Notated Music.   Scores..   Songs.   Popular Music..   words by J. E. Lean ; music by Ray Waters. (Statement Of Responsibility).   For singer and piano.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:04.988Z","2018-05-18T16:41:58.915Z","1914","M1978.S713 W","","","","","1914-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570129/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100060:musbaseball-100060.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100060:musbaseball-100060.0001/full/pct:6.25/0/default.jpg#h=355&w=278","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100060:musbaseball-100060.0001/full/pct:12.5/0/default.jpg#h=709&w=555","","http://lccn.loc.gov/2017570129","http://www.loc.gov/item/2017570129/","http://www.loc.gov/item/musbaseball.100060/","http://www.loc.gov/resource/musbaseball.100060.0/","http://www.loc.gov/item/2017570129","http://www.loc.gov/resource/2017570129","","",""
"False","performingarts","catalog","notated music","","john a. winfield","winfield, john a.","","","","","http://www.loc.gov/item/2017570209/","baseball sheet music","performing arts encyclopedia","catalog","","baseball","songs and music","popular music","notated music","scores","songs","united states","","","","","","","67","special/baseball","catalog","pae-temp","main-catalog","Give me the ball game","https://www.loc.gov/resource/musbaseball.100066.0/","5","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100066.0/&fo=json&sb=shelf-id&st=gallery","image","united states","providence","rhode island","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Notated Music.   Scores..   Songs..   Popular Music..   words and music by John A. Winfield. (Statement Of Responsibility).   For singer and piano.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:05.740Z","2018-05-18T16:41:58.915Z","1912","M1978.S713 W","","","","","1912-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570209/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100066:musbaseball-100066.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100066:musbaseball-100066.0001/full/pct:6.25/0/default.jpg#h=356&w=278","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100066:musbaseball-100066.0001/full/pct:12.5/0/default.jpg#h=712&w=556","","http://lccn.loc.gov/2017570209","http://www.loc.gov/item/2017570209/","http://www.loc.gov/item/musbaseball.100066/","http://www.loc.gov/resource/musbaseball.100066.0/","http://www.loc.gov/item/2017570209","http://www.loc.gov/resource/2017570209","","",""
"False","performingarts","catalog","notated music","","aarons, paul and co. music publishers","zeller, george a. ((composer))","coleman, ralph p. (ralph pallen)","zeller, george a.","","","http://www.loc.gov/item/2017570152/","baseball sheet music","performing arts encyclopedia","catalog","","popular music","songs with piano","baseball","songs and music","pp-sg","notated music","songs","scores","united states","","","","","68","special/baseball","catalog","pae-temp","main-catalog","That baseball rag","https://www.loc.gov/resource/musbaseball.100012.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100012.0/&fo=json&sb=shelf-id&st=gallery","image","pennsylvania","united states","philadelphia","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Pp-Sg.   Notated Music.   Popular Music..   Songs..   Scores..   music by George A. Zeller ; lyrics by Ralph P. Coleman. (Statement Of Responsibility).   Song for voice and piano.   Title from cover.   Cover illustration of baseball player in center surrounded by four female heads.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:02.807Z","2018-05-18T16:41:58.915Z","1911","M1978.S713 Z","","That base ball rag","","","1911-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570152/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100012:musbaseball-100012.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100012:musbaseball-100012.0001/full/pct:6.25/0/default.jpg#h=354&w=278","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100012:musbaseball-100012.0001/full/pct:12.5/0/default.jpg#h=707&w=555","","http://lccn.loc.gov/2017570152","http://www.loc.gov/item/2017570152/","http://www.loc.gov/item/musbaseball.100012/","http://www.loc.gov/resource/musbaseball.100012.0/","http://www.loc.gov/item/2017570152","http://www.loc.gov/resource/2017570152","","",""
"False","performingarts","catalog","notated music","","portland high school","goldthwaite, george t.","","","","","http://www.loc.gov/item/2017570122/","baseball sheet music","performing arts encyclopedia","catalog","","portland high school (portland, me.)","songs and music","fight songs","songs with piano","notated music","scores","maine","portland","","","","","","69","special/baseball","catalog","pae-temp","main-catalog","Wearers of the blue athletic song","https://www.loc.gov/resource/musbaseball.100044.0/","5","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100044.0/&fo=json&sb=shelf-id&st=gallery","image","portland","maine","","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Notated Music.   Scores..   Fight Songs..   words & music by George T. Goldthwaite. (Statement Of Responsibility).   For singer and piano.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:04.247Z","2018-05-18T16:41:58.915Z","1912","M1994.6.P6 G","","","","","1912-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570122/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100044:musbaseball-100044.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100044:musbaseball-100044.0001/full/pct:6.25/0/default.jpg#h=353&w=275","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100044:musbaseball-100044.0001/full/pct:12.5/0/default.jpg#h=705&w=549","","http://lccn.loc.gov/2017570122","http://www.loc.gov/item/2017570122/","http://www.loc.gov/item/musbaseball.100044/","http://www.loc.gov/resource/musbaseball.100044.0/","http://www.loc.gov/item/2017570122","http://www.loc.gov/resource/2017570122","","",""
"False","performingarts","catalog","notated music","","verlag dreililien","kamieński, lucjan","","","","","http://www.loc.gov/item/2017570158/","baseball sheet music","performing arts encyclopedia","catalog","","children's songs","songs with piano","ball games","songs and music","notated music","scores","songs","art music","","","","","","70","special/baseball","catalog","pae-temp","main-catalog","Arbeitslieder op. 4 Ballspiel","https://www.loc.gov/resource/musbaseball.100003.0/","4","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100003.0/&fo=json&sb=shelf-id&st=gallery","image","berlin","germany","","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Notated Music.   Scores..   Songs..   Art Music..   Lucjan Dołęga-Kamieński. (Statement Of Responsibility).   Song for voice and piano.   Title from caption.   ""Zwölf Kinderlieder""--Cover.   German words. (Language).   Staff notation. (Language).","2018-05-18T16:43:02.125Z","2018-05-18T16:41:58.915Z","1906","M1998 .K","","","","","1906-01-01T00:00:00Z","","","","","","","","","","german","","","https://www.loc.gov/item/2017570158/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100003:musbaseball-100003.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100003:musbaseball-100003.0001/full/pct:6.25/0/default.jpg#h=349&w=278","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100003:musbaseball-100003.0001/full/pct:12.5/0/default.jpg#h=697&w=556","","http://lccn.loc.gov/2017570158","http://www.loc.gov/item/2017570158/","http://www.loc.gov/item/musbaseball.100003/","http://www.loc.gov/resource/musbaseball.100003.0/","http://www.loc.gov/item/2017570158","http://www.loc.gov/resource/2017570158","","",""
"False","performingarts","catalog","notated music","","p. douglas bird","bird, p. douglas","","","","","http://www.loc.gov/item/2017570159/","baseball sheet music","performing arts encyclopedia","catalog","","hymns, english","notated music","hymns","scores","","","","","","","","","","71","special/baseball","catalog","pae-temp","main-catalog","Playing the game","","","","image","california","","","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Notated Music.   Hymns..   Scores..   P. Douglas Bird. (Statement Of Responsibility).   Hymn for four voices.   Title from caption.   ""To the Rev. 'Billy' Sunday, respectfully dedicated (without permission)""--Caption.   English words. (Language).   Staff notation. (Language).","2018-05-18T16:43:04.247Z","2018-05-18T16:41:58.915Z","1917","M2146 .B","","","","","1917-01-01T00:00:00Z","","","","","","","","","","english","","","https://www.loc.gov/item/2017570159/","","False","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100038:musbaseball-100038.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100038:musbaseball-100038.0001/full/pct:6.25/0/default.jpg#h=225&w=181","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100038:musbaseball-100038.0001/full/pct:12.5/0/default.jpg#h=450&w=361","","http://lccn.loc.gov/2017570159","http://www.loc.gov/item/2017570159/","http://www.loc.gov/item/musbaseball.100038/","http://www.loc.gov/resource/musbaseball.100038.0/","http://www.loc.gov/item/2017570159","http://www.loc.gov/resource/2017570159","","",""
"False","performingarts","catalog","notated music","","wm. a. pond & co.","stone, william barton","","","","","http://www.loc.gov/item/2017570160/","baseball sheet music","performing arts encyclopedia","catalog","","popular instrumental music","to 1901","piano music","baseball","songs and music","notated music","popular music","scores","united states","","","","","72","special/baseball","catalog","pae-temp","main-catalog","The   pennant Yorke","https://www.loc.gov/resource/musbaseball.100013.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:musbaseball.100013.0/&fo=json&sb=shelf-id&st=gallery","image","united states","chicago","illinois","","","","image/tiff","image/jp2","image/gif","image/jpeg","True","Notated Music.   Popular Music..   Scores..   by Wm. Barton Stone. (Statement Of Responsibility).   ""To the New-York and Brooklyn B.B. Teams.""   New York Giants, Brooklyn baseball team (multiple possible teams).   Solo piano.   Cover title.   Staff notation. (Language).","2018-05-18T16:43:02.807Z","2018-05-18T16:41:58.915Z","1890","M25 .S","","","","","1890-01-01T00:00:00Z","","","","","","","","","","no linguistic content","not applicable","","https://www.loc.gov/item/2017570160/","","True","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100013:musbaseball-100013.0001/full/pct:6.25/0/default.jpg","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100013:musbaseball-100013.0001/full/pct:6.25/0/default.jpg#h=361&w=277","//tile.loc.gov/image-services/iiif/service:music:musbaseball:musbaseball-100013:musbaseball-100013.0001/full/pct:12.5/0/default.jpg#h=721&w=553","","http://lccn.loc.gov/2017570160","http://www.loc.gov/item/2017570160/","http://www.loc.gov/item/musbaseball.100013/","http://www.loc.gov/resource/musbaseball.100013.0/","http://www.loc.gov/item/2017570160","http://www.loc.gov/resource/2017570160","","",""
