"location_w__001","location_w__002","access_restricted","original_format__-","contributor__-","id","partof__001","partof__002","partof__003","partof__004","partof__005","partof__006","subject__001","subject__002","subject__003","subject__004","subject__005","subject__006","subject__007","subject__008","subject__009","subject__010","subject__011","subject__012","index","group__001","group__002","group__003","group__004","group__005","title","online_format__001","online_format__002","location__001","location__002","number_former_id__-","mime_type__001","mime_type__002","mime_type__003","mime_type__004","digitized","description__-","timestamp","site__001","site__002","extract_timestamp","date","number__-","shelf_id","dates","other_title__-","dates__-","language__-","url","hassegments","image_url__001","image_url__002","image_url__003","image_url__004","partof_w__001","partof_w__002","partof_w__003","partof_w__004","partof_w__005","partof_w__006","subject_w__001","subject_w__002","subject_w__003","subject_w__004","subject_w__005","subject_w__006","subject_w__007","subject_w__008","subject_w__009","subject_w__010","image_url__005","aka__001","aka__002","aka__003","aka__004","aka__005","aka__006","aka__007","aka__008","aka__009","aka__010","aka__011","aka__012","aka__013","aka__014","aka__015","aka__016","aka__017"
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678414/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","johnson, walter (team member)","washington nationals","washington","american league","pitcher","street, gabby (team member)","new york highlanders","new york","catcher","baseball cards","relief prints","color","2047","bbc","catalog","baseball-cards","","","[Walter Johnson/Chas. E. Street, Washington Nationals, New York Highlanders, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-31, no. 9 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678414/","False","//cdn.loc.gov/service/pnp/bbc/1900/1940/1949f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1940/1949f_150px.jpg#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1940/1949ft.gif#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1940/1949fr.jpg#h=280&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/1900/1940/1949fv.jpg#h=447&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678414/","http://hdl.loc.gov/loc.pnp/bbc.1949b","http://www.loc.gov/item/2008678414/","http://www.loc.gov/pictures/item/2008678414/","http://hdl.loc.gov/loc.pnp/bbc.1949f","http://www.loc.gov/resource/bbc.1949f/","http://www.loc.gov/resource/bbc.1949b/","http://lccn.loc.gov/2008678414","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678544/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","willett, ed (team member)","detroit tigers","detroit","american league","pitcher","stanage, oscar (team member)","catcher","baseball cards","relief prints","color","","","2048","bbc","catalog","baseball-cards","","","[Edgar Willett/Oscar Stanage, Detroit Tigers, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 90 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678544/","False","//cdn.loc.gov/service/pnp/bbc/2000/2030/2030f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2030/2030f_150px.jpg#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2030/2030ft.gif#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2030/2030fr.jpg#h=282&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2030/2030fv.jpg#h=451&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678544/","http://hdl.loc.gov/loc.pnp/bbc.2030b","http://www.loc.gov/item/2008678544/","http://www.loc.gov/pictures/item/2008678544/","http://hdl.loc.gov/loc.pnp/bbc.2030f","http://www.loc.gov/resource/bbc.2030f/","http://www.loc.gov/resource/bbc.2030b/","http://lccn.loc.gov/2008678544","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678545/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","bates, johnny (team member)","cincinnati reds","cincinnati","national league","outfielder","bescher, bob (team member)","left fielder","baseball cards","relief prints","color","","","2049","bbc","catalog","baseball-cards","","","[John W. Bates/Robert H. Bescher, Cincinnati Reds, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 91 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678545/","False","//cdn.loc.gov/service/pnp/bbc/2000/2030/2031f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2030/2031f_150px.jpg#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2030/2031ft.gif#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2030/2031fr.jpg#h=282&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2030/2031fv.jpg#h=451&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678545/","http://hdl.loc.gov/loc.pnp/bbc.2031b","http://www.loc.gov/item/2008678545/","http://www.loc.gov/pictures/item/2008678545/","http://hdl.loc.gov/loc.pnp/bbc.2031f","http://www.loc.gov/resource/bbc.2031f/","http://www.loc.gov/resource/bbc.2031b/","http://lccn.loc.gov/2008678545","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678546/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","lord, bris (team member)","philadelphia athletics","philadelphia","american league","right fielder","oldring, rube (team member)","center fielder","baseball cards","relief prints","color","","","2050","bbc","catalog","baseball-cards","","","[Briscoe Lord/R. N. Oldring, Philadelphia Athletics, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 91 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678546/","False","//cdn.loc.gov/service/pnp/bbc/2000/2030/2032f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2030/2032f_150px.jpg#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2030/2032ft.gif#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2030/2032fr.jpg#h=279&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2030/2032fv.jpg#h=446&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678546/","http://hdl.loc.gov/loc.pnp/bbc.2032b","http://www.loc.gov/item/2008678546/","http://www.loc.gov/pictures/item/2008678546/","http://hdl.loc.gov/loc.pnp/bbc.2032f","http://www.loc.gov/resource/bbc.2032f/","http://www.loc.gov/resource/bbc.2032b/","http://lccn.loc.gov/2008678546","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678547/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","mcbride, george (team member)","washington nationals","washington","american league","shortstop","milan, clyde (team member)","center fielder","baseball cards","relief prints","color","","","2051","bbc","catalog","baseball-cards","","","[Geo. F. McBride/Clyde Milan, Washington Nationals, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 93 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678547/","False","//cdn.loc.gov/service/pnp/bbc/2000/2030/2033f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2030/2033f_150px.jpg#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2030/2033ft.gif#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2030/2033fr.jpg#h=281&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2030/2033fv.jpg#h=449&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678547/","http://hdl.loc.gov/loc.pnp/bbc.2033b","http://www.loc.gov/item/2008678547/","http://www.loc.gov/pictures/item/2008678547/","http://hdl.loc.gov/loc.pnp/bbc.2033f","http://www.loc.gov/resource/bbc.2033f/","http://www.loc.gov/resource/bbc.2033b/","http://lccn.loc.gov/2008678547","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678548/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","mcbride, george (team member)","washington nationals","washington","american league","shortstop","griffith, clark (team member)","pitcher","baseball cards","relief prints","color","","","2052","bbc","catalog","baseball-cards","","","[Geo. F. McBride/Clark Griffith, Washington Nationals, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 94 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678548/","False","//cdn.loc.gov/service/pnp/bbc/2000/2030/2034f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2030/2034f_150px.jpg#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2030/2034ft.gif#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2030/2034fr.jpg#h=286&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2030/2034fv.jpg#h=457&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678548/","http://hdl.loc.gov/loc.pnp/bbc.2034b","http://www.loc.gov/item/2008678548/","http://www.loc.gov/pictures/item/2008678548/","http://hdl.loc.gov/loc.pnp/bbc.2034f","http://www.loc.gov/resource/bbc.2034f/","http://www.loc.gov/resource/bbc.2034b/","http://lccn.loc.gov/2008678548","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678549/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","lord, bris (team member)","philadelphia athletics","philadelphia","american league","right fielder","oldring, rube (team member)","center fielder","baseball cards","relief prints","color","","","2053","bbc","catalog","baseball-cards","","","[Briscoe Lord/R. N. Oldring, Philadelphia Athletics, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 95 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678549/","False","//cdn.loc.gov/service/pnp/bbc/2000/2030/2035f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2030/2035f_150px.jpg#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2030/2035ft.gif#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2030/2035fr.jpg#h=276&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2030/2035fv.jpg#h=442&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678549/","http://hdl.loc.gov/loc.pnp/bbc.2035b","http://www.loc.gov/item/2008678549/","http://www.loc.gov/pictures/item/2008678549/","http://hdl.loc.gov/loc.pnp/bbc.2035f","http://www.loc.gov/resource/bbc.2035f/","http://www.loc.gov/resource/bbc.2035b/","http://lccn.loc.gov/2008678549","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678454/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","barger, cy (team member)","brooklyn superbas","brooklyn","national league","pitcher","bergen, bill (team member)","catcher","baseball cards","relief prints","color","","","2054","bbc","catalog","baseball-cards","","","[Edw. B. Barger/William Bergen, Brooklyn Superbas, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 96 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678454/","False","//cdn.loc.gov/service/pnp/bbc/2000/2030/2036f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2030/2036f_150px.jpg#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2030/2036ft.gif#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2030/2036fr.jpg#h=284&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2030/2036fv.jpg#h=455&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678454/","http://hdl.loc.gov/loc.pnp/bbc.2036b","http://www.loc.gov/item/2008678454/","http://www.loc.gov/pictures/item/2008678454/","http://hdl.loc.gov/loc.pnp/bbc.2036f","http://www.loc.gov/resource/bbc.2036f/","http://www.loc.gov/resource/bbc.2036b/","http://lccn.loc.gov/2008678454","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678455/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","miller, dots (team member)","pittsburgh pirates","pittsburgh","national league","second baseman","clarke, fred (team member)","manager","baseball cards","relief prints","color","","","2055","bbc","catalog","baseball-cards","","","[John D. Miller/Fred T. Clarke, Pittsburgh Pirates, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 97 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678455/","False","//cdn.loc.gov/service/pnp/bbc/2000/2030/2037f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2030/2037f_150px.jpg#h=70&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2030/2037ft.gif#h=70&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2030/2037fr.jpg#h=297&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2030/2037fv.jpg#h=475&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678455/","http://hdl.loc.gov/loc.pnp/bbc.2037b","http://www.loc.gov/item/2008678455/","http://www.loc.gov/pictures/item/2008678455/","http://hdl.loc.gov/loc.pnp/bbc.2037f","http://www.loc.gov/resource/bbc.2037f/","http://www.loc.gov/resource/bbc.2037b/","http://lccn.loc.gov/2008678455","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678456/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","wood, smoky joe (team member)","boston red sox","boston","american league","pitcher","speaker, tris (team member)","center fielder","baseball cards","relief prints","color","","","2056","bbc","catalog","baseball-cards","","","[Joseph Wood/Tris Speaker, Boston Red Sox, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 98 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678456/","False","//cdn.loc.gov/service/pnp/bbc/2000/2030/2038f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2030/2038f_150px.jpg#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2030/2038ft.gif#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2030/2038fr.jpg#h=284&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2030/2038fv.jpg#h=455&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678456/","http://hdl.loc.gov/loc.pnp/bbc.2038b","http://www.loc.gov/item/2008678456/","http://www.loc.gov/pictures/item/2008678456/","http://hdl.loc.gov/loc.pnp/bbc.2038f","http://www.loc.gov/resource/bbc.2038f/","http://www.loc.gov/resource/bbc.2038b/","http://lccn.loc.gov/2008678456","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678457/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","speaker, tris (team member)","boston red sox","boston","american league","center fielder","engle, clyde (team member)","first baseman","baseball cards","relief prints","color","","","2057","bbc","catalog","baseball-cards","","","[Tris Speaker/Clyde Engle, Boston Red Sox, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 99 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678457/","False","//cdn.loc.gov/service/pnp/bbc/2000/2030/2039f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2030/2039f_150px.jpg#h=68&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2030/2039ft.gif#h=68&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2030/2039fr.jpg#h=289&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2030/2039fv.jpg#h=463&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678457/","http://hdl.loc.gov/loc.pnp/bbc.2039b","http://www.loc.gov/item/2008678457/","http://www.loc.gov/pictures/item/2008678457/","http://hdl.loc.gov/loc.pnp/bbc.2039f","http://www.loc.gov/resource/bbc.2039f/","http://www.loc.gov/resource/bbc.2039b/","http://lccn.loc.gov/2008678457","","","","","","","","",""
"","","False","photo, print, drawing","honest long cut and miners extra brands","http://www.loc.gov/item/2007685715/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","marquard, rube (team member)","new york giants","new york","national league","pitcher","baseball cards","relief prints","color","","","","","2058","bbc","catalog","baseball-cards","","","[Richard Marquard, New York Giants, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1912","","LOT 13163-32, no. 1 [P&P]","","Series of Champions (T227)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685715/","False","//cdn.loc.gov/service/pnp/bbc/2000/2060/2067f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2060/2067f_150px.jpg#h=150&w=103","//cdn.loc.gov/service/pnp/bbc/2000/2060/2067ft.gif#h=150&w=103","//cdn.loc.gov/service/pnp/bbc/2000/2060/2067fr.jpg#h=640&w=441","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2060/2067fv.jpg#h=1024&w=705","http://www.loc.gov/pictures/collection/bbc/item/2007685715/","http://hdl.loc.gov/loc.pnp/bbc.2067b","http://www.loc.gov/item/2007685715/","http://www.loc.gov/pictures/item/2007685715/","http://hdl.loc.gov/loc.pnp/bbc.2067f","http://www.loc.gov/resource/bbc.2067f/","http://www.loc.gov/resource/bbc.2067b/","http://lccn.loc.gov/2007685715","","","","","","","","",""
"","","False","photo, print, drawing","honest long cut and miners extra brands","http://www.loc.gov/item/2007685716/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","cobb, ty","detroit tigers (baseball team)","people","baseball players","michigan","detroit","american league","outfielder","baseball cards","relief prints","color","","2059","bbc","catalog","baseball-cards","main-catalog","","[Tyrus Raymond Cobb, Detroit Tigers, baseball card portrait]","image","","michigan","detroit","http://www.loc.gov/item/15050621","image/gif","image/jpg","image/tif","","True","1 print : relief with halftone, color ; sheet 8.9 x 5.9 cm.","2018-05-05T13:30:10.739Z","pictures","catalog","2018-05-05T13:29:38.778Z","1912","http://www.loc.gov/item/15050621","LOT 13163-32, no. 2 [P&P]","","Series of Champions (T227)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685716/","False","//cdn.loc.gov/service/pnp/bbc/2000/2090/2098f_150px.jpg#h=150&w=100","//cdn.loc.gov/service/pnp/bbc/2000/2090/2098ft.gif#h=150&w=101","//cdn.loc.gov/service/pnp/bbc/2000/2090/2098fr.jpg#h=640&w=429","//cdn.loc.gov/service/pnp/bbc/2000/2090/2098fv.jpg#h=1024&w=686","","","","","","","","","","","","","","","","","","http://www.loc.gov/pictures/collection/bbc/item/2007685716/","http://hdl.loc.gov/loc.pnp/bbc.2098b","http://hdl.loc.gov/loc.pnp/bbc.3g06951","http://www.loc.gov/item/2007685716/","http://www.loc.gov/pictures/item/2007685716/","http://hdl.loc.gov/loc.pnp/bbc.2098f","http://hdl.loc.gov/loc.pnp/bbc.3g06987","http://www.loc.gov/resource/bbc.2098f/","http://www.loc.gov/resource/bbc.2098b/","http://www.loc.gov/resource/cph.3g06987/","http://www.loc.gov/resource/cph.3g06951/","http://lccn.loc.gov/2007685716","http://www.loc.gov/resource/bbc.3g06987/","http://www.loc.gov/resource/bbc.3g06951/","","",""
"","","False","photo, print, drawing","honest long cut and miners extra brands","http://www.loc.gov/item/2007685717/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","baker, frank (team member)","philadelphia athletics","philadelphia","american league","third baseman","baseball cards","relief prints","color","","","","","2060","bbc","catalog","baseball-cards","","","[Home Run Baker, Philadelphia Athletics, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1912","","LOT 13163-32, no. 3 [P&P]","","Series of Champions (T227)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685717/","False","//cdn.loc.gov/service/pnp/bbc/2000/2090/2099f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2090/2099f_150px.jpg#h=150&w=103","//cdn.loc.gov/service/pnp/bbc/2000/2090/2099ft.gif#h=150&w=103","//cdn.loc.gov/service/pnp/bbc/2000/2090/2099fr.jpg#h=640&w=439","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2090/2099fv.jpg#h=1024&w=703","http://www.loc.gov/pictures/collection/bbc/item/2007685717/","http://hdl.loc.gov/loc.pnp/bbc.2099b","http://www.loc.gov/item/2007685717/","http://www.loc.gov/pictures/item/2007685717/","http://hdl.loc.gov/loc.pnp/bbc.2099f","http://www.loc.gov/resource/bbc.2099f/","http://www.loc.gov/resource/bbc.2099b/","http://lccn.loc.gov/2007685717","","","","","","","","",""
"","","False","photo, print, drawing","honest long cut and miners extra brands","http://www.loc.gov/item/2007685718/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","bender, chief (team member)","philadelphia athletics","philadelphia","american league","pitcher","baseball cards","relief prints","color","","","","","2061","bbc","catalog","baseball-cards","","","[Chief Bender, Philadelphia Athletics, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1912","","LOT 13163-32, no. 4 [P&P]","","Series of Champions (T227)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685718/","False","//cdn.loc.gov/service/pnp/bbc/2000/2060/2068f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2060/2068f_150px.jpg#h=150&w=102","//cdn.loc.gov/service/pnp/bbc/2000/2060/2068ft.gif#h=150&w=102","//cdn.loc.gov/service/pnp/bbc/2000/2060/2068fr.jpg#h=640&w=435","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2060/2068fv.jpg#h=1024&w=696","http://www.loc.gov/pictures/collection/bbc/item/2007685718/","http://hdl.loc.gov/loc.pnp/bbc.2068b","http://www.loc.gov/item/2007685718/","http://www.loc.gov/pictures/item/2007685718/","http://hdl.loc.gov/loc.pnp/bbc.2068f","http://www.loc.gov/resource/bbc.2068f/","http://www.loc.gov/resource/bbc.2068b/","http://lccn.loc.gov/2007685718","","","","","","","","",""
"","","False","photo, print, drawing","liggett & myers company","http://www.loc.gov/item/2007685719/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","brooklyn dodgers","brooklyn","national league","baseball cards","gelatin silver prints","","","","","","","","2062","bbc","catalog","baseball-cards","","","[Brooklyn Dodgers, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : gelatin silver.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1913","","LOT 13163-33, no. 1 [P&P]","","Fatima Team Cards (T200)","1913-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685719/","False","//cdn.loc.gov/service/pnp/bbc/2000/2060/2069f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2060/2069f_150px.jpg#h=87&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2060/2069ft.gif#h=87&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2060/2069fr.jpg#h=373&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2060/2069fv.jpg#h=597&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2007685719/","http://hdl.loc.gov/loc.pnp/bbc.2069b","http://hdl.loc.gov/loc.pnp/bbc.3g07048","http://www.loc.gov/item/2007685719/","http://www.loc.gov/pictures/item/2007685719/","http://hdl.loc.gov/loc.pnp/bbc.2069f","http://hdl.loc.gov/loc.pnp/bbc.3g06996","http://www.loc.gov/resource/bbc.2069f/","http://www.loc.gov/resource/bbc.2069b/","http://www.loc.gov/resource/cph.3g06996/","http://www.loc.gov/resource/cph.3g07048/","http://www.loc.gov/resource/bbc.3g06996/","http://lccn.loc.gov/2007685719","http://www.loc.gov/resource/bbc.3g07048/","","",""
