"location_w__001","location_w__002","access_restricted","original_format__-","contributor__-","id","partof__001","partof__002","partof__003","partof__004","partof__005","partof__006","subject__001","subject__002","subject__003","subject__004","subject__005","subject__006","subject__007","subject__008","subject__009","subject__010","subject__011","subject__012","index","group__001","group__002","group__003","group__004","group__005","title","online_format__001","online_format__002","location__001","location__002","number_former_id__-","mime_type__001","mime_type__002","mime_type__003","mime_type__004","digitized","description__-","timestamp","site__001","site__002","extract_timestamp","date","number__-","shelf_id","dates","other_title__-","dates__-","language__-","url","hassegments","image_url__001","image_url__002","image_url__003","image_url__004","partof_w__001","partof_w__002","partof_w__003","partof_w__004","partof_w__005","partof_w__006","subject_w__001","subject_w__002","subject_w__003","subject_w__004","subject_w__005","subject_w__006","subject_w__007","subject_w__008","subject_w__009","subject_w__010","image_url__005","aka__001","aka__002","aka__003","aka__004","aka__005","aka__006","aka__007","aka__008","aka__009","aka__010","aka__011","aka__012","aka__013","aka__014","aka__015","aka__016","aka__017"
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678529/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","bresnahan, roger (team member)","st. louis cardinals","st. louis","national league","manager","mcgraw, john j. (team member)","new york giants","new york","baseball cards","relief prints","color","","2030","bbc","catalog","baseball-cards","","","[Roger Bresnahan/John J. McGraw, St. Louis Cardinals, New York Giants, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 74 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678529/","False","//cdn.loc.gov/service/pnp/bbc/2000/2010/2014f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2010/2014f_150px.jpg#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2010/2014ft.gif#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2010/2014fr.jpg#h=283&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2010/2014fv.jpg#h=452&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678529/","http://hdl.loc.gov/loc.pnp/bbc.2014b","http://www.loc.gov/item/2008678529/","http://www.loc.gov/pictures/item/2008678529/","http://hdl.loc.gov/loc.pnp/bbc.2014f","http://www.loc.gov/resource/bbc.2014f/","http://www.loc.gov/resource/bbc.2014b/","http://lccn.loc.gov/2008678529","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678530/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","crandall, doc (team member)","new york giants","new york","national league","pitcher","meyers, chief (team member)","catcher","baseball cards","relief prints","color","","","2031","bbc","catalog","baseball-cards","","","[Otis Crandall/J. T. Meyers, New York Giants, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 75 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678530/","False","//cdn.loc.gov/service/pnp/bbc/2000/2010/2015f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2010/2015f_150px.jpg#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2010/2015ft.gif#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2010/2015fr.jpg#h=283&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2010/2015fv.jpg#h=453&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678530/","http://hdl.loc.gov/loc.pnp/bbc.2015b","http://www.loc.gov/item/2008678530/","http://www.loc.gov/pictures/item/2008678530/","http://hdl.loc.gov/loc.pnp/bbc.2015f","http://www.loc.gov/resource/bbc.2015f/","http://www.loc.gov/resource/bbc.2015b/","http://lccn.loc.gov/2008678530","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678531/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","devore, josh (team member)","new york giants","new york","national league","outfielder","becker, beals (team member)","left fielder","baseball cards","relief prints","color","","","2032","bbc","catalog","baseball-cards","","","[Josh Devore/Beals Becker, New York Giants, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 76 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678531/","False","//cdn.loc.gov/service/pnp/bbc/2000/2010/2016f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2010/2016f_150px.jpg#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2010/2016ft.gif#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2010/2016fr.jpg#h=280&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2010/2016fv.jpg#h=449&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678531/","http://hdl.loc.gov/loc.pnp/bbc.2016b","http://www.loc.gov/item/2008678531/","http://www.loc.gov/pictures/item/2008678531/","http://hdl.loc.gov/loc.pnp/bbc.2016f","http://www.loc.gov/resource/bbc.2016f/","http://www.loc.gov/resource/bbc.2016b/","http://lccn.loc.gov/2008678531","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678532/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","fletcher, art (team member)","new york giants","new york","national league","shortstop","mathewson, christy (team member)","pitcher","baseball cards","relief prints","color","","","2033","bbc","catalog","baseball-cards","","","[Arthur Fletcher/C. Mathewson, New York Giants, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 77 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678532/","False","//cdn.loc.gov/service/pnp/bbc/2000/2010/2017f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2010/2017f_150px.jpg#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2010/2017ft.gif#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2010/2017fr.jpg#h=277&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2010/2017fv.jpg#h=443&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678532/","http://hdl.loc.gov/loc.pnp/bbc.2017b","http://www.loc.gov/item/2008678532/","http://www.loc.gov/pictures/item/2008678532/","http://hdl.loc.gov/loc.pnp/bbc.2017f","http://www.loc.gov/resource/bbc.2017f/","http://www.loc.gov/resource/bbc.2017b/","http://lccn.loc.gov/2008678532","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678451/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","marquard, rube (team member)","new york giants","new york","national league","pitcher","meyers, chief (team member)","catcher","baseball cards","relief prints","color","","","2034","bbc","catalog","baseball-cards","","","[Richard Marquard/John T. Meyers, New York Giants, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 78 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678451/","False","//cdn.loc.gov/service/pnp/bbc/2000/2010/2018f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2010/2018f_150px.jpg#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2010/2018ft.gif#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2010/2018fr.jpg#h=286&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2010/2018fv.jpg#h=458&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678451/","http://hdl.loc.gov/loc.pnp/bbc.2018b","http://hdl.loc.gov/loc.pnp/cph.3g06953","http://www.loc.gov/item/2008678451/","http://www.loc.gov/pictures/item/2008678451/","http://hdl.loc.gov/loc.pnp/bbc.2018f","http://hdl.loc.gov/loc.pnp/cph.3g06965","http://www.loc.gov/resource/bbc.2018f/","http://www.loc.gov/resource/bbc.2018b/","http://www.loc.gov/resource/cph.3g06965/","http://www.loc.gov/resource/cph.3g06953/","http://lccn.loc.gov/2008678451","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678533/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","mcgraw, john (team member)","new york giants","new york","national league","manager","jennings, hughie (team member)","detroit tigers","detroit","american league","baseball cards","relief prints","color","2035","bbc","catalog","baseball-cards","","","[John J. McGraw/Hugh Jennings, New York Giants, Detroit Tigers, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 79 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678533/","False","//cdn.loc.gov/service/pnp/bbc/2000/2010/2019f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2010/2019f_150px.jpg#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2010/2019ft.gif#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2010/2019fr.jpg#h=283&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2010/2019fv.jpg#h=453&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678533/","http://hdl.loc.gov/loc.pnp/bbc.2019b","http://www.loc.gov/item/2008678533/","http://www.loc.gov/pictures/item/2008678533/","http://hdl.loc.gov/loc.pnp/bbc.2019f","http://www.loc.gov/resource/bbc.2019f/","http://www.loc.gov/resource/bbc.2019b/","http://lccn.loc.gov/2008678533","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678413/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","collins, eddie (team member)","philadelphia athletics","philadelphia","american league","second baseman","baker, frank (team member)","third baseman","baseball cards","relief prints","color","","","2036","bbc","catalog","baseball-cards","","","[Edw. T. Collins/Frank Baker, Philadelphia Athletics, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-31, no. 8 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678413/","False","//cdn.loc.gov/service/pnp/bbc/1900/1940/1948f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1940/1948f_150px.jpg#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1940/1948ft.gif#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1940/1948fr.jpg#h=284&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/1900/1940/1948fv.jpg#h=455&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678413/","http://hdl.loc.gov/loc.pnp/bbc.1948b","http://www.loc.gov/item/2008678413/","http://www.loc.gov/pictures/item/2008678413/","http://hdl.loc.gov/loc.pnp/bbc.1948f","http://www.loc.gov/resource/bbc.1948f/","http://www.loc.gov/resource/bbc.1948b/","http://lccn.loc.gov/2008678413","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678534/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","meyers, chief (team member)","new york giants","new york","national league","catcher","mathewson, christy (team member)","pitcher","baseball cards","relief prints","color","","","2037","bbc","catalog","baseball-cards","","","[J. T. Meyers/C. Mathewson, New York Giants, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 80 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678534/","False","//cdn.loc.gov/service/pnp/bbc/2000/2020/2020f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2020/2020f_150px.jpg#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2020/2020ft.gif#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2020/2020fr.jpg#h=281&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2020/2020fv.jpg#h=450&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678534/","http://hdl.loc.gov/loc.pnp/bbc.2020b","http://www.loc.gov/item/2008678534/","http://www.loc.gov/pictures/item/2008678534/","http://hdl.loc.gov/loc.pnp/bbc.2020f","http://www.loc.gov/resource/bbc.2020f/","http://www.loc.gov/resource/bbc.2020b/","http://lccn.loc.gov/2008678534","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678535/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","snodgrass, fred (team member)","new york giants","new york","national league","left fielder","murray, red (team member)","right fielder","baseball cards","relief prints","color","","","2038","bbc","catalog","baseball-cards","","","[John J. Murray/Fred Snodgrass, New York Giants, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 81 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678535/","False","//cdn.loc.gov/service/pnp/bbc/2000/2020/2021f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2020/2021f_150px.jpg#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2020/2021ft.gif#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2020/2021fr.jpg#h=279&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2020/2021fv.jpg#h=447&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678535/","http://hdl.loc.gov/loc.pnp/bbc.2021b","http://www.loc.gov/item/2008678535/","http://www.loc.gov/pictures/item/2008678535/","http://hdl.loc.gov/loc.pnp/bbc.2021f","http://www.loc.gov/resource/bbc.2021f/","http://www.loc.gov/resource/bbc.2021b/","http://lccn.loc.gov/2008678535","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678536/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","wiltse, hooks (team member)","new york giants","new york","national league","pitcher","meyers, chief (team member)","catcher","baseball cards","relief prints","color","","","2039","bbc","catalog","baseball-cards","","","[George Wiltse/John T. Meyers, New York Giants, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 82 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678536/","False","//cdn.loc.gov/service/pnp/bbc/2000/2020/2022f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2020/2022f_150px.jpg#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2020/2022ft.gif#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2020/2022fr.jpg#h=282&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2020/2022fv.jpg#h=452&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678536/","http://hdl.loc.gov/loc.pnp/bbc.2022b","http://www.loc.gov/item/2008678536/","http://www.loc.gov/pictures/item/2008678536/","http://hdl.loc.gov/loc.pnp/bbc.2022f","http://www.loc.gov/resource/bbc.2022f/","http://www.loc.gov/resource/bbc.2022b/","http://lccn.loc.gov/2008678536","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678537/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","knight, john (team member)","washington nationals","washington","american league","second baseman","johnson, walter (team member)","pitcher","baseball cards","relief prints","color","","","2040","bbc","catalog","baseball-cards","","","[Jack Knight/Walter Johnson, Washington Nationals, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 83 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678537/","False","//cdn.loc.gov/service/pnp/bbc/2000/2020/2023f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2020/2023f_150px.jpg#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2020/2023ft.gif#h=68&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2020/2023fr.jpg#h=288&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2020/2023fv.jpg#h=460&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678537/","http://hdl.loc.gov/loc.pnp/bbc.2023b","http://www.loc.gov/item/2008678537/","http://www.loc.gov/pictures/item/2008678537/","http://hdl.loc.gov/loc.pnp/bbc.2023f","http://www.loc.gov/resource/bbc.2023f/","http://www.loc.gov/resource/bbc.2023b/","http://lccn.loc.gov/2008678537","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678538/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","kling, johnny (team member)","boston rustlers","boston","national league","catcher","young, cy (team member)","pitcher","baseball cards","relief prints","color","","","2041","bbc","catalog","baseball-cards","","","[John Kling/Denton T. Young, Boston Rustlers, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 84 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678538/","False","//cdn.loc.gov/service/pnp/bbc/2000/2020/2024f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2020/2024f_150px.jpg#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2020/2024ft.gif#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2020/2024fr.jpg#h=277&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2020/2024fv.jpg#h=443&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678538/","http://hdl.loc.gov/loc.pnp/bbc.2024b","http://www.loc.gov/item/2008678538/","http://www.loc.gov/pictures/item/2008678538/","http://hdl.loc.gov/loc.pnp/bbc.2024f","http://www.loc.gov/resource/bbc.2024f/","http://www.loc.gov/resource/bbc.2024b/","http://lccn.loc.gov/2008678538","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678539/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","mattern, al (team member)","boston rustlers","boston","national league","pitcher","kling, johnny (team member)","catcher","baseball cards","relief prints","color","","","2042","bbc","catalog","baseball-cards","","","[A. A. Mattern/John Kling, Boston Rustlers, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 85 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678539/","False","//cdn.loc.gov/service/pnp/bbc/2000/2020/2025f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2020/2025f_150px.jpg#h=64&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2020/2025ft.gif#h=64&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2020/2025fr.jpg#h=275&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2020/2025fv.jpg#h=440&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678539/","http://hdl.loc.gov/loc.pnp/bbc.2025b","http://www.loc.gov/item/2008678539/","http://www.loc.gov/pictures/item/2008678539/","http://hdl.loc.gov/loc.pnp/bbc.2025f","http://www.loc.gov/resource/bbc.2025f/","http://www.loc.gov/resource/bbc.2025b/","http://lccn.loc.gov/2008678539","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678540/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","lobert, hans (team member)","philadelphia phillies","philadelphia","national league","third baseman","dooin, red (team member)","catcher","baseball cards","relief prints","color","","","2043","bbc","catalog","baseball-cards","","","[John Lobert/Chas. F. Dooin, Philadelphia Phillies, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 86 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678540/","False","//cdn.loc.gov/service/pnp/bbc/2000/2020/2026f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2020/2026f_150px.jpg#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2020/2026ft.gif#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2020/2026fr.jpg#h=286&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2020/2026fv.jpg#h=458&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678540/","http://hdl.loc.gov/loc.pnp/bbc.2026b","http://www.loc.gov/item/2008678540/","http://www.loc.gov/pictures/item/2008678540/","http://hdl.loc.gov/loc.pnp/bbc.2026f","http://www.loc.gov/resource/bbc.2026f/","http://www.loc.gov/resource/bbc.2026b/","http://lccn.loc.gov/2008678540","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678541/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","tannehill, lee (team member)","chicago white sox","chicago","american league","third baseman","lord, harry (team member)","baseball cards","relief prints","color","","","","2044","bbc","catalog","baseball-cards","","","[Lee Tannehill/Harry Lord, Chicago White Sox, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 87 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678541/","False","//cdn.loc.gov/service/pnp/bbc/2000/2020/2027f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2020/2027f_150px.jpg#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2020/2027ft.gif#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2020/2027fr.jpg#h=281&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2020/2027fv.jpg#h=449&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678541/","http://hdl.loc.gov/loc.pnp/bbc.2027b","http://www.loc.gov/item/2008678541/","http://www.loc.gov/pictures/item/2008678541/","http://hdl.loc.gov/loc.pnp/bbc.2027f","http://www.loc.gov/resource/bbc.2027f/","http://www.loc.gov/resource/bbc.2027b/","http://lccn.loc.gov/2008678541","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678542/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","richie, lew (team member)","chicago cubs","chicago","national league","pitcher","needham, tom (team member)","catcher","baseball cards","relief prints","color","","","2045","bbc","catalog","baseball-cards","","","[Louis Richie/Thos. J. Needham, Chicago Cubs, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 88 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678542/","False","//cdn.loc.gov/service/pnp/bbc/2000/2020/2028f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2020/2028f_150px.jpg#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2020/2028ft.gif#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2020/2028fr.jpg#h=277&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2020/2028fv.jpg#h=443&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678542/","http://hdl.loc.gov/loc.pnp/bbc.2028b","http://www.loc.gov/item/2008678542/","http://www.loc.gov/pictures/item/2008678542/","http://hdl.loc.gov/loc.pnp/bbc.2028f","http://www.loc.gov/resource/bbc.2028f/","http://www.loc.gov/resource/bbc.2028b/","http://lccn.loc.gov/2008678542","","","","","","","","",""
"","","False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678543/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","mcintyre, matty (team member)","chicago white sox","chicago","american league","right fielder","amby, mcconnell (team member)","second baseman","baseball cards","relief prints","color","","","2046","bbc","catalog","baseball-cards","","","[Mat. McIntyre/A. McConnell, Chicago White Sox, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 89 [P&P]","","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678543/","False","//cdn.loc.gov/service/pnp/bbc/2000/2020/2029f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2020/2029f_150px.jpg#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2020/2029ft.gif#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2020/2029fr.jpg#h=281&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2020/2029fv.jpg#h=450&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678543/","http://hdl.loc.gov/loc.pnp/bbc.2029b","http://www.loc.gov/item/2008678543/","http://www.loc.gov/pictures/item/2008678543/","http://hdl.loc.gov/loc.pnp/bbc.2029f","http://www.loc.gov/resource/bbc.2029f/","http://www.loc.gov/resource/bbc.2029b/","http://lccn.loc.gov/2008678543","","","","","","","","",""
