"access_restricted","original_format__-","contributor__-","id","partof__001","partof__002","partof__003","partof__004","partof__005","partof__006","subject__001","subject__002","subject__003","subject__004","subject__005","subject__006","subject__007","subject__008","subject__009","subject__010","subject__011","subject__012","index","group__001","group__002","group__003","group__004","title","online_format__-","location__001","location__002","number_former_id__-","mime_type__001","mime_type__002","mime_type__003","mime_type__004","digitized","description__-","timestamp","site__001","site__002","extract_timestamp","date","number__-","shelf_id","other_title__-","dates__-","language__-","url","hassegments","image_url__001","image_url__002","image_url__003","image_url__004","image_url__005","aka__001","aka__002","aka__003","aka__004","aka__005","aka__006","aka__007","aka__008","aka__009","aka__010","aka__011","aka__012","aka__013","aka__014","aka__015","aka__016"
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678369/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","stanage, oscar (team member)","detroit tigers","detroit","american league","catcher","baseball cards","relief prints","color","","","","","1805","bbc","catalog","baseball-cards","","[Oscar Stanage, Detroit Tigers, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 162 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678369/","False","//cdn.loc.gov/service/pnp/bbc/1900/1900/1902f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1900/1902f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1900/1900/1902ft.gif#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1900/1900/1902fr.jpg#h=640&w=360","//cdn.loc.gov/service/pnp/bbc/1900/1900/1902fv.jpg#h=1024&w=576","http://www.loc.gov/pictures/collection/bbc/item/2008678369/","http://hdl.loc.gov/loc.pnp/bbc.1902b","http://www.loc.gov/item/2008678369/","http://www.loc.gov/pictures/item/2008678369/","http://hdl.loc.gov/loc.pnp/bbc.1902f","http://www.loc.gov/resource/bbc.1902f/","http://www.loc.gov/resource/bbc.1902b/","http://lccn.loc.gov/2008678369","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678370/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","works, ralph (team member)","detroit tigers","detroit","american league","pitcher","baseball cards","relief prints","color","","","","","1806","bbc","catalog","baseball-cards","","[Ralph Works, Detroit Tigers, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 163 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678370/","False","//cdn.loc.gov/service/pnp/bbc/1900/1900/1903f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1900/1903f_150px.jpg#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1900/1900/1903ft.gif#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1900/1900/1903fr.jpg#h=640&w=361","//cdn.loc.gov/service/pnp/bbc/1900/1900/1903fv.jpg#h=1024&w=578","http://www.loc.gov/pictures/collection/bbc/item/2008678370/","http://hdl.loc.gov/loc.pnp/bbc.1903b","http://www.loc.gov/item/2008678370/","http://www.loc.gov/pictures/item/2008678370/","http://hdl.loc.gov/loc.pnp/bbc.1903f","http://www.loc.gov/resource/bbc.1903f/","http://www.loc.gov/resource/bbc.1903b/","http://lccn.loc.gov/2008678370","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678371/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","daniels, bert (team member)","new york highlanders","new york","american league","outfielder","baseball cards","relief prints","color","","","","","1807","bbc","catalog","baseball-cards","","[Bert Daniels, New York Highlanders, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 164 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678371/","False","//cdn.loc.gov/service/pnp/bbc/1900/1900/1904f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1900/1904f_150px.jpg#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1900/1900/1904ft.gif#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1900/1900/1904fr.jpg#h=640&w=364","//cdn.loc.gov/service/pnp/bbc/1900/1900/1904fv.jpg#h=1024&w=582","http://www.loc.gov/pictures/collection/bbc/item/2008678371/","http://hdl.loc.gov/loc.pnp/bbc.1904b","http://www.loc.gov/item/2008678371/","http://www.loc.gov/pictures/item/2008678371/","http://hdl.loc.gov/loc.pnp/bbc.1904f","http://www.loc.gov/resource/bbc.1904f/","http://www.loc.gov/resource/bbc.1904b/","http://lccn.loc.gov/2008678371","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678372/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","fisher, ray (team member)","new york highlanders","new york","american league","pitcher","baseball cards","relief prints","color","","","","","1808","bbc","catalog","baseball-cards","","[Ray Fisher, New York Highlanders, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 165 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678372/","False","//cdn.loc.gov/service/pnp/bbc/1900/1900/1905f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1900/1905f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1900/1900/1905ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1900/1900/1905fr.jpg#h=640&w=354","//cdn.loc.gov/service/pnp/bbc/1900/1900/1905fv.jpg#h=1024&w=567","http://www.loc.gov/pictures/collection/bbc/item/2008678372/","http://hdl.loc.gov/loc.pnp/bbc.1905b","http://www.loc.gov/item/2008678372/","http://www.loc.gov/pictures/item/2008678372/","http://hdl.loc.gov/loc.pnp/bbc.1905f","http://www.loc.gov/resource/bbc.1905f/","http://www.loc.gov/resource/bbc.1905b/","http://lccn.loc.gov/2008678372","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678373/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","hoff, red (team member)","new york highlanders","new york","american league","pitcher","baseball cards","relief prints","color","","","","","1809","bbc","catalog","baseball-cards","","[Chester Hoff, New York Highlanders, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 166 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678373/","False","//cdn.loc.gov/service/pnp/bbc/1900/1900/1906f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1900/1906f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1900/1900/1906ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1900/1900/1906fr.jpg#h=640&w=356","//cdn.loc.gov/service/pnp/bbc/1900/1900/1906fv.jpg#h=1024&w=569","http://www.loc.gov/pictures/collection/bbc/item/2008678373/","http://hdl.loc.gov/loc.pnp/bbc.1906b","http://www.loc.gov/item/2008678373/","http://www.loc.gov/pictures/item/2008678373/","http://hdl.loc.gov/loc.pnp/bbc.1906f","http://www.loc.gov/resource/bbc.1906f/","http://www.loc.gov/resource/bbc.1906b/","http://lccn.loc.gov/2008678373","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678374/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","quinn, jack (team member)","new york highlanders","new york","american league","pitcher","baseball cards","relief prints","color","","","","","1810","bbc","catalog","baseball-cards","","[Jack Quinn, New York Highlanders, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 167 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678374/","False","//cdn.loc.gov/service/pnp/bbc/1900/1900/1907f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1900/1907f_150px.jpg#h=150&w=86","//cdn.loc.gov/service/pnp/bbc/1900/1900/1907ft.gif#h=150&w=86","//cdn.loc.gov/service/pnp/bbc/1900/1900/1907fr.jpg#h=640&w=366","//cdn.loc.gov/service/pnp/bbc/1900/1900/1907fv.jpg#h=1024&w=585","http://www.loc.gov/pictures/collection/bbc/item/2008678374/","http://hdl.loc.gov/loc.pnp/bbc.1907b","http://www.loc.gov/item/2008678374/","http://www.loc.gov/pictures/item/2008678374/","http://hdl.loc.gov/loc.pnp/bbc.1907f","http://www.loc.gov/resource/bbc.1907f/","http://www.loc.gov/resource/bbc.1907b/","http://lccn.loc.gov/2008678374","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677925/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","street, gabby (team member)","new york highlanders","new york","american league","catcher","baseball cards","relief prints","color","","","","","1811","bbc","catalog","baseball-cards","","[Charles (Gabby) Street, New York Highlanders, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:41:57.116Z","pictures","catalog","2016-05-17T21:36:30.635Z","1912","","LOT 13163-30, no. 168 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677925/","False","//cdn.loc.gov/service/pnp/bbc/1900/1900/1908f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1900/1908f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1900/1900/1908ft.gif#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1900/1900/1908fr.jpg#h=640&w=358","//cdn.loc.gov/service/pnp/bbc/1900/1900/1908fv.jpg#h=1024&w=573","http://www.loc.gov/pictures/collection/bbc/item/2008677925/","http://hdl.loc.gov/loc.pnp/bbc.1908b","http://www.loc.gov/item/2008677925/","http://www.loc.gov/pictures/item/2008677925/","http://hdl.loc.gov/loc.pnp/bbc.1908f","http://hdl.loc.gov/loc.pnp/cph.3c26172","http://www.loc.gov/resource/bbc.1908f/","http://www.loc.gov/resource/bbc.1908b/","http://www.loc.gov/resource/cph.3c26172/","http://lccn.loc.gov/2008677925","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678375/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","vaughn, hippo (team member)","new york highlanders","new york","american league","pitcher","baseball cards","relief prints","color","","","","","1812","bbc","catalog","baseball-cards","","[Jim Vaughn, New York Highlanders, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 169 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678375/","False","//cdn.loc.gov/service/pnp/bbc/1900/1900/1909f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1900/1909f_150px.jpg#h=150&w=86","//cdn.loc.gov/service/pnp/bbc/1900/1900/1909ft.gif#h=150&w=86","//cdn.loc.gov/service/pnp/bbc/1900/1900/1909fr.jpg#h=640&w=365","//cdn.loc.gov/service/pnp/bbc/1900/1900/1909fv.jpg#h=1024&w=584","http://www.loc.gov/pictures/collection/bbc/item/2008678375/","http://hdl.loc.gov/loc.pnp/bbc.1909b","http://www.loc.gov/item/2008678375/","http://www.loc.gov/pictures/item/2008678375/","http://hdl.loc.gov/loc.pnp/bbc.1909f","http://www.loc.gov/resource/bbc.1909f/","http://www.loc.gov/resource/bbc.1909b/","http://lccn.loc.gov/2008678375","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677444/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","erwin, tex (team member)","brooklyn dodgers","brooklyn","national league","catcher","baseball cards","relief prints","color","","","","","1813","bbc","catalog","baseball-cards","","[R. E. Erwin, Brooklyn Dodgers, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:41:43.594Z","pictures","catalog","2016-05-17T21:36:30.134Z","1912","","LOT 13163-30, no. 17 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677444/","False","//cdn.loc.gov/service/pnp/bbc/1700/1750/1757f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1750/1757f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1700/1750/1757ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1700/1750/1757fr.jpg#h=640&w=353","//cdn.loc.gov/service/pnp/bbc/1700/1750/1757fv.jpg#h=1024&w=566","http://www.loc.gov/pictures/collection/bbc/item/2008677444/","http://hdl.loc.gov/loc.pnp/bbc.1757b","http://hdl.loc.gov/loc.pnp/cph.3g07046","http://www.loc.gov/item/2008677444/","http://www.loc.gov/pictures/item/2008677444/","http://hdl.loc.gov/loc.pnp/bbc.1757f","http://hdl.loc.gov/loc.pnp/cph.3g07016","http://www.loc.gov/resource/bbc.1757f/","http://www.loc.gov/resource/bbc.1757b/","http://www.loc.gov/resource/cph.3g07016/","http://www.loc.gov/resource/cph.3g07046/","http://lccn.loc.gov/2008677444","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678376/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","warhop, jack (team member)","new york highlanders","new york","american league","pitcher","baseball cards","relief prints","color","","","","","1814","bbc","catalog","baseball-cards","","[John Warhop, New York Highlanders, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 170 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678376/","False","//cdn.loc.gov/service/pnp/bbc/1900/1910/1910f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1910/1910ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1900/1910/1910f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1900/1910/1910fr.jpg#h=640&w=356","//cdn.loc.gov/service/pnp/bbc/1900/1910/1910fv.jpg#h=1024&w=570","http://www.loc.gov/pictures/collection/bbc/item/2008678376/","http://hdl.loc.gov/loc.pnp/bbc.1910b","http://www.loc.gov/item/2008678376/","http://www.loc.gov/pictures/item/2008678376/","http://hdl.loc.gov/loc.pnp/bbc.1910f","http://www.loc.gov/resource/bbc.1910f/","http://www.loc.gov/resource/bbc.1910b/","http://lccn.loc.gov/2008678376","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678377/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","williams, bob (team member)","new york highlanders","new york","american league","catcher","baseball cards","relief prints","color","","","","","1815","bbc","catalog","baseball-cards","","[Bob Williams, New York Highlanders, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 171 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678377/","False","//cdn.loc.gov/service/pnp/bbc/1900/1910/1911f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1910/1911f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1900/1910/1911ft.gif#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1900/1910/1911fr.jpg#h=640&w=359","//cdn.loc.gov/service/pnp/bbc/1900/1910/1911fv.jpg#h=1024&w=574","http://www.loc.gov/pictures/collection/bbc/item/2008678377/","http://hdl.loc.gov/loc.pnp/bbc.1911b","http://www.loc.gov/item/2008678377/","http://www.loc.gov/pictures/item/2008678377/","http://hdl.loc.gov/loc.pnp/bbc.1911f","http://www.loc.gov/resource/bbc.1911f/","http://www.loc.gov/resource/bbc.1911b/","http://lccn.loc.gov/2008678377","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678378/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","wolverton, harry (team member)","new york highlanders","new york","american league","third baseman","baseball cards","relief prints","color","","","","","1816","bbc","catalog","baseball-cards","","[Harry Wolverton, New York Highlanders, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 172 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678378/","False","//cdn.loc.gov/service/pnp/bbc/1900/1910/1912f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1910/1912f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1900/1910/1912ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1900/1910/1912fr.jpg#h=640&w=355","//cdn.loc.gov/service/pnp/bbc/1900/1910/1912fv.jpg#h=1024&w=568","http://www.loc.gov/pictures/collection/bbc/item/2008678378/","http://hdl.loc.gov/loc.pnp/bbc.1912b","http://www.loc.gov/item/2008678378/","http://www.loc.gov/pictures/item/2008678378/","http://hdl.loc.gov/loc.pnp/bbc.1912f","http://www.loc.gov/resource/bbc.1912f/","http://www.loc.gov/resource/bbc.1912b/","http://lccn.loc.gov/2008678378","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678379/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","philadelphia athletics (baseball team)","people","baseball players","pennsylvania","philadelphia","barry, jack (team member)","american league","shortstop","baseball cards","relief prints","color","","1817","bbc","catalog","baseball-cards","main-catalog","[Jack Barry, Philadelphia Athletics, baseball card portrait]","image","pennsylvania","philadelphia","http://www.loc.gov/item/15246939","image/gif","image/jpg","image/tif","","True","1 print : relief with halftone, color ; sheet 3.6 x 6.6 cm.","2018-05-05T13:30:10.739Z","pictures","catalog","2018-05-05T13:29:38.778Z","1912","http://www.loc.gov/item/15246939","LOT 13163-30, no. 173 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678379/","False","//cdn.loc.gov/service/pnp/bbc/1900/1910/1913f_150px.jpg#h=83&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1910/1913ft.gif#h=83&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1910/1913fr.jpg#h=356&w=640","//cdn.loc.gov/service/pnp/bbc/1900/1910/1913fv.jpg#h=570&w=1024","","http://www.loc.gov/pictures/collection/bbc/item/2008678379/","http://hdl.loc.gov/loc.pnp/bbc.1913b","http://www.loc.gov/item/2008678379/","http://www.loc.gov/pictures/item/2008678379/","http://hdl.loc.gov/loc.pnp/bbc.1913f","http://www.loc.gov/resource/bbc.1913f/","http://www.loc.gov/resource/bbc.1913b/","http://lccn.loc.gov/2008678379","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678380/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","bender, chief (team member)","philadelphia athletics","philadelphia","american league","pitcher","baseball cards","relief prints","color","","","","","1818","bbc","catalog","baseball-cards","","[Albert (Chief) Bender, Philadelphia Athletics, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 174 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678380/","False","//cdn.loc.gov/service/pnp/bbc/1900/1910/1914f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1910/1914f_150px.jpg#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1900/1910/1914ft.gif#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1900/1910/1914fr.jpg#h=640&w=364","//cdn.loc.gov/service/pnp/bbc/1900/1910/1914fv.jpg#h=1024&w=582","http://www.loc.gov/pictures/collection/bbc/item/2008678380/","http://hdl.loc.gov/loc.pnp/bbc.1914b","http://www.loc.gov/item/2008678380/","http://www.loc.gov/pictures/item/2008678380/","http://hdl.loc.gov/loc.pnp/bbc.1914f","http://www.loc.gov/resource/bbc.1914f/","http://www.loc.gov/resource/bbc.1914b/","http://lccn.loc.gov/2008678380","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678381/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","danforth, dave (team member)","philadelphia athletics","philadelphia","american league","pitcher","baseball cards","relief prints","color","","","","","1819","bbc","catalog","baseball-cards","","[Dave Danforth, Philadelphia Athletics, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 175 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678381/","False","//cdn.loc.gov/service/pnp/bbc/1900/1910/1915f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1910/1915f_150px.jpg#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1900/1910/1915ft.gif#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1900/1910/1915fr.jpg#h=640&w=361","//cdn.loc.gov/service/pnp/bbc/1900/1910/1915fv.jpg#h=1024&w=578","http://www.loc.gov/pictures/collection/bbc/item/2008678381/","http://hdl.loc.gov/loc.pnp/bbc.1915b","http://www.loc.gov/item/2008678381/","http://www.loc.gov/pictures/item/2008678381/","http://hdl.loc.gov/loc.pnp/bbc.1915f","http://www.loc.gov/resource/bbc.1915f/","http://www.loc.gov/resource/bbc.1915b/","http://lccn.loc.gov/2008678381","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678382/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","derrick, claud (team member)","philadelphia athletics","philadelphia","american league","shortstop","baseball cards","relief prints","color","","","","","1820","bbc","catalog","baseball-cards","","[Claude Derrick, Philadelphia Athletics, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 176 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678382/","False","//cdn.loc.gov/service/pnp/bbc/1900/1910/1916f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1910/1916f_150px.jpg#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1900/1910/1916ft.gif#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1900/1910/1916fr.jpg#h=640&w=362","//cdn.loc.gov/service/pnp/bbc/1900/1910/1916fv.jpg#h=1024&w=580","http://www.loc.gov/pictures/collection/bbc/item/2008678382/","http://hdl.loc.gov/loc.pnp/bbc.1916b","http://www.loc.gov/item/2008678382/","http://www.loc.gov/pictures/item/2008678382/","http://hdl.loc.gov/loc.pnp/bbc.1916f","http://www.loc.gov/resource/bbc.1916f/","http://www.loc.gov/resource/bbc.1916b/","http://lccn.loc.gov/2008678382","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678383/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","krause, harry (team member)","philadelphia athletics","philadelphia","american league","pitcher","baseball cards","relief prints","color","","","","","1821","bbc","catalog","baseball-cards","","[Harry Krause, Philadelphia Athletics, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 177 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678383/","False","//cdn.loc.gov/service/pnp/bbc/1900/1910/1917f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1910/1917f_150px.jpg#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1900/1910/1917ft.gif#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/1900/1910/1917fr.jpg#h=640&w=362","//cdn.loc.gov/service/pnp/bbc/1900/1910/1917fv.jpg#h=1024&w=580","http://www.loc.gov/pictures/collection/bbc/item/2008678383/","http://hdl.loc.gov/loc.pnp/bbc.1917b","http://www.loc.gov/item/2008678383/","http://www.loc.gov/pictures/item/2008678383/","http://hdl.loc.gov/loc.pnp/bbc.1917f","http://www.loc.gov/resource/bbc.1917f/","http://www.loc.gov/resource/bbc.1917b/","http://lccn.loc.gov/2008678383","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678384/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","lapp, jack (team member)","philadelphia athletics","philadelphia","american league","catcher","baseball cards","relief prints","color","","","","","1822","bbc","catalog","baseball-cards","","[Jack Lapp, Philadelphia Athletics, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-30, no. 178 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678384/","False","//cdn.loc.gov/service/pnp/bbc/1900/1910/1918f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1910/1918f_150px.jpg#h=150&w=86","//cdn.loc.gov/service/pnp/bbc/1900/1910/1918ft.gif#h=150&w=86","//cdn.loc.gov/service/pnp/bbc/1900/1910/1918fr.jpg#h=640&w=367","//cdn.loc.gov/service/pnp/bbc/1900/1910/1918fv.jpg#h=1024&w=587","http://www.loc.gov/pictures/collection/bbc/item/2008678384/","http://hdl.loc.gov/loc.pnp/bbc.1918b","http://www.loc.gov/item/2008678384/","http://www.loc.gov/pictures/item/2008678384/","http://hdl.loc.gov/loc.pnp/bbc.1918f","http://www.loc.gov/resource/bbc.1918f/","http://www.loc.gov/resource/bbc.1918b/","http://lccn.loc.gov/2008678384","","","","","","","",""
