"access_restricted","original_format__-","contributor__-","id","partof__001","partof__002","partof__003","partof__004","partof__005","partof__006","subject__001","subject__002","subject__003","subject__004","subject__005","subject__006","subject__007","subject__008","subject__009","subject__010","subject__011","subject__012","index","group__001","group__002","group__003","group__004","title","online_format__-","location__001","location__002","number_former_id__-","mime_type__001","mime_type__002","mime_type__003","mime_type__004","digitized","description__-","timestamp","site__001","site__002","extract_timestamp","date","number__-","shelf_id","other_title__-","dates__-","language__-","url","hassegments","image_url__001","image_url__002","image_url__003","image_url__004","image_url__005","aka__001","aka__002","aka__003","aka__004","aka__005","aka__006","aka__007","aka__008","aka__009","aka__010","aka__011","aka__012","aka__013","aka__014","aka__015","aka__016"
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677970/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","schulte, wildfire (team member)","chicago cubs","chicago","national league","right fielder","baseball cards","relief prints","color","","","","","1865","bbc","catalog","baseball-cards","","[Frank Schulte, Chicago Cubs, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:09.531Z","pictures","catalog","2016-05-17T21:36:31.153Z","1912","","LOT 13163-30, no. 36 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677970/","False","//cdn.loc.gov/service/pnp/bbc/1700/1770/1776f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1770/1776f_150px.jpg#h=150&w=80","//cdn.loc.gov/service/pnp/bbc/1700/1770/1776ft.gif#h=150&w=80","//cdn.loc.gov/service/pnp/bbc/1700/1770/1776fr.jpg#h=640&w=341","//cdn.loc.gov/service/pnp/bbc/1700/1770/1776fv.jpg#h=1024&w=546","http://www.loc.gov/pictures/collection/bbc/item/2008677970/","http://hdl.loc.gov/loc.pnp/bbc.1776b","http://www.loc.gov/item/2008677970/","http://www.loc.gov/pictures/item/2008677970/","http://hdl.loc.gov/loc.pnp/bbc.1776f","http://www.loc.gov/resource/bbc.1776f/","http://www.loc.gov/resource/bbc.1776b/","http://lccn.loc.gov/2008677970","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677971/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","tinker, joe (team member)","chicago cubs","chicago","national league","shortstop","baseball cards","relief prints","color","","","","","1866","bbc","catalog","baseball-cards","","[Joseph Tinker, Chicago Cubs, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:09.531Z","pictures","catalog","2016-05-17T21:36:31.153Z","1912","","LOT 13163-30, no. 37 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677971/","False","//cdn.loc.gov/service/pnp/bbc/1700/1770/1777f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1770/1777f_150px.jpg#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1700/1770/1777ft.gif#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1700/1770/1777fr.jpg#h=640&w=349","//cdn.loc.gov/service/pnp/bbc/1700/1770/1777fv.jpg#h=1024&w=558","http://www.loc.gov/pictures/collection/bbc/item/2008677971/","http://hdl.loc.gov/loc.pnp/bbc.1777b","http://www.loc.gov/item/2008677971/","http://www.loc.gov/pictures/item/2008677971/","http://hdl.loc.gov/loc.pnp/bbc.1777f","http://www.loc.gov/resource/bbc.1777f/","http://www.loc.gov/resource/bbc.1777b/","http://lccn.loc.gov/2008677971","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677922/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","almeida, rafael (team member)","cincinnati reds","cincinnati","national league","third baseman","baseball cards","relief prints","color","","","","","1867","bbc","catalog","baseball-cards","","[Rafael Almeida, Cincinnati Reds, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:41:57.116Z","pictures","catalog","2016-05-17T21:36:30.635Z","1912","","LOT 13163-30, no. 38 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677922/","False","//cdn.loc.gov/service/pnp/bbc/1700/1770/1778f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1770/1778f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1700/1770/1778ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1700/1770/1778fr.jpg#h=640&w=353","//cdn.loc.gov/service/pnp/bbc/1700/1770/1778fv.jpg#h=1024&w=566","http://www.loc.gov/pictures/collection/bbc/item/2008677922/","http://hdl.loc.gov/loc.pnp/bbc.1778b","http://hdl.loc.gov/loc.pnp/cph.3g06949","http://www.loc.gov/item/2008677922/","http://www.loc.gov/pictures/item/2008677922/","http://hdl.loc.gov/loc.pnp/bbc.1778f","http://hdl.loc.gov/loc.pnp/cph.3g06955","http://www.loc.gov/resource/bbc.1778f/","http://www.loc.gov/resource/bbc.1778b/","http://www.loc.gov/resource/cph.3g06955/","http://www.loc.gov/resource/cph.3g06949/","http://lccn.loc.gov/2008677922","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677972/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","bescher, bob (team member)","cincinnati reds","cincinnati","national league","left fielder","baseball cards","relief prints","color","","","","","1868","bbc","catalog","baseball-cards","","[Robert Bescher, Cincinnati Reds, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:09.531Z","pictures","catalog","2016-05-17T21:36:31.153Z","1912","","LOT 13163-30, no. 39 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677972/","False","//cdn.loc.gov/service/pnp/bbc/1700/1770/1779f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1770/1779f_150px.jpg#h=150&w=81","//cdn.loc.gov/service/pnp/bbc/1700/1770/1779ft.gif#h=150&w=81","//cdn.loc.gov/service/pnp/bbc/1700/1770/1779fr.jpg#h=640&w=346","//cdn.loc.gov/service/pnp/bbc/1700/1770/1779fv.jpg#h=1024&w=554","http://www.loc.gov/pictures/collection/bbc/item/2008677972/","http://hdl.loc.gov/loc.pnp/bbc.1779b","http://www.loc.gov/item/2008677972/","http://www.loc.gov/pictures/item/2008677972/","http://hdl.loc.gov/loc.pnp/bbc.1779f","http://www.loc.gov/resource/bbc.1779f/","http://www.loc.gov/resource/bbc.1779b/","http://lccn.loc.gov/2008677972","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677952/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","houser, ben (team member)","boston braves","boston","national league","first baseman","baseball cards","relief prints","color","","","","","1869","bbc","catalog","baseball-cards","","[Ben Houser, Boston Braves, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:09.531Z","pictures","catalog","2016-05-17T21:36:31.153Z","1912","","LOT 13163-30, no. 4 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677952/","False","//cdn.loc.gov/service/pnp/bbc/1700/1740/1744f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1740/1744f_150px.jpg#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1700/1740/1744ft.gif#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1700/1740/1744fr.jpg#h=640&w=351","//cdn.loc.gov/service/pnp/bbc/1700/1740/1744fv.jpg#h=1024&w=562","http://www.loc.gov/pictures/collection/bbc/item/2008677952/","http://hdl.loc.gov/loc.pnp/bbc.1744b","http://www.loc.gov/item/2008677952/","http://www.loc.gov/pictures/item/2008677952/","http://hdl.loc.gov/loc.pnp/bbc.1744f","http://www.loc.gov/resource/bbc.1744f/","http://www.loc.gov/resource/bbc.1744b/","http://lccn.loc.gov/2008677952","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677973/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","clarke, tommy (team member)","cincinnati reds","cincinnati","national league","catcher","baseball cards","relief prints","color","","","","","1870","bbc","catalog","baseball-cards","","[Tommy Clarke, Cincinnati Reds, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:09.531Z","pictures","catalog","2016-05-17T21:36:31.153Z","1912","","LOT 13163-30, no. 40 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677973/","False","//cdn.loc.gov/service/pnp/bbc/1700/1780/1780f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1780/1780f_150px.jpg#h=150&w=81","//cdn.loc.gov/service/pnp/bbc/1700/1780/1780ft.gif#h=150&w=81","//cdn.loc.gov/service/pnp/bbc/1700/1780/1780fr.jpg#h=640&w=344","//cdn.loc.gov/service/pnp/bbc/1700/1780/1780fv.jpg#h=1024&w=551","http://www.loc.gov/pictures/collection/bbc/item/2008677973/","http://hdl.loc.gov/loc.pnp/bbc.1780b","http://www.loc.gov/item/2008677973/","http://www.loc.gov/pictures/item/2008677973/","http://hdl.loc.gov/loc.pnp/bbc.1780f","http://www.loc.gov/resource/bbc.1780f/","http://www.loc.gov/resource/bbc.1780b/","http://lccn.loc.gov/2008677973","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677974/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","fromme, art (team member)","cincinnati reds","cincinnati","national league","pitcher","baseball cards","relief prints","color","","","","","1871","bbc","catalog","baseball-cards","","[Arthur Fromme, Cincinnati Reds, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:09.531Z","pictures","catalog","2016-05-17T21:36:31.153Z","1912","","LOT 13163-30, no. 41 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677974/","False","//cdn.loc.gov/service/pnp/bbc/1700/1780/1781f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1780/1781f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1700/1780/1781ft.gif#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/1700/1780/1781fr.jpg#h=640&w=358","//cdn.loc.gov/service/pnp/bbc/1700/1780/1781fv.jpg#h=1024&w=573","http://www.loc.gov/pictures/collection/bbc/item/2008677974/","http://hdl.loc.gov/loc.pnp/bbc.1781b","http://www.loc.gov/item/2008677974/","http://www.loc.gov/pictures/item/2008677974/","http://hdl.loc.gov/loc.pnp/bbc.1781f","http://www.loc.gov/resource/bbc.1781f/","http://www.loc.gov/resource/bbc.1781b/","http://lccn.loc.gov/2008677974","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677923/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","marsans, armando (team member)","cincinnati reds","cincinnati","national league","center fielder","baseball cards","relief prints","color","","","","","1872","bbc","catalog","baseball-cards","","[Armando Marsans, Cincinnati Reds, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:41:57.116Z","pictures","catalog","2016-05-17T21:36:30.635Z","1912","","LOT 13163-30, no. 42 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677923/","False","//cdn.loc.gov/service/pnp/bbc/1700/1780/1782f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1780/1782f_150px.jpg#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1700/1780/1782ft.gif#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1700/1780/1782fr.jpg#h=640&w=349","//cdn.loc.gov/service/pnp/bbc/1700/1780/1782fv.jpg#h=1024&w=559","http://www.loc.gov/pictures/collection/bbc/item/2008677923/","http://hdl.loc.gov/loc.pnp/bbc.1782b","http://hdl.loc.gov/loc.pnp/cph.3g08763","http://www.loc.gov/item/2008677923/","http://www.loc.gov/pictures/item/2008677923/","http://hdl.loc.gov/loc.pnp/bbc.1782f","http://hdl.loc.gov/loc.pnp/cph.3g08762","http://www.loc.gov/resource/bbc.1782f/","http://www.loc.gov/resource/bbc.1782b/","http://www.loc.gov/resource/cph.3g08762/","http://www.loc.gov/resource/cph.3g08763/","http://lccn.loc.gov/2008677923","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677975/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","mclean, larry (team member)","cincinnati reds","cincinnati","national league","catcher","baseball cards","relief prints","color","","","","","1873","bbc","catalog","baseball-cards","","[Larry McLean, Cincinnati Reds, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:09.531Z","pictures","catalog","2016-05-17T21:36:31.153Z","1912","","LOT 13163-30, no. 43 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677975/","False","//cdn.loc.gov/service/pnp/bbc/1700/1780/1783f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1780/1783f_150px.jpg#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1700/1780/1783ft.gif#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1700/1780/1783fr.jpg#h=640&w=351","//cdn.loc.gov/service/pnp/bbc/1700/1780/1783fv.jpg#h=1024&w=561","http://www.loc.gov/pictures/collection/bbc/item/2008677975/","http://hdl.loc.gov/loc.pnp/bbc.1783b","http://www.loc.gov/item/2008677975/","http://www.loc.gov/pictures/item/2008677975/","http://hdl.loc.gov/loc.pnp/bbc.1783f","http://www.loc.gov/resource/bbc.1783f/","http://www.loc.gov/resource/bbc.1783b/","http://lccn.loc.gov/2008677975","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677976/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","mitchell, mike (team member)","cincinnati reds","cincinnati","national league","right fielder","baseball cards","relief prints","color","","","","","1874","bbc","catalog","baseball-cards","","[Mike Mitchell, Cincinnati Reds, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:09.531Z","pictures","catalog","2016-05-17T21:36:31.153Z","1912","","LOT 13163-30, no. 44 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677976/","False","//cdn.loc.gov/service/pnp/bbc/1700/1780/1784f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1780/1784f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1700/1780/1784ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1700/1780/1784fr.jpg#h=640&w=353","//cdn.loc.gov/service/pnp/bbc/1700/1780/1784fv.jpg#h=1024&w=566","http://www.loc.gov/pictures/collection/bbc/item/2008677976/","http://hdl.loc.gov/loc.pnp/bbc.1784b","http://www.loc.gov/item/2008677976/","http://www.loc.gov/pictures/item/2008677976/","http://hdl.loc.gov/loc.pnp/bbc.1784f","http://www.loc.gov/resource/bbc.1784f/","http://www.loc.gov/resource/bbc.1784b/","http://lccn.loc.gov/2008677976","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677977/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","phelan, art (team member)","cincinnati reds","cincinnati","national league","third baseman","baseball cards","relief prints","color","","","","","1875","bbc","catalog","baseball-cards","","[Arthur Phelan, Cincinnati Reds, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:09.531Z","pictures","catalog","2016-05-17T21:36:31.153Z","1912","","LOT 13163-30, no. 45 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677977/","False","//cdn.loc.gov/service/pnp/bbc/1700/1780/1785f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1780/1785f_150px.jpg#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1700/1780/1785ft.gif#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1700/1780/1785fr.jpg#h=640&w=349","//cdn.loc.gov/service/pnp/bbc/1700/1780/1785fv.jpg#h=1024&w=559","http://www.loc.gov/pictures/collection/bbc/item/2008677977/","http://hdl.loc.gov/loc.pnp/bbc.1785b","http://www.loc.gov/item/2008677977/","http://www.loc.gov/pictures/item/2008677977/","http://hdl.loc.gov/loc.pnp/bbc.1785f","http://www.loc.gov/resource/bbc.1785f/","http://www.loc.gov/resource/bbc.1785b/","http://lccn.loc.gov/2008677977","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677978/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","severeid, hank (team member)","cincinnati reds","cincinnati","national league","catcher","baseball cards","relief prints","color","","","","","1876","bbc","catalog","baseball-cards","","[Henry Severeid, Cincinnati Reds, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:09.531Z","pictures","catalog","2016-05-17T21:36:31.153Z","1912","","LOT 13163-30, no. 46 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677978/","False","//cdn.loc.gov/service/pnp/bbc/1700/1780/1786f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1780/1786f_150px.jpg#h=150&w=80","//cdn.loc.gov/service/pnp/bbc/1700/1780/1786ft.gif#h=150&w=80","//cdn.loc.gov/service/pnp/bbc/1700/1780/1786fr.jpg#h=640&w=342","//cdn.loc.gov/service/pnp/bbc/1700/1780/1786fv.jpg#h=1024&w=547","http://www.loc.gov/pictures/collection/bbc/item/2008677978/","http://hdl.loc.gov/loc.pnp/bbc.1786b","http://www.loc.gov/item/2008677978/","http://www.loc.gov/pictures/item/2008677978/","http://hdl.loc.gov/loc.pnp/bbc.1786f","http://www.loc.gov/resource/bbc.1786f/","http://www.loc.gov/resource/bbc.1786b/","http://lccn.loc.gov/2008677978","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677979/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","smith, frank (team member)","cincinnati reds","cincinnati","national league","pitcher","baseball cards","relief prints","color","","","","","1877","bbc","catalog","baseball-cards","","[Frank E. Smith, Cincinnati Reds, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:09.531Z","pictures","catalog","2016-05-17T21:36:31.153Z","1912","","LOT 13163-30, no. 47 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677979/","False","//cdn.loc.gov/service/pnp/bbc/1700/1780/1787f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1780/1787f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1700/1780/1787ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1700/1780/1787fr.jpg#h=640&w=352","//cdn.loc.gov/service/pnp/bbc/1700/1780/1787fv.jpg#h=1024&w=564","http://www.loc.gov/pictures/collection/bbc/item/2008677979/","http://hdl.loc.gov/loc.pnp/bbc.1787b","http://www.loc.gov/item/2008677979/","http://www.loc.gov/pictures/item/2008677979/","http://hdl.loc.gov/loc.pnp/bbc.1787f","http://www.loc.gov/resource/bbc.1787f/","http://www.loc.gov/resource/bbc.1787b/","http://lccn.loc.gov/2008677979","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677980/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","becker, beals (team member)","new york giants","new york","national league","center fielder","baseball cards","relief prints","color","","","","","1878","bbc","catalog","baseball-cards","","[Beals Becker, New York Giants, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:09.531Z","pictures","catalog","2016-05-17T21:36:31.153Z","1912","","LOT 13163-30, no. 48 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677980/","False","//cdn.loc.gov/service/pnp/bbc/1700/1780/1788f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1780/1788f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1700/1780/1788ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1700/1780/1788fr.jpg#h=640&w=352","//cdn.loc.gov/service/pnp/bbc/1700/1780/1788fv.jpg#h=1024&w=563","http://www.loc.gov/pictures/collection/bbc/item/2008677980/","http://hdl.loc.gov/loc.pnp/bbc.1788b","http://www.loc.gov/item/2008677980/","http://www.loc.gov/pictures/item/2008677980/","http://hdl.loc.gov/loc.pnp/bbc.1788f","http://www.loc.gov/resource/bbc.1788f/","http://www.loc.gov/resource/bbc.1788b/","http://lccn.loc.gov/2008677980","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677981/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","crandall, doc (team member)","new york giants","new york","national league","pitcher","baseball cards","relief prints","color","","","","","1879","bbc","catalog","baseball-cards","","[Otis Crandall, New York Giants, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:09.531Z","pictures","catalog","2016-05-17T21:36:31.153Z","1912","","LOT 13163-30, no. 49 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677981/","False","//cdn.loc.gov/service/pnp/bbc/1700/1780/1789f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1780/1789f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1700/1780/1789ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1700/1780/1789fr.jpg#h=640&w=352","//cdn.loc.gov/service/pnp/bbc/1700/1780/1789fv.jpg#h=1024&w=564","http://www.loc.gov/pictures/collection/bbc/item/2008677981/","http://hdl.loc.gov/loc.pnp/bbc.1789b","http://www.loc.gov/item/2008677981/","http://www.loc.gov/pictures/item/2008677981/","http://hdl.loc.gov/loc.pnp/bbc.1789f","http://www.loc.gov/resource/bbc.1789f/","http://www.loc.gov/resource/bbc.1789b/","http://lccn.loc.gov/2008677981","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677953/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","kirke, jay (team member)","boston braves","boston","national league","outfielder","baseball cards","relief prints","color","","","","","1880","bbc","catalog","baseball-cards","","[Jay Kirke, Boston Braves, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:09.531Z","pictures","catalog","2016-05-17T21:36:31.153Z","1912","","LOT 13163-30, no. 5 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677953/","False","//cdn.loc.gov/service/pnp/bbc/1700/1740/1745f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1740/1745f_150px.jpg#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1700/1740/1745ft.gif#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/1700/1740/1745fr.jpg#h=640&w=351","//cdn.loc.gov/service/pnp/bbc/1700/1740/1745fv.jpg#h=1024&w=561","http://www.loc.gov/pictures/collection/bbc/item/2008677953/","http://hdl.loc.gov/loc.pnp/bbc.1745b","http://www.loc.gov/item/2008677953/","http://www.loc.gov/pictures/item/2008677953/","http://hdl.loc.gov/loc.pnp/bbc.1745f","http://www.loc.gov/resource/bbc.1745f/","http://www.loc.gov/resource/bbc.1745b/","http://lccn.loc.gov/2008677953","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677982/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","devore, josh (team member)","new york giants","new york","national league","outfielder","baseball cards","relief prints","color","","","","","1881","bbc","catalog","baseball-cards","","[Joshua Devore, New York Giants, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:09.531Z","pictures","catalog","2016-05-17T21:36:31.153Z","1912","","LOT 13163-30, no. 50 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677982/","False","//cdn.loc.gov/service/pnp/bbc/1700/1790/1790f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1790/1790f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1700/1790/1790ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1700/1790/1790fr.jpg#h=640&w=354","//cdn.loc.gov/service/pnp/bbc/1700/1790/1790fv.jpg#h=1024&w=567","http://www.loc.gov/pictures/collection/bbc/item/2008677982/","http://hdl.loc.gov/loc.pnp/bbc.1790b","http://www.loc.gov/item/2008677982/","http://www.loc.gov/pictures/item/2008677982/","http://hdl.loc.gov/loc.pnp/bbc.1790f","http://www.loc.gov/resource/bbc.1790f/","http://www.loc.gov/resource/bbc.1790b/","http://lccn.loc.gov/2008677982","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008677983/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","doyle, larry (team member)","new york giants","new york","national league","second baseman","baseball cards","relief prints","color","","","","","1882","bbc","catalog","baseball-cards","","[Lawrence Doyle, New York Giants, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:09.531Z","pictures","catalog","2016-05-17T21:36:31.153Z","1912","","LOT 13163-30, no. 51 [P&P]","Brown Backgrounds (T207)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008677983/","False","//cdn.loc.gov/service/pnp/bbc/1700/1790/1791f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1700/1790/1791f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1700/1790/1791ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/1700/1790/1791fr.jpg#h=640&w=353","//cdn.loc.gov/service/pnp/bbc/1700/1790/1791fv.jpg#h=1024&w=564","http://www.loc.gov/pictures/collection/bbc/item/2008677983/","http://hdl.loc.gov/loc.pnp/bbc.1791b","http://www.loc.gov/item/2008677983/","http://www.loc.gov/pictures/item/2008677983/","http://hdl.loc.gov/loc.pnp/bbc.1791f","http://www.loc.gov/resource/bbc.1791f/","http://www.loc.gov/resource/bbc.1791b/","http://lccn.loc.gov/2008677983","","","","","","","",""
